,cell_1,cell_2,tension,type,distance_to_boundary,relative_adhesion,Cdh1,Cdh2,Cdh3,Cdh4,Cdh15,Cdh6,Cdh7,Cdh8,Cdh9,Cdh10,Cdh11,Cdh12,Cdh18,Cdh20,Cdh22,Cdh24,Cdh13,log_tension,log_adhesion
171,cell_69,cell_103,137.80350770225104,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,4,2.1219988757972957e-17,0.0,2.0196855372522968e-17,0.0,2.6663677963231836e-19,6.958559977632996e-24,2.939229788965875e-24,0.0,2.2693593273373246e-20,0.0,0.0,3.344680449945508e-19,0.0,0.0,2.0723811969808662e-19,1.0059517990908806e-19,6.590433651987525e-20,2.5587433632931727e-20,4.925828813279177,-38.39158807049162
174,cell_71,cell_89,184.3940859940184,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,5,1.407279835400304e-17,0.0,1.3726715759347147e-17,0.0,1.0444100834692488e-19,4.960301291418682e-24,3.5684630289974886e-22,0.0,1.3702477844531073e-20,0.0,4.867594473704682e-26,4.6129068027351677e-20,0.0,0.0,5.904061896986976e-21,1.5748456110204175e-19,3.3050146602937452e-21,1.4754547497629724e-20,5.217075238992236,-38.80228793455328
175,cell_71,cell_100,133.82694539835012,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,4,2.1843106574106516e-17,0.0,2.1338110304990867e-17,0.0,1.515839903209964e-19,7.133494545166672e-24,5.300173390674556e-22,0.0,1.9792649781269516e-20,0.0,6.99371658714617e-26,6.646231329623114e-20,0.0,0.0,8.489694803089529e-21,2.3212173502154e-19,4.7528759870693825e-21,2.1255789134675616e-20,4.896547513056656,-38.36264629072747
176,cell_72,cell_98,241.8727734758356,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,4,3.919250291708978e-18,0.0,3.7162710400997045e-18,0.0,1.0639578053116615e-19,2.3667621771756012e-23,4.756122108106059e-20,0.0,0.0,0.0,0.0,1.8368491782183925e-20,0.0,0.0,1.3387010418134269e-21,1.271739980846303e-21,5.876126607999183e-21,2.2143522962431532e-20,5.488411858473814,-40.08063129049653
177,cell_72,cell_108,262.434678095075,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,4,8.365755299372765e-18,0.0,7.947732502692262e-18,0.0,2.1962934531537553e-19,4.806666512969534e-23,9.857193986298786e-20,0.0,0.0,0.0,0.0,3.73999658961913e-20,0.0,0.0,2.7334770104919228e-21,2.5833517662842176e-21,1.1963180725669684e-20,4.5093469438373684e-20,5.570002205712441,-39.32238505071814
178,cell_73,cell_85,102.23081574450502,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,5,2.3847319084385748e-17,1.2188700469929604e-21,2.338582389604554e-17,0.0,2.8794000972697476e-19,2.633976049776596e-22,0.0,0.0,2.98233952116942e-20,0.0,0.0,7.187318382573018e-20,0.0,0.0,9.06190733684718e-22,5.483642421980766e-20,5.475265606958781e-22,1.4086190409648763e-20,4.627233156239239,-38.274859870239936
180,cell_73,cell_106,60.746225038815545,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,5,1.478759687586017e-17,3.7128473498755156e-23,1.4600656282360983e-17,2.5755987210141823e-23,4.668818779327962e-20,1.463352719501571e-23,0.0,0.0,9.829813065259781e-23,0.0,0.0,9.228110115413114e-20,0.0,0.0,2.513963935441533e-22,4.120789302103247e-20,3.890109880277662e-24,6.332308908762507e-21,4.106704941011176,-38.75274289341044
186,cell_75,cell_113,74.54975867835499,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,5,1.0589463911898766e-17,0.0,1.029031733452441e-17,0.0,1.1651438005471376e-19,1.2076768266316675e-22,5.825794658305804e-20,2.5815059049855494e-26,5.13873671974477e-23,0.0,3.5238893242073714e-25,2.2490634362215493e-21,0.0,0.0,4.2693950585728463e-20,1.6608451427332598e-21,7.807120808223091e-24,7.759005119724166e-20,4.311466804161309,-39.086672137666724
189,cell_77,cell_88,81.82333315391392,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,4,4.246006761585879e-18,4.1735852282133196e-24,4.0610293868611026e-18,0.0,3.56849998781069e-21,3.5060769345224726e-25,2.415120858254413e-22,0.0,0.0,0.0,1.2487746490551936e-23,1.374768134397373e-19,0.0,0.0,2.3011423704947394e-20,4.1818750167778943e-22,4.843696587129552e-21,1.5400229478236422e-20,4.404562449314053,-40.00055271815285
190,cell_77,cell_97,231.76221125797488,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,5,9.141889880132355e-19,0.0,7.495415255567142e-19,0.0,2.528746187643608e-20,1.354964440074985e-25,1.3017974768878402e-23,0.0,6.26825538123346e-25,0.0,1.6646160638154527e-23,3.1242952364070754e-20,0.0,0.0,5.652964606739291e-21,8.159665328006727e-20,9.452107877797621e-21,1.138489599402109e-20,5.445711894570112,-41.53624963253965
191,cell_77,cell_121,266.577327137277,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,5,8.718770328891448e-19,5.192801975238622e-26,8.045430665922481e-19,0.0,1.4410183703165727e-20,5.849362802508677e-26,1.2964647834800768e-23,0.0,1.9286288884282008e-25,0.0,1.4617773413642296e-23,1.4337441552474888e-20,0.0,0.0,4.74759611711006e-21,2.5196256713048255e-20,2.9379056266803926e-21,5.676696878632347e-21,5.585664359631784,-41.58363855623882
200,cell_81,cell_93,40.57781162056053,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,4,5.767465016219458e-17,9.891943410472094e-26,5.2726174591276615e-17,0.0,6.66034960540278e-19,6.936289253258242e-21,2.4120963889742563e-19,0.0,1.9646280696792677e-24,0.0,4.751410992735096e-24,4.475899429949327e-19,0.0,0.0,6.107537769967218e-19,2.7757456048748114e-18,2.0016424457704827e-19,3.429782498475479e-23,3.7032214054068224,-37.3917139355264
201,cell_81,cell_94,100.26869039599949,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,4,1.69193044732345e-17,0.0,1.6088737752378346e-17,0.0,3.2351368906926107e-19,8.744001893360818e-23,2.1181183396215897e-21,0.0,1.843796869382175e-22,0.0,0.0,1.986584384802888e-19,0.0,0.0,2.2871561621861506e-19,0.0,7.666853572464399e-20,6.205033178501376e-22,4.607853486674631,-38.61807642734248
202,cell_81,cell_116,40.42247065592303,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,3,2.7216449299977602e-17,4.7476670669503585e-26,2.4862807602268238e-17,0.0,3.181311620600206e-19,3.328251071156857e-21,1.1512689403285136e-19,0.0,9.42921040219376e-25,0.0,2.280434940949236e-24,2.1421976656090232e-19,0.0,0.0,2.9155899291980547e-19,1.3155223733575626e-18,9.573452592265706e-20,1.6460951755428265e-23,3.6993858346973254,-38.14271012970504
203,cell_82,cell_113,74.88268850615565,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,5,1.2771716043785364e-17,0.0,1.2392105537982987e-17,0.0,1.4805792061090898e-19,1.5443602879709233e-22,7.366343373216901e-20,3.301279736114283e-26,6.571472388569997e-23,0.0,4.506383956963109e-25,2.8746864013010142e-21,0.0,0.0,5.3974291414088866e-20,2.122704226114629e-21,9.983084492331279e-24,9.868685192942276e-20,4.315922735720251,-38.899298632000765
204,cell_83,cell_89,128.52406506905342,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,5,3.270081382631852e-17,4.89663205408846e-21,3.140962365529918e-17,0.0,9.035660018965688e-20,6.034253283573608e-21,5.688717416030952e-19,0.0,9.179446162213081e-23,0.0,3.4266870452133394e-23,5.847256340342727e-20,0.0,0.0,7.897920500038229e-21,4.839217661428567e-19,7.029524716055897e-21,6.358310779448036e-20,4.856116163603136,-37.95913170864431
205,cell_83,cell_101,119.82600802572624,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,5,9.070489786538431e-18,3.9001856508673315e-24,8.75320213916545e-18,0.0,1.8234720623034397e-20,4.2002183744118993e-22,1.6911106767582634e-19,0.0,0.0,0.0,9.514435653266806e-23,5.534908080570055e-20,0.0,0.0,2.6101640087395954e-21,2.8063664996124754e-21,2.4911016343481336e-21,6.616607974609545e-20,4.786040757492899,-39.24150541050288
206,cell_83,cell_117,56.47714539732642,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,4,1.7782813824092468e-17,0.0,1.7168517595223704e-17,0.0,4.2293078109310844e-20,2.239172951356629e-22,3.056737631491056e-19,0.0,0.0,0.0,2.5782811697045363e-22,8.638219638340973e-20,0.0,0.0,8.096883894362118e-20,2.528981858768997e-21,7.62573893451454e-20,1.971023566729577e-20,4.033836050075666,-38.568299198505535
207,cell_83,cell_118,74.4201927587266,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,5,1.269020136149352e-17,2.292626300029021e-21,1.211464664855614e-17,0.0,4.1246161053136966e-20,2.8262199452883515e-21,2.515559864893144e-19,0.0,4.2489508356846965e-23,0.0,1.6087535492181137e-23,2.7244948874539723e-20,0.0,0.0,3.699676034946537e-21,2.1368835125864392e-19,3.2924316037761687e-21,2.96497343338586e-20,4.309727313061946,-38.90570152456243
208,cell_83,cell_129,299.5675284018302,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,5,7.859184934319597e-18,0.0,7.588152770087676e-18,0.0,1.865524293719401e-20,9.873967689398401e-23,1.3488762565302027e-19,0.0,0.0,0.0,1.1369337085064568e-22,3.8100953519342774e-20,0.0,0.0,3.572265441813149e-20,1.1151979957442949e-21,3.364614397334925e-20,8.691912687392588e-21,5.702339862597722,-39.38484877075243
209,cell_84,cell_85,139.27970530109397,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,5,2.488944872365197e-17,4.414545327932907e-21,2.346032246860189e-17,0.0,3.032118984557192e-19,1.9541563234371506e-21,1.0255527647803834e-21,0.0,1.7971547203935225e-20,0.0,7.351760105637081e-24,4.573814505620182e-20,0.0,0.0,4.3864721362204785e-19,5.576136288667965e-19,2.9767181383275915e-20,2.877503428584631e-20,4.936484179583872,-38.23208770626596
211,cell_85,cell_106,106.9769658601264,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,5,1.5976572691729482e-17,2.062196298865899e-22,1.50765056368399e-17,0.0,6.388525043447345e-20,1.4704465500462397e-22,0.0,0.0,9.026203879631504e-23,0.0,3.301272807844474e-24,4.3493806690625083e-20,0.0,0.0,1.783359205157246e-19,6.060255098312854e-19,3.0242516130645377e-22,7.577314659672082e-21,4.672613538952223,-38.675408231418196
212,cell_85,cell_128,181.15053739356304,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,4,1.892807453552184e-17,0.0,1.8632155284499605e-17,0.0,1.86520267952978e-19,4.525460730238966e-21,1.275873019304298e-21,0.0,0.0,0.0,5.302444770689556e-25,3.4491167575007205e-20,0.0,0.0,2.348900602937841e-21,6.434659371788629e-20,1.2302722011087344e-22,2.2874299592944534e-21,5.199328383903415,-38.50588542881999
213,cell_86,cell_106,36.16646947532456,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,5,1.600231717725685e-17,0.0,1.5833301451732383e-17,0.0,2.7601628375747993e-20,2.8717209966866533e-22,0.0,0.0,0.0,0.0,1.4338465663423064e-24,5.391854559397204e-20,0.0,0.0,7.01398025135055e-20,1.0040957559525245e-20,3.640047646785199e-24,7.02254548783417e-21,3.5881324320023675,-38.67379813856041
216,cell_88,cell_104,104.11449103773056,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,4,1.0011948092372798e-17,0.0,9.864683492621082e-18,0.0,1.4004243800541516e-21,1.4194474261642612e-25,1.748425636857992e-20,0.0,0.0,0.0,1.6045971182845073e-23,5.687955510087647e-20,0.0,0.0,3.152958761703125e-20,1.3342152421364414e-23,6.313131189267649e-21,3.3628115027561464e-20,4.645491168985244,-39.142752484878
217,cell_88,cell_155,319.5452747459984,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,3,1.978689854994526e-18,3.556235943739985e-25,1.9346206146084164e-18,1.4902806680574024e-23,1.0490378696491696e-21,4.954744472248877e-24,3.2510715451462545e-21,0.0,0.0,0.0,8.346371634873391e-22,2.426685139821332e-20,0.0,0.0,7.832200506701409e-21,9.929813664083227e-23,1.0409217770312329e-21,5.675008814493245e-21,5.766898968773686,-40.76409673759613
218,cell_89,cell_100,100.16399785252668,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,4,5.4540804271152025e-17,1.002101121050021e-20,5.3274940591951405e-17,0.0,2.0323609552857972e-19,6.774553827249675e-21,4.462713002109158e-19,0.0,5.058967078348331e-20,0.0,3.3588590544534927e-25,3.289903211821935e-20,0.0,0.0,9.277760637017334e-22,4.8256022354642e-19,9.24765109051365e-22,3.1658914916594063e-20,4.606808821217028,-37.44758255013834
219,cell_89,cell_118,91.8133407622432,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,5,3.846472987059727e-17,8.76485211146193e-21,3.743112031413504e-17,0.0,1.7190404335964475e-19,5.928031208704723e-21,3.5743050025201146e-19,0.0,4.358718859202551e-20,0.0,2.948839104064111e-25,2.857516896765725e-20,0.0,0.0,8.118548643881727e-22,3.8827034885639455e-19,8.090675256100219e-22,2.752820584042474e-20,4.519757611275347,-37.79678995973901
226,cell_92,cell_115,10.419529497094,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,5,7.125218332190397e-17,0.0,7.083155383584314e-17,0.0,8.693858082617034e-20,1.462633825251113e-22,1.9996318968761843e-20,0.0,7.192490948382461e-23,0.0,1.3305749872744088e-20,1.2498808417412785e-19,0.0,0.0,4.790028487661958e-22,9.380961316984394e-20,4.4969384468239345e-21,7.63970094615754e-20,2.3436818814760056,-37.18030621209911
231,cell_93,cell_103,136.82202687251845,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,4,2.2416759338177178e-17,2.1089476764891706e-25,2.1249954099587007e-17,0.0,3.014877385104449e-19,3.1785679439491263e-21,8.557020883180264e-22,0.0,1.7126995302978913e-22,0.0,0.0,2.854556313589019e-19,0.0,0.0,2.6829700355839787e-19,2.1852848879660097e-19,8.823655502399648e-20,5.940704617632492e-22,4.9186810073768905,-38.33672281004245
232,cell_93,cell_116,43.99144552414405,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,3,4.1733138668006775e-17,7.3925728922859e-26,3.809926203284815e-17,0.0,4.930723805037998e-19,5.181127663506914e-21,1.7830865231603801e-19,0.0,1.468206420004118e-24,0.0,3.550827567980788e-24,3.3265471024128255e-19,0.0,0.0,4.516434429346897e-19,2.0244200544402995e-18,1.4856554341111236e-19,2.5630688185915686e-23,3.7839951951104442,-37.71523616841044
233,cell_94,cell_96,55.72013097473341,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,4,1.8617524049394392e-17,0.0,1.797370547866145e-17,0.0,2.041644051679635e-19,8.756934769495622e-23,8.990308280413949e-23,0.0,3.888175250214863e-20,0.0,0.0,1.1145954228171568e-19,0.0,0.0,1.3372181315106218e-19,0.0,1.270404049584339e-19,2.837318024111658e-20,4.020341499496305,-38.522428383528165
234,cell_94,cell_125,77.23798055167475,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,3,2.337349029499865e-17,0.0,2.231979076066243e-17,0.0,4.1113034807539217e-19,1.0896087914573419e-22,2.709858736529522e-21,0.0,2.295296846917581e-22,0.0,0.0,2.502408871069606e-19,0.0,0.0,2.916242670710074e-19,0.0,9.688318624273987e-20,7.724965397504706e-22,4.346891312108151,-38.29492918711408
235,cell_94,cell_134,100.3861967712362,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,4,9.992836152520829e-18,0.0,9.634412643263947e-18,0.0,1.315729461892997e-19,5.334685802896396e-23,1.4835243505598704e-21,0.0,2.0257779399418378e-22,0.0,0.0,8.871653868202929e-20,0.0,0.0,6.897612055965955e-20,0.0,4.403826752551909e-20,2.3380187297789562e-20,4.609024715447858,-39.14466322237286
238,cell_96,cell_134,95.68139181668629,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,4,2.114342460314976e-17,0.0,2.0394386007967218e-17,0.0,1.0818780216881331e-19,2.667331362627586e-21,4.4560582673889494e-21,0.0,2.8631315065056057e-22,0.0,1.5560220531059366e-22,7.075570066087065e-20,0.0,0.0,6.800936155086732e-20,3.3719540266723755e-19,1.201493688442619e-19,3.717565430451101e-20,4.5610238366756,-38.39520271020602
239,cell_96,cell_160,152.51763269268272,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,3,5.179526252131162e-18,0.0,4.87627548861235e-18,0.0,5.606527834252184e-20,1.3378762661385554e-21,4.734300421276429e-23,0.0,0.0,0.0,2.783432305082588e-25,1.7005960840334347e-20,0.0,0.0,2.629343791645588e-20,1.5728895993216482e-19,2.3610952734471272e-20,2.1600676139281375e-20,5.027280213577815,-39.80181807892142
240,cell_97,cell_121,213.2079561310705,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,5,4.979622935900254e-19,0.0,3.9596410691216236e-19,0.0,5.7224487199034505e-21,5.34241703787655e-26,6.063370699736726e-24,0.0,1.9488904199774546e-25,0.0,1.8443931536181094e-21,6.076601040401381e-21,0.0,0.0,1.1957370566401816e-21,7.81373859548017e-20,3.594020382662709e-21,5.421288685923502e-21,5.3622680092833495,-42.14376259439956
241,cell_98,cell_104,56.82290220158683,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,4,1.304264021700132e-17,0.0,1.26443382125078e-17,0.0,7.814645771781511e-20,1.231760268429762e-25,1.9571714054652936e-19,0.0,0.0,0.0,4.0848316515944134e-24,2.050215951943787e-20,0.0,0.0,4.2698042956551956e-20,3.60255976292306e-23,1.0637663974248847e-20,5.0560306173628855e-20,4.039939452235111,-38.87830766725979
242,cell_98,cell_108,231.9796314500412,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,4,7.246380349875295e-18,0.0,6.846460503452266e-18,1.5692572210500262e-24,2.466515373733893e-19,2.4237022851761645e-25,1.0249922297516834e-19,0.0,0.0,0.0,2.9757956672138265e-23,1.2970669465397507e-20,0.0,0.0,1.68793266488627e-20,1.882246932557125e-23,3.3566357410038406e-21,1.7512062165760468e-20,5.446649572338101,-39.466029591785215
243,cell_98,cell_137,308.57127891276275,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,4,3.055705867647006e-18,0.0,2.9566193978690704e-18,0.0,1.9743522083547827e-20,3.126150745927337e-26,4.80234533746807e-20,0.0,0.0,0.0,1.0367001810655026e-24,5.1838265461044855e-21,0.0,0.0,1.0706237092070278e-20,9.138847941713912e-24,2.680166628363339e-21,1.2739057243539048e-20,5.731952866617844,-40.32952105471834
244,cell_98,cell_140,362.73604000344426,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,4,1.0817463941698753e-18,0.0,1.0404247572239492e-18,6.5162874677806e-26,1.0821237528508697e-20,1.6096552208950746e-25,2.1395231839090602e-20,0.0,0.0,0.0,6.699299126452807e-24,6.935199662865647e-21,0.0,0.0,1.4595855246502757e-23,4.444242437064488e-22,1.7320761542228843e-23,1.6867016274428322e-21,5.893675407228999,-41.36795490710589
246,cell_99,cell_115,98.41285774498176,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,5,7.008063752619741e-17,0.0,6.90825218288792e-17,0.0,2.266015947182885e-20,5.45252232638882e-20,6.363496913095403e-19,2.409173313054722e-23,0.0,0.0,1.1800074956546617e-22,2.6566418969012846e-20,0.0,0.0,6.322812349829639e-22,6.599892051189278e-21,2.499431566705622e-19,6.967818644849331e-22,4.589171463661929,-37.19688513018567
247,cell_100,cell_103,270.6408603907224,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,4,2.4611369866548894e-17,7.028385590928745e-23,2.4181457539404183e-17,0.0,1.7601372936866057e-19,3.2893934009602e-21,1.237281777836112e-21,0.0,2.88428160406316e-20,0.0,0.0,8.121484809262705e-20,0.0,0.0,1.0990518035258024e-20,1.030443994348658e-19,6.293839029199059e-21,1.891521810876476e-20,5.6007927035640686,-38.24332314803416
248,cell_100,cell_117,129.87675086471268,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,4,4.1865606263088465e-18,0.0,4.12608756091882e-18,0.0,1.3770725325858027e-20,3.6415604377362526e-23,3.5012315967483455e-20,0.0,0.0,0.0,3.6608940240829054e-25,7.038883278374346e-21,0.0,0.0,1.3744391892482092e-21,3.684625123873793e-22,1.4494818539936873e-21,1.4219755689007722e-21,4.866585930481266,-40.01465212995259
249,cell_100,cell_118,36.10743039197119,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,4,4.304747699203049e-17,9.417031662112108e-21,4.1917820518205425e-17,0.0,1.8634258782405346e-19,6.3683321413257174e-21,3.924716984546512e-19,0.0,4.702171724134331e-20,0.0,3.164978540457665e-25,3.075995128875709e-20,0.0,0.0,8.721518759720287e-22,4.2590936488668247e-19,8.692027010409245e-22,2.962411925126538e-20,3.586498672191595,-37.68422805119341
250,cell_100,cell_136,282.27647031801854,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,3,1.787396286414917e-17,3.1209530980650365e-22,1.715356496053648e-17,0.0,1.3406516893386202e-19,4.8576100741024475e-21,1.364948112415577e-19,0.0,1.7809884953367294e-22,0.0,1.4634888259975836e-25,3.4169511167588245e-20,0.0,0.0,4.628753594656194e-21,3.9751566696378286e-19,0.0,8.176041128915698e-21,5.642886981867186,-38.56318660858213
251,cell_101,cell_129,324.46683903475787,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,5,3.0250691999346505e-18,0.0,2.964435847416948e-18,0.0,7.532538168767903e-21,6.938488499673884e-24,2.818579066325897e-20,0.0,0.0,0.0,2.784931704813453e-24,1.820563244150267e-20,0.0,0.0,1.2440982488655778e-21,5.864907726248915e-24,1.4068544532162113e-21,4.042850214160419e-21,5.782183339966231,-40.339597706660214
252,cell_101,cell_135,123.01207571607615,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,5,1.5916226759683318e-18,0.0,1.556475411029823e-18,0.0,4.281631867348797e-21,7.303722046991825e-24,4.109343638663835e-22,0.0,0.0,0.0,2.4870974627915534e-25,2.7102127402747877e-20,0.0,0.0,9.448458505875179e-22,6.675515795153218e-22,1.1154193759108595e-21,6.172020667389869e-22,4.81228252710688,-40.981777627145256
253,cell_102,cell_113,125.7832216275522,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,5,2.831536282770531e-17,0.0,2.791963553602793e-17,0.0,1.167513052750736e-19,1.0944444081140858e-20,2.375360616614337e-19,4.9179346893561265e-26,0.0,0.0,5.659852515917309e-25,2.1207888073434538e-20,0.0,0.0,8.618284880465694e-22,5.3411036678612144e-21,1.958649370720116e-21,1.1253958950741636e-21,4.834559961981432,-38.10312716043404
254,cell_103,cell_131,200.80928995252447,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,3,2.7762760548776822e-18,4.735075056739195e-24,2.693364441001316e-18,0.0,6.325418282081345e-21,6.0282117175347905e-22,6.922256061471198e-23,0.0,0.0,0.0,0.0,1.6183686682091588e-20,0.0,0.0,3.0063478167192694e-20,1.905786546831224e-20,2.7231413552856838e-21,7.881245113977347e-21,5.302355651451203,-40.42542119279269
