,pressure,perimeter,feret_d,area,centroid_x,centroid_y,stresstensor_eigval1,stresstensor_eigval2,stresstensor_orientation,stresstensor_anisotropy,inertiatensor_eigval1,inertiatensor_eigval2,inertiatensor_orientation,inertiatensor_anisotropy,moments_hu_1,moments_hu_3,bbox_x,bbox_y,celltype,celltype_conf,cluster,cluster_conf,phenograph_clusters,boundary_annotation,polygon_perimeter
cell_225,0.620288981964564,785.9898987322333,290.7455932598119,20369,5906.671707005744,1739.6519220383916,0.0274001515619735,0.006971796674633,0.8748264682726005,0.5943321788662558,5245.044256228973,518.8557797079729,1.0589197132043895,0.819963643896322,0.2829741291146814,0.000193698059247,177,255,Forebrain/Midbrain/Hindbrain,1.0,4.0,1.0,4,Forebrain/Midbrain/Hindbrain,646.9190543035937
cell_226,3.123656983245751,462.9949493661167,147.6651617681029,10665,6036.144678856072,1676.474730426629,0.1218449836245101,0.0764072825279893,0.1940040726430382,0.2291913327314464,1144.0980783978612,663.5942985712021,0.8130801387858163,0.2658105914194948,0.1694976443477789,1.1976375872386555e-05,115,133,Forebrain/Midbrain/Hindbrain,1.0,4.0,1.0,4,Forebrain/Midbrain/Hindbrain,390.8686189857668
cell_227,0.5302197217498449,608.350288425444,207.87015177749788,16715,3622.3828297935984,1689.898534250673,0.0023991476792843,0.0020570557166046,1.0401282408533945,0.0767675826905316,2291.086233440132,812.1207774028185,0.0987009684747071,0.4765925865949785,0.185654023981032,9.673979879198526e-05,207,129,Forebrain/Midbrain/Hindbrain,1.0,6.0,1.0,2,Forebrain/Midbrain/Hindbrain,503.9862687709586
cell_228,1.549960927072894,788.6345596729059,260.6856344335069,25429,7539.367965708443,1735.2374847614929,0.0432261947733922,0.0192812978368003,0.115172264634084,0.3830724275874631,3879.9592756759857,1208.3820973387424,0.9676510335054646,0.5250389041320146,0.2000999399510294,0.0012058988566845,215,211,Forebrain/Midbrain/Hindbrain,0.5814142069412909,4.0,1.0,0,Forebrain/Midbrain/Hindbrain,669.5235852519542
cell_229,0.3215132068080469,1177.8244225113897,403.71400768365714,38021,6370.591673022803,1853.1423160884767,0.0049925500884624,0.0027109428535377,1.266313107859531,0.296178272908524,12174.052185783576,896.7783197613571,1.3928119202268945,0.8627817384089062,0.3437792405656067,0.0010678782781582,177,403,Forebrain/Midbrain/Hindbrain,0.7186193589881016,4.0,1.0,7,Forebrain/Midbrain/Hindbrain,955.3509657723328
cell_230,1.340838109407163,553.5218613006978,186.0671921645512,11165,4963.186744290193,1745.0249888042993,0.0380359215153875,0.0212078582669638,1.06289795175687,0.2840477651872699,1677.22687484263,553.9691543807055,1.0713592120880464,0.5034330044289848,0.199838426262726,0.0015886396072507,121,171,Forebrain/Midbrain/Hindbrain,1.0,6.0,1.0,2,Forebrain/Midbrain/Hindbrain,445.7498024600678
cell_231,0.328022995599685,1065.9604614807104,409.54242759450455,34633,6470.475673490601,1841.5161839863715,0.0130060096039095,1.2960525440534191e-05,1.0307289038859586,0.9980089783889564,9943.552168099366,819.7384198887285,1.282173460894491,0.8476788463179538,0.3107813526979498,0.0012624547564526,171,387,Forebrain/Midbrain/Hindbrain,0.5426829268292683,4.0,0.5426829268292683,7,Forebrain/Midbrain/Hindbrain,873.4873929684106
cell_232,0.6085307472404298,1047.5290039756342,316.3558123379433,38041,9005.260508398833,1803.372913435504,0.0038336055082087,0.0003548137663309,0.4255483717887709,0.830573902432447,5730.983976124695,2047.0142418972143,1.0634817092830342,0.4736398274933499,0.2044635582140824,0.0024751254846781,279,305,Forebrain/Midbrain/Hindbrain,1.0,6.0,1.0,6,Forebrain/Midbrain/Hindbrain,852.8326134951013
cell_233,0.6503221133280652,1158.5523445727472,378.41907985723975,48093,7205.4550974154245,1803.09762335475,0.0118919510280918,0.0052039241746592,0.58408077463069,0.3912070469698043,8002.903509464354,2010.650624010742,1.154129666533417,0.5984141899649436,0.2082122997832345,0.0005740226906796,245,329,Low quality,1.0,4.0,1.0,4,Other,901.414509785266
cell_234,0.0538328977495561,1184.8305191657992,408.14213210596137,50949,6840.044004789103,1838.4561031619853,0.010249527205907,0.0030713006442525,1.0807053187040252,0.5388724066101156,9950.788211201569,1900.302495504833,1.342304550395818,0.6793033582251677,0.2326069345169954,0.0016634207665317,205,405,Low quality,0.6303457316074061,4.0,1.0,4,Other,985.1717916786429
cell_235,0.951506683188153,500.65180361560897,162.40997506310995,10579,4762.523489932886,1719.3996597031855,0.0206650959586903,0.0129676463286705,0.3362190445216885,0.2288677374045873,1086.6658458911822,832.6534802763775,0.3533288335456526,0.132345025734727,0.1814272923875186,0.0024236271639282,151,117,Forebrain/Midbrain/Hindbrain,1.0,6.0,1.0,2,Forebrain/Midbrain/Hindbrain,436.72229320117606
cell_236,1.6521039772949309,739.4213562373095,211.8513629882989,24787,7391.625771573809,1752.4727881550814,0.0491164069962627,0.0233960110043553,0.3892666845729972,0.3547033280794489,2454.2967075197407,1724.2208643013455,1.3745468415894215,0.1747212571611162,0.168576978731637,0.0003106112511054,197,189,Low quality,1.0,4.0,1.0,0,Other,594.2791083494774
cell_237,1.057357603243501,506.2670273047588,151.24152868838638,10907,4860.894929861557,1732.1488952049142,0.045702565010012,0.0390778966446783,0.2227094912856211,0.0781390928527365,1233.8220266496244,751.2601942918418,1.2642881622443505,0.2430941284280495,0.1820007537307661,0.0013782874798287,119,145,Forebrain/Midbrain/Hindbrain,1.0,6.0,1.0,2,Forebrain/Midbrain/Hindbrain,431.08032189223866
cell_238,0.6838606178349502,1103.3574311003804,347.89941074971654,40451,8027.252923289906,1786.8873204617933,0.0333910568019704,0.0083801814741109,0.6004070395559465,0.59875829302817,6590.764517896807,2201.8627038896966,0.4720204768351694,0.4991570441121651,0.217364891394193,0.0033873851160043,347,251,Forebrain/Midbrain/Hindbrain,1.0,4.0,0.6731446876668447,3,Forebrain/Midbrain/Hindbrain,892.6684103718088
cell_239,1.684137148582636,828.4041122946064,265.0,22943,7659.145316654317,1756.4213049731943,0.0366014429227252,0.0178442107857266,0.3320120519732276,0.3445129383043259,4656.289961360872,967.9203502986106,0.7447295953152644,0.6558022205207985,0.2451384000200271,0.0033226777688709,239,215,Forebrain/Midbrain/Hindbrain,1.0,4.0,1.0,0,Forebrain/Midbrain/Hindbrain,667.2791269321522
cell_240,0.7894728636723352,614.0365799264592,193.6620768245554,16431,5286.769886190737,1769.977055565699,0.0299480499113563,0.0165453196760478,0.5090536178669522,0.2882718622945225,2131.769408759739,889.1264155744748,1.4728147960832445,0.4113491710556204,0.1838534370600823,0.0003622786325005,133,191,Forebrain/Midbrain/Hindbrain,1.0,4.0,1.0,4,Forebrain/Midbrain/Hindbrain,513.0998573491007
cell_241,0.5532968203516807,923.0548698896888,296.5147551134682,34551,8772.19217967642,1772.8760672628866,0.0160659265454112,0.0076377896433547,0.8247115935964829,0.3555618382762637,5810.268391747512,1531.978930962924,0.2902550451093673,0.5826948170965768,0.2125046257043337,0.0012555924841976,293,193,Forebrain/Midbrain/Hindbrain,1.0,6.0,1.0,6,Forebrain/Midbrain/Hindbrain,783.5994193654964
cell_242,1.3874870717273822,539.6518036156091,173.72679701186,12807,4360.809088779573,1759.6171624892636,0.0463950489228959,0.0288747142890841,1.2512868255491163,0.2327672346260711,1843.2665193327464,640.5699895882265,1.5126579567102998,0.4842092164379187,0.193943664318027,0.0008573516808987,117,169,Forebrain/Midbrain/Hindbrain,1.0,6.0,1.0,3,Forebrain/Midbrain/Hindbrain,465.83020712707656
cell_243,1.3613785916818344,493.7228714274745,152.74161188098023,9399,6264.120757527397,1750.8360463879137,0.0385734309126733,0.0220601859550062,0.7731078438641066,0.272344712566031,1268.613582790096,493.0296013454688,1.5543618465635345,0.4402616763877782,0.1874287886089546,0.0004165999209522,107,151,Forebrain/Midbrain/Hindbrain,1.0,4.0,1.0,7,Forebrain/Midbrain/Hindbrain,371.1191766596368
cell_244,1.5351155725342138,463.1248916810279,163.04907236779974,9469,4438.213855739782,1769.152920054916,0.0735516019766428,0.0400530555949166,0.2021867633185527,0.2948694806867888,1616.3195484852197,387.7992089218376,1.551700906677138,0.6129977752180965,0.2116505182603292,0.0001082051992167,79,157,Forebrain/Midbrain/Hindbrain,1.0,6.0,1.0,2,Forebrain/Midbrain/Hindbrain,413.0144208718957
cell_245,1.0912255720549515,593.6934341759516,198.90952717253137,14305,4075.442642432716,1784.472492135617,0.0364298793260923,0.0285567971597486,1.547700403505832,0.1211491738319478,2020.4876754144816,726.4107946149772,1.3403163188741922,0.4711047368218259,0.1920236609597664,0.0008829745203324,121,189,Forebrain/Midbrain/Hindbrain,1.0,6.0,1.0,2,Forebrain/Midbrain/Hindbrain,492.5234697083703
cell_246,0.6387882899810858,733.1198410471445,264.1685068285014,18249,3960.867992766727,1776.0372623157434,0.0231990903511156,0.0059726733743111,0.4330161328579137,0.5905168140995707,3604.922278447068,678.7363141443248,0.8901012442744132,0.6831043840336845,0.2347338809025915,0.001838294163648,187,203,Forebrain/Midbrain/Hindbrain,1.0,6.0,1.0,2,Forebrain/Midbrain/Hindbrain,603.2329310970833
cell_247,0.8189829817600742,476.05992052357226,146.4137971640651,10099,5186.08208733538,1748.573522130904,0.0381579458196981,0.0234585930560284,0.1766874406879696,0.238561805513233,1024.733355458187,726.9061246306107,0.7536530712197874,0.1700276993142893,0.1734468244468559,0.0007964239020103,121,121,Forebrain/Midbrain/Hindbrain,1.0,4.0,1.0,4,Forebrain/Midbrain/Hindbrain,412.53842904437465
cell_248,0.4675333194967375,1002.1147904132612,329.20054677961883,28117,5939.545648540029,1845.0819433083188,0.0111991914808585,0.0017183208597763,0.5549757098238997,0.7339548336453295,7965.528721962112,761.3292594269551,0.839082622649621,0.825520419594184,0.3103765686733673,0.0018084327066831,263,293,Forebrain/Midbrain/Hindbrain,1.0,4.0,1.0,7,Forebrain/Midbrain/Hindbrain,807.7704958429043
cell_249,0.375341248819885,615.1726188957803,207.29930052945187,13429,3859.9596395859694,1799.1637500930822,0.0153438131138197,0.0038672105476684,1.3839902017727177,0.597396722234955,2836.789986717655,491.0270538811146,1.5604196050030914,0.7048954026674707,0.2478082538237225,0.0016632792863174,115,203,Forebrain/Midbrain/Hindbrain,1.0,6.0,1.0,2,Forebrain/Midbrain/Hindbrain,511.8564828628714
cell_250,0.8588060594404533,521.7106781186548,181.7938392795532,13885,4534.039827151602,1760.1688872884408,0.0301313380743467,0.0140475780104384,0.6534193011628906,0.3640596349860965,1547.3395292782243,857.916353681355,0.620295880735649,0.2866319465139648,0.1732269271126812,0.000425089367543,141,133,Forebrain/Midbrain/Hindbrain,1.0,6.0,1.0,2,Forebrain/Midbrain/Hindbrain,472.35832593672785
cell_251,2.2507534831107576,302.2253967444162,96.04686356149271,4471,4147.976738984567,1766.9105345560276,0.0929431966424141,0.040636388349284,0.4464579644791518,0.3915778619643181,483.03615822679353,284.88819754972326,1.3461065828215026,0.2580305718741075,0.1717567335666555,0.0004067122247301,73,95,Forebrain/Midbrain/Hindbrain,1.0,6.0,1.0,2,Forebrain/Midbrain/Hindbrain,257.0688513479711
cell_252,2.3478023411433018,469.9238815542512,141.82030884185804,11275,4275.026252771619,1799.029534368071,0.0813936892193002,0.0700000347339195,0.8359430043978573,0.0752584333608266,1172.0734423618978,700.3495637786805,1.1840744748233356,0.2519323235381146,0.1660685593029338,2.591201214665739e-05,113,137,Forebrain/Midbrain/Hindbrain,1.0,6.0,1.0,3,Forebrain/Midbrain/Hindbrain,396.95454983093947
cell_253,0.9677241728048106,470.16042558696057,141.82030884185804,10105,3632.5116279069766,1785.3270658090055,0.0175298821630095,0.0038706809159724,1.261567268866156,0.6382636380466137,1105.5494585556391,655.2280705113745,0.1797526289608003,0.2557514396965738,0.1742481473594274,0.0004012449634627,131,113,Forebrain/Midbrain/Hindbrain,1.0,6.0,1.0,2,Forebrain/Midbrain/Hindbrain,374.8800723339968
cell_254,0.6643601644272287,748.9482681718907,253.12645061312736,22985,8364.262257994344,1812.289493147705,0.0225191588082114,0.0191586580918054,0.265067817178789,0.0806304400364277,2648.1626154891405,1452.348188139542,0.1202595172757469,0.2916257228956405,0.1783994258702929,0.0010062802138523,253,165,Forebrain/Midbrain/Hindbrain,1.0,6.0,1.0,6,Forebrain/Midbrain/Hindbrain,624.2132259269774
cell_255,0.4915309958502375,1057.0670631985083,363.35244598048325,32835,6057.275133241968,1934.991746611847,0.0206564574413291,0.0103988545319262,1.218875949632777,0.3303010743616631,8958.446892165552,1006.6450283346412,1.4505525838826774,0.797965731502432,0.3034899320998993,0.0031903403499686,165,363,Forebrain/Midbrain/Hindbrain,1.0,1.0,1.0,7,Forebrain/Midbrain/Hindbrain,857.4302669975245
cell_256,0.9185294412943664,568.1076477383247,213.0844902849572,11231,4725.838482770902,1791.9489805004007,0.0436838508970156,0.0240314454631336,0.0924758151196965,0.290221065110003,2365.2049836174224,402.0968393345098,0.1189138067690257,0.70939430169884,0.2463985239918023,0.0014246117011258,213,101,Forebrain/Midbrain/Hindbrain,1.0,6.0,1.0,2,Forebrain/Midbrain/Hindbrain,483.02911318281747
cell_257,1.983680418483191,672.326947828331,241.50569351466643,18763,7707.6409955764,1836.0126312423383,0.0431152308599419,0.0281758595327361,0.127254380935292,0.209554535425371,2959.965049063424,767.3934625071258,0.649153353294464,0.5882373750070105,0.1986547200112215,5.369261723284178e-06,217,163,Forebrain/Midbrain/Hindbrain,0.6196279666452855,4.0,1.0,0,Forebrain/Midbrain/Hindbrain,549.5822693069493
cell_258,1.921150382997565,827.2975105768082,253.8050432911056,26625,8518.172469483568,1852.8427417840376,0.0498778757325295,0.0304781176081852,0.3218422728358954,0.2414226657878281,3993.775932168272,1311.3591130892405,0.8584402015343328,0.5056264913514236,0.1992538984134276,0.0011068446749215,233,223,Forebrain/Midbrain/Hindbrain,1.0,6.0,1.0,6,Forebrain/Midbrain/Hindbrain,681.947545161263
cell_259,2.540915145280426,594.7289680818844,180.5685465411958,16839,6206.141516717144,1847.337015262189,0.0655062475042658,0.0514111607807856,1.3468546500629806,0.1205559285843521,1859.302644995568,1035.9455410042,1.1627415521068112,0.2843822191039736,0.1719370619395313,0.0004212252386552,149,171,Forebrain/Midbrain/Hindbrain,1.0,4.0,1.0,7,Forebrain/Midbrain/Hindbrain,469.07931956031814
cell_260,1.5465482368577046,625.1492782986672,201.357890334598,16335,5174.701744719927,1852.827180899908,0.0377821581995237,0.0299315648578344,1.3716652930709383,0.115937995833419,2250.4826885096527,826.1219048148613,0.822580125567842,0.462965174915655,0.188344327721121,0.0006839133150113,161,181,Forebrain/Midbrain/Hindbrain,1.0,6.0,1.0,4,Forebrain/Midbrain/Hindbrain,505.71915430121226
cell_261,1.1209739734151332,714.492424049175,213.67732682715777,25189,3748.062566993529,1868.460518480289,0.0151940600198578,0.0107712846798002,0.7523303303961844,0.1703337810922952,2482.442755238236,1687.9942363075495,1.4490393545292346,0.1904952695703529,0.1655658021972204,0.0001433867925817,181,207,Forebrain/Midbrain/Hindbrain,1.0,6.0,1.0,2,Forebrain/Midbrain/Hindbrain,593.9628685422122
cell_262,1.721080519902411,451.8233764908628,137.26616480400406,10705,4599.4184026156,1845.7092947220924,0.0741050292254014,0.0361179570327406,0.5008161773027672,0.3446383869848633,1046.4252263867083,709.9062355338772,1.5452922588975695,0.1916033494525233,0.1640664607118716,2.917864606704194e-05,117,133,Forebrain/Midbrain/Hindbrain,1.0,6.0,1.0,2,Forebrain/Midbrain/Hindbrain,383.58022457072974
cell_263,0.5008168453883267,701.605122421383,203.4158302591025,17141,4956.483810746164,1851.8913132256,0.0301711384841536,0.0192850297584812,0.032040742414896,0.2201162991897096,2092.733316733235,1310.465287433463,0.5647957196816374,0.2298625852578819,0.1985414272310074,0.0037631796473687,203,167,Forebrain/Midbrain/Hindbrain,1.0,6.0,1.0,4,Forebrain/Midbrain/Hindbrain,558.8556179604166
cell_264,2.283639189787108,583.5218613006978,167.3349933516597,17053,7836.450477921773,1862.5812467014605,0.0870112846378649,0.0515187172916183,0.0296003482136754,0.2562085241600851,1719.2577420091995,1092.7195119226644,1.345066627967713,0.2228105612200363,0.164896338118329,2.101145311821328e-05,159,165,Forebrain/Midbrain/Hindbrain,1.0,4.0,1.0,3,Forebrain/Midbrain/Hindbrain,487.7878201604841
cell_265,1.929602700560272,478.69343417595167,169.81460479004744,8831,8138.334956403578,1833.7306080851545,0.0885306325967579,0.0005510110419702,0.605215317045816,0.9876290777883512,1188.347874308789,488.5067645308437,0.4978851829703476,0.4173534745159715,0.189882758333103,0.0011585124174343,161,105,Forebrain/Midbrain/Hindbrain,1.0,6.0,1.0,1,Forebrain/Midbrain/Hindbrain,388.6528225248325
cell_266,1.3959116952814514,877.2386360737624,266.8126683649035,29779,8207.144632123309,1916.2153531011784,0.0336029376891198,0.0131515627725107,1.2908161052121474,0.4374204560990378,4538.469613396921,1356.302340329093,0.8861146805575806,0.5398287326546055,0.1979506348005646,0.0004886841111041,231,239,Forebrain/Midbrain/Hindbrain,1.0,6.0,1.0,6,Forebrain/Midbrain/Hindbrain,704.1000342624349
cell_267,1.6995479685599302,313.7401153701776,108.25894882179486,4845,4175.182662538699,1827.0340557275545,0.0761807355203534,0.0640701608455286,0.9235727475917304,0.0863493566788413,696.7485671206325,219.3415720864272,0.1981322128624091,0.5211353933439723,0.1890794920964003,8.413617690461443e-05,105,65,Forebrain/Midbrain/Hindbrain,1.0,6.0,1.0,2,Forebrain/Midbrain/Hindbrain,274.9428258020913
cell_268,0.3554373375029304,590.5096679918781,225.26872841120223,10051,6301.659934334892,1916.806984379664,0.0292218877466988,0.0060695115589527,1.2890462564469114,0.6560345195504453,3299.303294602056,205.55763518136928,1.5496141528727334,0.8827014028233804,0.3487076837910082,0.0006854927649517,71,225,Forebrain/Midbrain/Hindbrain,1.0,4.0,1.0,7,Forebrain/Midbrain/Hindbrain,500.9898334193678
cell_269,1.647076864592529,656.6639969244288,194.06442229321684,22639,4825.519722602588,1893.3020893148991,0.0440726698242377,0.0307167212704203,0.013217863999905,0.1785807901138456,1949.8858948582013,1725.5480004124988,1.373525790379495,0.0610371185656108,0.1623496574614912,0.0001473871469915,181,179,Forebrain/Midbrain/Hindbrain,1.0,6.0,1.0,0,Forebrain/Midbrain/Hindbrain,567.82853391352
cell_270,1.2312715336339466,727.889393668845,245.0183666585017,14695,5121.860360666894,1915.1145968016333,0.0449049457223339,0.0324636114421899,0.7808758163780373,0.1608060785428313,4451.901326640916,374.8453544801796,0.955145615750142,0.8446799141349944,0.32846183607493,0.0002058779162187,183,227,Forebrain/Midbrain/Hindbrain,1.0,6.0,1.0,4,Forebrain/Midbrain/Hindbrain,589.1237784243613
cell_271,1.0564981807127298,677.2203461105328,230.3605869067016,18901,3982.9943389238665,1914.895719803185,0.0224103839833926,0.0148713424497072,1.3278076392443254,0.2022181442485973,2875.3314262218823,838.7307851953435,1.452522275609547,0.5483485534426213,0.1965008312479353,0.0002560930810498,139,229,Forebrain/Midbrain/Hindbrain,1.0,6.0,1.0,2,Forebrain/Midbrain/Hindbrain,549.0368772164379
cell_272,1.211830954328317,699.906637611548,218.3231549790356,17389,7288.187819886135,1917.7057910173096,0.0493167187478001,0.0209351463568984,0.2932301122420947,0.4039974219702748,3211.1818632739414,718.3951915938719,1.4043299381572023,0.6343651331616207,0.2259806230874584,0.0012050963786395,165,217,Low quality,1.0,4.0,1.0,4,Other,552.382108810871
cell_273,0.3095216708058241,896.3330444827409,331.94276615103394,30729,6694.415861238569,1968.062188811872,0.0124857735369019,9.539027552471056e-05,0.6427873215696176,0.9848360172481831,5923.056201851297,1065.666336025393,1.1818792905024955,0.6950325813480747,0.2274308483151645,0.0004341628725038,173,305,Forebrain/Midbrain/Hindbrain,1.0,4.0,1.0,7,Forebrain/Midbrain/Hindbrain,734.8382374598475
cell_274,0.793866166500398,706.2081528017131,241.5988410568229,16387,6146.074571306524,1952.7203881125283,0.0188123853381017,0.0017500518019527,1.09138713080378,0.8297816751941605,2948.376627516688,765.1312563055544,1.4221123399307245,0.5879199504927295,0.226613039837813,0.0030180010038563,123,241,Forebrain/Midbrain/Hindbrain,1.0,1.0,1.0,7,Forebrain/Midbrain/Hindbrain,562.0429328583032
cell_275,0.7517962050745239,781.1198410471445,226.36695871968595,25015,3623.462602438537,1935.662522486508,0.0034822761395176,0.0011836117242827,1.12194230372038,0.4926531631993824,3200.507246426656,1336.6832304637037,1.1547130399265306,0.410788135401438,0.181378791800534,1.7816065414418555e-06,187,221,Endothelium,0.6720128307939053,5.0,0.6720128307939053,3,Other,604.2164784581033
cell_276,0.3088572884206322,924.3624817342636,318.76323501934786,26605,6579.086900958467,1983.7942867881973,0.0146805219820216,0.0077168279770683,0.0090089124908687,0.3109159796883529,7046.927214575305,744.7052686637826,1.242001920587089,0.8088448678076771,0.29286346488401,2.7312373502056044e-05,171,303,Forebrain/Midbrain/Hindbrain,1.0,4.0,1.0,7,Forebrain/Midbrain/Hindbrain,742.3352414521837
cell_277,0.4688560397838063,505.1665222413704,152.22680447279973,10701,4403.92879170171,1900.15288290814,0.0417091687674947,0.0149333914655442,0.0649384234478086,0.4727148135922795,1367.4290706440877,608.2156002127467,1.5028603551315176,0.3842864466625322,0.1846224344320002,0.000229951142082,113,143,Forebrain/Midbrain/Hindbrain,1.0,6.0,1.0,2,Forebrain/Midbrain/Hindbrain,422.3971531892618
cell_278,0.6573039457630848,488.3797256769669,160.25604512778918,9455,4304.780010576415,1907.768164992068,0.0614398538880677,0.037387526364137,1.362802203094557,0.243377163925117,1316.078522731808,481.5946914047928,0.9545680747991792,0.4642021835585991,0.190129372198477,0.0003080479267988,121,149,Forebrain/Midbrain/Hindbrain,1.0,6.0,1.0,2,Forebrain/Midbrain/Hindbrain,402.9810262002548
cell_279,0.603425410653766,1011.889393668845,369.1571481090404,37651,8820.704496560516,1917.448779580888,0.011551110973259,0.0055170315383188,0.6984514504706486,0.3535287703888751,5986.244322990903,1646.121409663048,0.1917140526032246,0.5686471358099731,0.2027134932048007,0.0003637736838756,359,179,Forebrain/Midbrain/Hindbrain,1.0,6.0,1.0,6,Forebrain/Midbrain/Hindbrain,837.6092330759276
cell_280,1.04957353358052,608.9949493661167,202.20039564748632,12529,7440.790246627824,1917.350067842605,0.0746772439280786,0.023413333019849,0.1099277769344461,0.5226180995493945,2376.388738721707,565.4809532393626,1.5182722954136618,0.6155635616461249,0.2348048281555646,0.0010904691467783,123,175,Low quality,1.0,4.0,1.0,0,Other,516.68037369582
cell_281,1.3542770126514292,496.2964645562817,169.77926846349644,10815,7369.204530744337,1923.60018492834,0.0511749653161394,0.0060072464712198,0.101012755092445,0.7898910768419135,1957.0445070542944,414.3460410385085,1.5194976231428634,0.650545928529784,0.2192686590931856,0.0002358572660521,91,165,Low quality,1.0,4.0,1.0,0,Other,416.67581866084396
cell_282,0.8774280448016502,731.9421715174808,239.9416595758227,22095,7550.567639737497,1942.1015161801315,0.0380369550423204,0.0113040304000811,0.6393683390452307,0.5417995689090187,2905.0528630070185,1192.894182099128,1.250898832234717,0.4178088838294253,0.1854694295137427,0.0002998180899194,167,227,Low quality,1.0,4.0,1.0,0,Other,612.3914516324376
cell_283,6.918581121782193,695.4629867976521,218.0022935659164,21683,8046.85398699442,1948.294331965134,0.1170912057088089,0.1055588303757716,1.1269184350760904,0.0517959733393274,2650.730937826267,1168.6374750420114,1.162537017906941,0.3880467403434458,0.1761457553322085,3.277469257608391e-05,167,209,Forebrain/Midbrain/Hindbrain,1.0,6.0,1.0,1,Forebrain/Midbrain/Hindbrain,571.7607770835456
cell_284,2.453311924397757,655.1137443927346,219.69524346239268,19697,8605.189216631974,1929.075595268315,0.0749739808495314,0.0355261809758593,0.3466318232278527,0.3569931412046837,2410.2787221921985,1130.629752614021,0.4517851282318674,0.3613900157778599,0.1797689229225881,0.0009511600525432,209,147,Forebrain/Midbrain/Hindbrain,1.0,6.0,1.0,6,Forebrain/Midbrain/Hindbrain,550.6296566021351
cell_285,1.2434220012756405,572.2375900532359,183.44754018519845,13085,5275.453878486817,1925.606266717616,0.047389459763856,0.0300980421945367,1.3025564103799194,0.2231510518767784,1668.6627091067107,780.2061408585881,0.6948395194298683,0.3628028378329498,0.1871508482969276,0.0015386385646879,151,149,Forebrain/Midbrain/Hindbrain,1.0,6.0,1.0,4,Forebrain/Midbrain/Hindbrain,478.78360054137306
cell_286,1.0972892850323153,737.8061325481598,233.0343322345444,22031,4102.065770959103,1934.74549498434,0.0145859646536434,0.0103382847723292,0.5061084182881722,0.1704235826210198,3256.2467860154047,1173.5082722323991,0.706712230601068,0.470170130491783,0.2010691778969544,0.0022420428076246,197,199,Forebrain/Midbrain/Hindbrain,1.0,6.0,0.5102530541012217,2,Forebrain/Midbrain/Hindbrain,602.1495341965091
cell_287,0.2519036185651775,1209.1858582251266,403.6359746107871,56267,5702.925018216717,1998.191533225514,0.0088355257098511,0.00326976399572,0.4354971345539231,0.4597793071874613,10234.357302606832,2053.605757415648,0.5155029777837521,0.6657532664470932,0.2183866753163041,0.0001903601945384,375,283,Haematoendothelial progenitors,1.0,5.0,1.0,3,Other,977.539175364713
cell_288,1.369550261009986,663.8477631085022,213.3775995740884,17761,5058.001069759585,1966.307809244975,0.0221575471037174,0.0171800517144099,0.6919814501906469,0.1265327711617668,2624.06666692706,869.2390696042303,1.0120648044786142,0.5023401126822932,0.1966840682693142,0.0007815137875209,175,199,Forebrain/Midbrain/Hindbrain,1.0,6.0,1.0,4,Forebrain/Midbrain/Hindbrain,531.5558389094087
cell_289,0.913715343853175,835.1909088590099,263.964012698701,31031,7696.023331507203,1992.3235796461604,0.0333637318106038,0.0187952486981217,0.6984559595540772,0.2793091998806413,3545.8793264583783,1811.9070498995136,0.937210711979471,0.3236359486466837,0.1726591594327573,5.233816805446946e-05,225,225,Low quality,1.0,4.0,1.0,4,Other,693.3675003704249
cell_290,0.5522594737813545,678.320851173921,215.61307938063496,18203,5934.964346536285,1979.114376751085,0.011999779831172,0.0067054101087788,0.5572886322318862,0.2830428207032238,2966.39996494722,798.3241864842066,0.999538271330986,0.575892334007703,0.2068188843284858,0.0006409712380509,165,197,Forebrain/Midbrain/Hindbrain,1.0,1.0,1.0,7,Forebrain/Midbrain/Hindbrain,527.9615796113491
cell_291,2.0122329925571734,1002.5046173579948,388.7647103326124,39179,6884.902013833942,2098.675438372597,0.0417204748062865,0.0194778689683459,0.8551661112327361,0.3634511077595608,8100.609022464558,1278.038102409846,1.4726729182937317,0.7274578976278604,0.2393794411514945,0.00063829227496,151,387,Low quality,0.6591061602469467,4.0,1.0,7,Other,856.4008676491464
cell_292,0.5659282343373307,930.859956417322,282.39157211220027,30165,3836.3880656389856,1995.5634675948947,0.0069193579308493,0.0037048010274365,0.1416102569785017,0.3025704826174211,3910.618804800631,1715.0875782565429,0.383956113433097,0.3902676529931113,0.186497808157042,0.0003122611626108,281,205,Forebrain/Midbrain/Hindbrain,1.0,6.0,1.0,2,Forebrain/Midbrain/Hindbrain,730.7595424949357
cell_293,1.4040191867997345,910.4335495461294,276.06158733152284,34345,7910.845363226088,2040.052584073373,0.0425747539297936,0.0099145255712631,1.4821195680021242,0.6222266464502152,4923.694763018584,1613.0263538035824,1.4678379518180489,0.5064723352959085,0.1903252618087688,0.000297964382103,179,273,Forebrain/Midbrain/Hindbrain,1.0,4.0,1.0,4,Forebrain/Midbrain/Hindbrain,722.9717613701052
cell_294,0.723501756222994,529.1076477383247,181.3339460773961,12225,4636.018486707567,1948.440245398773,0.0266723708909601,0.011892557055453,0.2960128111886683,0.3832449487794703,1797.9278775504447,569.5710526146175,0.1129600149555199,0.5188415543867579,0.1936604441852811,0.0005712046652109,181,111,Forebrain/Midbrain/Hindbrain,1.0,6.0,1.0,2,Forebrain/Midbrain/Hindbrain,435.72113485646673
