,pressure,perimeter,feret_d,area,centroid_x,centroid_y,stresstensor_eigval1,stresstensor_eigval2,stresstensor_orientation,stresstensor_anisotropy,inertiatensor_eigval1,inertiatensor_eigval2,inertiatensor_orientation,inertiatensor_anisotropy,moments_hu_1,moments_hu_3,bbox_x,bbox_y,celltype,celltype_conf,cluster,cluster_conf,phenograph_clusters,boundary_annotation,polygon_perimeter
cell_514,0.2839602438216654,1208.0853531617383,325.1122882943676,40713,5295.883845454769,3595.4352418146536,0.0118547224854185,0.0034729935895363,0.3302622628430274,0.5468348222849524,6298.315963586173,2254.4726597085933,0.3411827355123597,0.472809919897188,0.2100751264533384,0.0004368985325659,307,233,Forebrain/Midbrain/Hindbrain,1.0,6.0,0.8141903758342114,0,Forebrain/Midbrain/Hindbrain,870.4401649817576
cell_515,0.3271538764706849,852.9188309203678,282.7330896800019,24813,3273.8979567162373,3556.612743320034,0.0153388647754088,0.0013112669261512,0.3002735315167874,0.8424917052123561,3854.712281318824,1252.0426244550713,0.3906503360957986,0.5096523535760593,0.2058096524311407,0.0020627579844481,267,187,Forebrain/Midbrain/Hindbrain,1.0,6.0,1.0,3,Forebrain/Midbrain/Hindbrain,669.0805989835322
cell_516,1.242498175698033,717.9421715174808,233.25951213187423,20641,3458.4125284627685,3553.648805774914,0.0413840807756829,0.0163215796193952,0.027134210941705,0.4343161656014132,2622.468081731864,1209.0968382430358,0.0678717922108084,0.3688757134508078,0.1856288416246742,0.0013796175932601,233,155,Forebrain/Midbrain/Hindbrain,1.0,6.0,1.0,3,Forebrain/Midbrain/Hindbrain,594.1332390747092
cell_517,1.2155867244752154,654.9777054234135,217.45114393812693,18933,3941.963185971584,3572.3163259916546,0.0224821849990144,0.0177400695213465,0.1603589448726445,0.1178978039450116,2430.692645854296,988.8715998678922,0.3685322032835661,0.4216388236571649,0.1806139674495424,0.0001670072213974,217,143,Forebrain/Midbrain/Hindbrain,1.0,6.0,1.0,3,Forebrain/Midbrain/Hindbrain,536.9152651687741
cell_518,0.6951242665157286,1002.9604614807104,379.6801285292661,31919,8674.843823428053,3660.901375356371,0.0078895706026405,0.0016768322426673,0.0013490478696483,0.6494330690893335,8912.381193114192,775.3478707477952,1.1893097431544717,0.8399319663800126,0.3035097924077191,0.0004698615282387,205,335,Forebrain/Midbrain/Hindbrain,1.0,4.0,1.0,7,Forebrain/Midbrain/Hindbrain,831.8077130758097
cell_519,0.8521048141339038,855.7350647362942,270.51247660690257,27023,6765.529030825593,3600.0287162787254,0.0202347044814845,0.0096890083931848,0.2092415977422896,0.3524193716357539,3384.3039908665505,1666.182065140741,0.7670993033655085,0.3401894207156937,0.1868958315511709,0.0009620971284101,229,207,Cranial mesoderm,1.0,2.0,1.0,5,Cranial mesoderm,694.68030507913
cell_520,0.0967434055414151,1285.6356056934324,451.648093099041,52927,6593.253877982882,3720.722070020972,0.0068907198662605,0.000212204164894,1.3561617584906789,0.9402487865664192,10630.094014501472,1910.4272561458783,1.3545069564702514,0.6953193228709765,0.2369399601460001,0.0015646143333545,219,431,Cranial mesoderm,1.0,2.0,1.0,5,Cranial mesoderm,1014.0126209877142
cell_521,1.6978197130329589,569.8000358937499,172.44709333589824,14665,5468.612546880328,3601.493692465053,0.0552197238447715,0.0375899213390728,0.2097341020430154,0.189956576935255,1531.3676224281744,1015.022023526618,1.3067430486801364,0.2027755648951155,0.1736372073613906,0.0007653515898179,143,167,Forebrain/Midbrain/Hindbrain,1.0,4.0,1.0,0,Forebrain/Midbrain/Hindbrain,441.30661402053283
cell_522,0.1816311790442286,771.2619766708754,237.11811402758752,17621,5662.03983882867,3613.787526247092,0.0093529679308109,0.0083845683078023,1.290878782474537,0.0545960617067272,2356.302993039463,1240.797315195677,0.4218264616258026,0.3101124745645727,0.2041371266236388,0.0021718747791111,233,181,Forebrain/Midbrain/Hindbrain,1.0,4.0,1.0,7,Forebrain/Midbrain/Hindbrain,607.4181669016883
cell_523,0.8861092687127695,814.2264427649427,250.89440009693325,30297,6074.085090933096,3666.470805690332,0.0190399905810614,0.0124476436416494,1.401699995368784,0.2093630436883436,3823.0696704967286,1699.7948066200724,1.3600374116587803,0.384451741061933,0.1822908036147738,0.0008099207549892,199,249,Forebrain/Midbrain/Hindbrain,1.0,4.0,1.0,0,Forebrain/Midbrain/Hindbrain,672.8815399941354
cell_524,1.7905551843080505,763.042676580869,275.4650613054222,22367,8382.145348057405,3648.598381544239,0.0144460935200232,0.0059705845901266,1.0831838429914729,0.4151267353175882,3336.826735368071,1011.0360864174712,0.9072672231875322,0.5349273296519195,0.1943873931142103,2.890982065676421e-05,205,193,Forebrain/Midbrain/Hindbrain,1.0,4.0,1.0,7,Forebrain/Midbrain/Hindbrain,611.2565356454044
cell_525,0.1775728367384318,733.6345596729059,241.5491668377269,19707,3843.171461917085,3645.9244430912872,0.0131751800746584,0.0054769376659281,0.3400270472567537,0.4127275259462435,2927.0287871465453,1001.49144048552,0.2132346720506161,0.4901431671694999,0.1993464366789499,0.0009009260354636,239,141,Forebrain/Midbrain/Hindbrain,1.0,6.0,1.0,1,Forebrain/Midbrain/Hindbrain,599.384481538129
cell_526,0.6288225954801783,918.9898987322332,303.8634561772771,37375,4036.341538461538,3698.476414715719,0.0238360138530331,0.0076347650828073,0.5292146039524273,0.514802916167257,5462.462276372253,1687.964806466818,0.7137627175842228,0.5278702133700766,0.1913157747916808,4.853275796789493e-05,239,255,Forebrain/Midbrain/Hindbrain,1.0,6.0,1.0,3,Forebrain/Midbrain/Hindbrain,757.5982451815257
cell_527,1.073443088349852,593.2081528017131,184.4586674569672,14081,3351.884454229103,3661.0860734322846,0.0352059188489912,0.0084832483967801,1.010870343365405,0.6116543788047949,1577.492865616976,939.4074032581608,1.2235622587885295,0.2535203600435033,0.1787444264523213,0.0012467966205727,143,173,Forebrain/Midbrain/Hindbrain,1.0,6.0,1.0,3,Forebrain/Midbrain/Hindbrain,484.6234208247264
cell_528,0.5251276532588462,605.2497833620557,212.9530464679949,12179,5776.07291239018,3637.889071352328,0.0344997591509152,0.0043924213969354,0.6974429044756767,0.7741231612595618,2458.5328786604614,492.5931899161481,0.5433941241729962,0.6661659458325099,0.2423126749796049,0.0018927346814853,193,137,Forebrain/Midbrain/Hindbrain,1.0,4.0,1.0,7,Forebrain/Midbrain/Hindbrain,497.44024507078996
cell_529,1.455780900742506,699.9482681718907,210.2974084481309,23381,3648.275822248834,3665.55959967495,0.0567212900427109,0.0344629723253315,0.2931435896416886,0.2441026240640003,2217.579614586526,1676.1304243412446,0.8926822906882924,0.1390573989413918,0.1665330840822792,0.0004694597182863,191,189,Forebrain/Midbrain/Hindbrain,1.0,6.0,1.0,1,Forebrain/Midbrain/Hindbrain,587.0424531128402
cell_530,0.1119646263095038,739.4568901432423,246.7103564911696,21481,6399.170615893115,3644.034542153531,0.0032086293365282,0.0005663307901002,0.763672584629731,0.6999540280675473,3661.021835871988,879.8217962901006,0.0537595745481306,0.6124853143770644,0.2113888381435728,0.0004935151250513,245,143,Cranial mesoderm,1.0,2.0,1.0,5,Cranial mesoderm,619.1786431907585
cell_531,0.3001120798082087,1229.2213921310597,404.4119187165482,59131,7137.968645887944,3751.496592311985,0.0047033523951465,0.0008484816306574,1.0643924595226415,0.6943418601082691,9213.982083917928,2966.9915159337056,0.942474607531301,0.5128482150277637,0.2059997902936131,0.001302398356964,301,371,Cranial mesoderm,1.0,2.0,1.0,5,Cranial mesoderm,1019.4745029400534
cell_532,1.5056334993624911,689.4629867976521,209.95475703112805,14941,3211.9230305869755,3700.652299042902,0.059842345648083,0.0422993383165732,1.4839861080637629,0.171751694808362,2713.172236908076,804.1670428391267,1.4941904451058667,0.5427412718076354,0.2354152519742454,0.0043751624076603,135,209,Forebrain/Midbrain/Hindbrain,1.0,6.0,1.0,3,Forebrain/Midbrain/Hindbrain,541.0629136075139
cell_533,1.2368771151011393,628.2081528017131,207.8196333362177,18097,3481.0371332265017,3666.940100569155,0.0274983241703998,0.0231384072656593,1.3856026580187848,0.0861018628393474,2424.38190342536,932.2326799580048,0.5713527857961455,0.4445399334359424,0.1854790619098946,0.0004245461852936,169,161,Forebrain/Midbrain/Hindbrain,1.0,6.0,1.0,3,Forebrain/Midbrain/Hindbrain,537.3936417023665
cell_534,2.482433794208343,444.651803615609,135.28118864054971,8847,3133.272182660789,3665.310500734712,0.022065450453318,0.0065282601941346,1.2944234373530927,0.5433778935077624,1070.3930197432016,516.0442627971585,0.6609286744031879,0.3494299856962294,0.1793192361863185,0.0007606056670428,123,121,Forebrain/Midbrain/Hindbrain,1.0,6.0,1.0,3,Forebrain/Midbrain/Hindbrain,366.61073156705714
cell_535,1.8583022135899907,730.4629867976521,207.04105872990507,23789,5838.588044894699,3729.1130774727817,0.0393314403747908,0.0216146102691445,0.893707650227792,0.2906969347226963,2163.083774433688,1744.6671466460668,1.405943169870962,0.1070735152362289,0.1642671369574069,4.506181649124973e-05,193,205,Forebrain/Midbrain/Hindbrain,1.0,4.0,1.0,0,Forebrain/Midbrain/Hindbrain,587.0293078112575
cell_536,0.5030395068532185,740.326947828331,252.2399651125888,20033,5148.141566415415,3714.955523386413,0.0085125019774017,0.0021207988973718,0.7128787449641217,0.6011024380203037,3852.3985207778055,732.8214607019131,0.7237093973338616,0.6803549388418129,0.2288833415604112,0.0004756110889202,205,193,Forebrain/Midbrain/Hindbrain,1.0,4.0,1.0,0,Forebrain/Midbrain/Hindbrain,598.3812246475279
cell_537,1.850468361615576,541.8233764908628,192.0963300013824,13761,5963.808153477218,3703.2141559479687,0.0358289104820784,0.0223176683295934,1.001163772382739,0.2323652126850986,1856.3401547971464,680.1949376816859,0.9751702762339084,0.4636818235248899,0.1843278171992465,6.302427146164903e-05,145,145,Forebrain/Midbrain/Hindbrain,1.0,4.0,1.0,0,Forebrain/Midbrain/Hindbrain,469.9430600302783
cell_538,0.7123609219240319,475.2375900532359,150.63200191194434,8663,5278.9867251529495,3722.8148447420062,0.0319463841026964,0.0168155319219865,1.0925770154158994,0.3103006078155477,1191.0481860374218,488.8269708780553,1.2635880574125171,0.4180198821731244,0.1939137893241921,0.0011541120199824,101,141,Forebrain/Midbrain/Hindbrain,1.0,4.0,1.0,0,Forebrain/Midbrain/Hindbrain,368.5356957926751
cell_539,0.5608511253936234,1036.4041122946064,354.3021309560528,38063,6871.14912119381,3745.682841604708,0.0090335448490449,0.006657730108724,0.5903498246355017,0.1514099234584242,6433.617979579052,1877.171628490628,0.2714329310016615,0.5482567320275042,0.2183429999755584,0.0036977373488231,339,209,Cranial mesoderm,1.0,2.0,1.0,5,Cranial mesoderm,842.1523349480185
cell_540,2.0394622929492727,680.8061325481597,195.94131774590065,20475,5391.138998778999,3738.165958485959,0.064130952309766,0.0391459590646111,0.3853836537580197,0.2419223514013191,1980.2508178203857,1478.4129420106103,0.3871405350284347,0.1450958840342135,0.1689213069514528,0.0006724818769111,181,165,Forebrain/Midbrain/Hindbrain,1.0,4.0,1.0,0,Forebrain/Midbrain/Hindbrain,554.5345424138106
cell_541,0.9692461032655064,571.3086578651014,171.46719802924406,14359,6201.67442022425,3737.27223344244,0.0229042320910608,0.0168794254584465,0.5880635476988426,0.1514392341909959,1382.410815514614,1071.4636711503258,0.0125392062134581,0.1267168088889894,0.1708945251525133,7.785955803798361e-05,149,137,Cranial mesoderm,1.0,2.0,1.0,0,Cranial mesoderm,469.98279936561124
cell_542,0.2130503386652321,643.2792206135786,222.4275162833951,16649,6313.182293230825,3778.4705387710974,0.0116773395515462,0.006904067576406,1.292168515680641,0.2568843114125447,2468.7667484840345,810.4128742747907,1.2699290499763671,0.5057221820663927,0.1969595544932924,0.0008265011381815,141,197,Forebrain/Midbrain/Hindbrain,1.0,4.0,1.0,0,Forebrain/Midbrain/Hindbrain,544.7462845522687
cell_543,2.684106285112015,409.40916292848976,132.6536844569347,6299,3110.7229719003017,3728.0109541197016,0.0627987121007554,0.0290506188860452,0.0306994966790127,0.3674288408214968,1068.6430301727237,290.12404874960873,0.6239803797787882,0.5729598497783558,0.2157115540438691,0.0021119691627998,125,101,Forebrain/Midbrain/Hindbrain,1.0,6.0,1.0,3,Forebrain/Midbrain/Hindbrain,346.7500221053669
cell_544,0.6601985207663575,502.1076477383248,145.8389522727039,10781,3757.7282255820414,3742.897875892774,0.0208611899596341,0.0114242080084136,0.3723122577540975,0.2922987649264856,1041.3670820035302,838.0493229972434,1.3749754504474896,0.1081813261102204,0.1743267234023535,0.0013749547109726,137,143,Forebrain/Midbrain/Hindbrain,1.0,6.0,1.0,3,Forebrain/Midbrain/Hindbrain,406.5471871479052
cell_545,0.6706641819009229,618.776695296637,204.41379601191304,13985,3552.0485520200214,3755.052770825885,0.0285816850685098,0.0126097692599717,0.1403145848896158,0.3877482858742966,1762.9813286018905,831.4094535439019,0.3078575705189811,0.3590715328889256,0.1855123905717405,0.0007367305901436,203,145,Forebrain/Midbrain/Hindbrain,1.0,6.0,1.0,3,Forebrain/Midbrain/Hindbrain,504.9045761498466
cell_546,0.1537902744398499,902.7827919510468,293.7771264070775,27321,5721.27627100033,3826.742176347864,0.0129024075212221,0.0020728744082503,0.8648055595613162,0.7231605497629021,5487.2045067338095,948.4481632520592,1.2918325721174797,0.7052519109132899,0.2355569953510438,0.0003674892512981,175,281,Forebrain/Midbrain/Hindbrain,1.0,4.0,1.0,0,Forebrain/Midbrain/Hindbrain,713.6013395188968
cell_547,0.9386240678768456,527.7228714274745,173.18487231857176,9705,3320.585574446162,3746.872849046883,0.0450500098787814,0.0268926642661671,0.1991121867091467,0.2523863037955917,1560.6252494531486,493.0485554047916,0.2932190472288018,0.5198375182675152,0.2116098717009727,0.0020552416684255,173,111,Forebrain/Midbrain/Hindbrain,1.0,6.0,1.0,3,Forebrain/Midbrain/Hindbrain,433.5149082191384
cell_548,1.0852087592251205,663.5218613006979,210.6015194627048,18703,5579.0505801208365,3757.747099395819,0.0353038646373402,0.0271236815994188,0.3005064150965819,0.1310348320739327,2440.9888281014973,1029.5197497388451,0.4368936700641517,0.4067038149322174,0.1855589251906295,0.0008579708964561,189,147,Forebrain/Midbrain/Hindbrain,1.0,4.0,1.0,0,Forebrain/Midbrain/Hindbrain,536.697637693426
cell_549,0.8548330303988951,703.5695885154503,257.1244834705556,14885,8535.345851528384,3791.040980853208,0.0176948043086421,0.0029028355627514,1.1858483318266309,0.7181390119570985,3535.6487256663845,426.41352210059176,0.982308273269519,0.7847517300663719,0.2661781825842778,3.0105447026053924e-05,159,223,Forebrain/Midbrain/Hindbrain,1.0,4.0,1.0,7,Forebrain/Midbrain/Hindbrain,574.8584645350799
cell_550,0.1695595821733936,806.5279579551077,282.4553061990516,24287,6436.530448388026,3781.931980071644,0.0036235560550451,0.0004793117733666,0.3614159085675493,0.7663528081273091,3595.749723299758,1290.1813865324734,0.9754655993421968,0.4718790103543746,0.2011747482123041,0.0004493753970821,211,201,Forebrain/Midbrain/Hindbrain,1.0,4.0,1.0,7,Forebrain/Midbrain/Hindbrain,663.4684585003504
cell_551,0.4820087468185909,684.7645019878171,220.5130381632796,13909,3841.2458120641313,3789.6544683298575,0.023638913022178,0.016701094675005,1.147940241243281,0.1719835652797234,3018.7378096905595,557.6476920238724,1.33279375114396,0.6881501215366466,0.2571274355966951,0.0020823954850948,133,199,Forebrain/Midbrain/Hindbrain,1.0,6.0,1.0,3,Forebrain/Midbrain/Hindbrain,541.2351115673185
cell_552,1.397569718945651,430.3086578651014,136.56500283747664,8965,3031.8669269380925,3754.422643614055,0.0079370889950901,0.0007800248459673,0.42776726514553,0.8210359850313199,950.123368230435,564.9266983823359,0.2007958005411347,0.2542468254592347,0.1689961033589259,0.0003258359954155,135,103,Forebrain/Midbrain/Hindbrain,1.0,6.0,1.0,3,Forebrain/Midbrain/Hindbrain,350.3299928300638
