,cell_1,cell_2,tension,relative_adhesion,log_tension,log_adhesion
502,cell_193,cell_202,18.41466155999497,5.20074147954214e-19,2.9131471712320773,-42.100315559245146
503,cell_193,cell_217,230.6281859129898,9.118223386377676e-20,5.440806828956242,-43.84142687889672
504,cell_193,cell_234,15.69172332252905,9.641885357289374e-19,2.753133396438682,-41.483000100904704
505,cell_194,cell_211,132.589858823026,2.7155026976712997e-17,4.8872605953627,-38.14496948897204
506,cell_194,cell_218,118.85889240326972,1.2350027523402453e-17,4.7779370113966095,-38.932873382205734
507,cell_194,cell_224,96.15464893628209,1.1541844412426958e-17,4.565957821737292,-39.00055259781733
508,cell_195,cell_203,69.97258668606943,3.7904492225603155e-17,4.2481035465762655,-37.81146204044835
509,cell_195,cell_213,78.98404861167462,8.335026863402867e-18,4.3692459157712635,-39.326064934731505
510,cell_195,cell_216,165.65001688692846,4.179970662601042e-17,5.109877230689325,-37.713642352903236
511,cell_195,cell_240,73.85202934507465,5.0081561603746444e-17,4.3020634878831805,-37.5328787654037
512,cell_196,cell_204,366.5150824252159,8.022106768417139e-18,5.904039673072638,-39.36433059718238
513,cell_196,cell_228,236.02006603558803,6.942036803291533e-18,5.463916826985666,-39.50893645492716
514,cell_196,cell_236,398.2371412580521,1.7849279337726247e-19,5.987047660153511,-43.169738725706914
515,cell_197,cell_214,142.70481119676643,8.813952417218988e-18,4.960778239378813,-39.27019570603321
516,cell_197,cell_220,125.21758237258406,1.0985409606537487e-17,4.8300528830918426,-39.04996368094646
517,cell_198,cell_208,165.96362639769484,2.1722172768334662e-16,5.111768646260492,-36.065613055461725
518,cell_198,cell_222,44.4571281903205,8.489596738722276e-17,3.7945253133396255,-37.00510508008732
519,cell_198,cell_225,19.10481931418848,6.35905207144342e-17,2.949940623339798,-37.29406726002564
520,cell_198,cell_248,36.354812224911534,5.989380390323546e-17,3.593326581047051,-37.353958614802316
521,cell_198,cell_287,75.58190592914858,1.0573014293420137e-16,4.325216914977677,-36.78564164726997
522,cell_199,cell_204,129.85870144711478,2.64425070017872e-17,4.866446947393156,-38.171558844879854
523,cell_199,cell_205,278.1208060439092,2.852250663901115e-17,5.628055573414124,-38.09583819164046
524,cell_199,cell_238,308.02042398789774,1.4584626772088827e-17,5.7301660924240725,-38.76656366074706
525,cell_199,cell_239,358.7128598990111,2.1304252053756637e-17,5.882522235300695,-38.38762499416332
526,cell_199,cell_257,398.5525291207048,5.942132530721257e-18,5.987839306659104,-39.66446359304169
527,cell_199,cell_264,409.669449240036,9.4297355990015e-18,6.015350613161357,-39.202663615922454
528,cell_200,cell_215,183.0228140820225,8.497969185839812e-18,5.209610812185999,-39.30670445825528
529,cell_200,cell_220,177.82985775521848,4.867579770097092e-18,5.180827237863322,-39.86393482745327
530,cell_200,cell_230,192.3564751481481,6.748909572152827e-18,5.259350291996136,-39.53715072692441
531,cell_200,cell_235,170.25694984930513,6.883587849754437e-18,5.1373087656314285,-39.517391668086226
532,cell_200,cell_237,108.7111694997847,1.5794123354342444e-17,4.688694544136008,-38.68689374264517
533,cell_201,cell_221,219.9360178195016,8.528700325829808e-18,5.393336675960496,-39.30309468908241
534,cell_201,cell_231,119.26631442095054,1.6759165958450814e-17,4.781358928972443,-38.62758634389273
535,cell_202,cell_234,7.419873306091199,1.5417105647608592e-18,2.0041619823827337,-41.013639117562455
536,cell_203,cell_216,115.12675355161076,1.430086236971204e-16,4.74603372617813,-36.483626739876954
537,cell_204,cell_228,390.8413560704813,2.9854456241193887e-18,5.9683017387008706,-40.35278265037838
538,cell_204,cell_239,400.5715479319015,4.251475227940016e-18,5.992892397074626,-39.99926563872961
539,cell_205,cell_206,65.2811813612994,1.4530913183286568e-16,4.1787038073257365,-36.46766825716436
540,cell_205,cell_238,151.36617558082887,1.924460756780509e-17,5.019701905084545,-38.48930077874953
541,cell_205,cell_254,82.45778837198382,3.0203702012806224e-17,4.412286506302823,-38.0385671738192
542,cell_206,cell_207,190.75647618710383,1.8820552066930223e-16,5.250997620765716,-36.20899711311598
543,cell_206,cell_254,130.89676952388285,1.4059166749715687e-16,4.87440899364939,-36.50067196016178
544,cell_206,cell_258,382.132889024129,1.1299133983967118e-17,5.945768425137907,-39.021805589698396
545,cell_207,cell_241,300.56028065775246,1.564706033527642e-16,5.705648335048058,-36.39366351955789
546,cell_207,cell_258,394.2050148841025,6.499088209650995e-17,5.976871116312237,-37.27228468927501
547,cell_208,cell_225,186.4064155813413,5.368542091306751e-17,5.227929320014028,-37.46339020061523
548,cell_209,cell_226,193.7782998024977,1.2388792374242034e-17,5.266714721063985,-38.92973945077914
549,cell_209,cell_255,102.99682159189064,6.926178645835104e-17,4.634698129422349,-37.20863834174338
550,cell_209,cell_259,263.58930289005,2.2322111320820102e-17,5.574392220962932,-38.34095394762666
551,cell_210,cell_218,42.53303123005102,2.1831088954086442e-17,3.7502809794756082,-38.363196621199634
552,cell_210,cell_227,42.30878286396147,1.119339666538218e-16,3.744994697217308,-36.72862255991841
553,cell_211,cell_219,239.0258284487767,9.195630443060156e-18,5.476571614915829,-39.227803254504465
554,cell_211,cell_224,119.7517855207808,1.2998145200650472e-17,4.785421146583046,-38.88172500348364
555,cell_211,cell_245,243.1466865954084,8.596697416637426e-18,5.493664909758832,-39.29515356570966
556,cell_211,cell_246,166.41323470576629,1.7817958296103866e-17,5.114474060715713,-38.566324832145774
557,cell_212,cell_214,121.62362033406704,4.618515342841132e-18,4.800931196837037,-39.916458374807945
558,cell_212,cell_219,182.44503495041528,7.7156521678247005e-19,5.206448949305348,-41.705865752197916
559,cell_212,cell_223,109.85887686995062,7.104815299452646e-18,4.699196604577587,-39.48575890853632
560,cell_212,cell_242,140.5455930556138,3.274351447307846e-18,4.945531941867109,-40.26041185577279
561,cell_212,cell_244,157.84945934499856,4.234575052647307e-19,5.061641789879342,-42.30583378557721
562,cell_213,cell_240,100.7378587536411,9.462755410284579e-18,4.612521684916318,-39.19916806365368
563,cell_213,cell_247,101.22602588980536,1.2574720984087442e-17,4.617355896614266,-38.91484314629732
564,cell_214,cell_220,137.70401487420762,1.493312119542476e-17,4.9251065619849985,-38.74295002890442
565,cell_214,cell_244,130.5471239035603,7.817119968100304e-18,4.87173426429013,-39.39021547769547
566,cell_214,cell_250,43.32914371591328,2.286678762895665e-17,3.7688254736344,-38.31684613794702
567,cell_215,cell_230,78.73002867689752,7.336806685104883e-17,4.366024641439895,-37.15104288946212
568,cell_215,cell_247,208.77031685374467,2.3964854967057156e-17,5.341234685240557,-38.26994329316446
569,cell_215,cell_260,300.1489358069203,3.654395027350344e-18,5.70427880415407,-40.15060111358368
570,cell_215,cell_263,156.07833137938144,6.151488111941961e-18,5.0503580054541555,-39.62983765192282
571,cell_215,cell_270,282.5059363920721,1.0360358704439755e-17,5.643699564142955,-39.10854481368021
572,cell_216,cell_222,179.8843787607903,1.0607100240060413e-16,5.192314304283515,-36.782422970051435
573,cell_217,cell_221,61.043961116926575,5.96346360463405e-19,4.111594278660444,-41.963465312889944
574,cell_217,cell_234,240.9332094960137,1.1082555424769235e-19,5.48451975605985,-43.646329571149266
575,cell_217,cell_273,249.865114956302,8.061332107743564e-19,5.520921232083279,-41.662037950110964
576,cell_217,cell_276,249.3916882329993,4.845072273645466e-19,5.519024705637648,-42.17115460449431
577,cell_218,cell_224,67.65578219667984,1.414782852513061e-17,4.2144328231989885,-38.79697052270145
578,cell_218,cell_227,57.36937875749342,1.0012292694502777e-17,4.049510689855365,-39.142718066381576
579,cell_218,cell_249,77.01409121107727,4.1873661571239926e-18,4.343988407851988,-40.0144597397303
580,cell_219,cell_223,101.17226109030476,2.7268957419788808e-17,4.616824619382948,-38.140782709530434
581,cell_219,cell_245,234.17207607802632,9.30226771434449e-18,5.4560562129620545,-39.21627346320572
582,cell_219,cell_251,256.49677515837726,6.617447787194887e-18,5.54711609204983,-39.55682190891516
583,cell_219,cell_252,238.29107109113235,7.203317641378589e-18,5.473492914208971,-39.471989970474134
584,cell_220,cell_235,57.44665034452642,4.778856191016716e-17,4.050856697016624,-37.579745353612246
585,cell_220,cell_250,149.02150487821663,1.868695943352308e-17,5.004090623572892,-38.51870574979451
586,cell_220,cell_256,68.96897059036863,2.3075078330035823e-17,4.233656701862315,-38.30777849892523
587,cell_220,cell_262,252.48911374461545,2.0015526564778562e-18,5.531368133903273,-40.75260846628085
588,cell_221,cell_231,244.60160350835216,1.9648644511586184e-17,5.499630778866711,-38.46852331955556
589,cell_221,cell_276,260.46247297099603,1.5136424151611482e-17,5.562458793123202,-38.72942763927433
590,cell_222,cell_287,81.86804035100285,1.9285676055229035e-17,4.405108686995897,-38.48716902683313
591,cell_223,cell_242,118.36184801509866,1.5078871840513978e-17,4.7737464409205845,-38.733237125748545
592,cell_223,cell_252,198.3796571439667,6.280937102239615e-18,5.290182655037126,-39.60901248444308
593,cell_224,cell_246,54.54313338154996,1.7677146519294662e-17,3.998991826840716,-38.574259025676554
594,cell_224,cell_249,21.901453472683617,1.1480035060143246e-17,3.086553003235846,-39.00592222898662
595,cell_225,cell_226,272.73801666567044,7.883558592214259e-18,5.608511688516727,-39.381752273965986
596,cell_225,cell_248,49.984939492535126,5.277736405291602e-17,3.91172174990596,-37.48044928622251
597,cell_226,cell_248,233.2067117727818,1.3815211809467817e-17,5.451925235249053,-38.82076138378786
598,cell_226,cell_255,277.25901304802727,4.723158195037861e-18,5.624952134441582,-39.89405398893087
599,cell_227,cell_253,62.52638322796092,3.0808582911575093e-16,4.1355885993172325,-35.71615326377916
600,cell_228,cell_236,289.0319731693288,2.5814774992583907e-19,5.66653731579687,-42.80075485773744
601,cell_228,cell_239,166.20296513545645,1.0945829950654848e-17,5.113209723029089,-39.05357311658732
602,cell_228,cell_280,303.0978499228653,6.467402443232981e-19,5.714055690415586,-41.882342216076744
603,cell_228,cell_282,232.47760051670244,7.349371882874669e-21,5.44879387852259,-46.359672101414255
604,cell_229,cell_231,11.585832064792712,2.1191635239747736e-16,2.4497829779027787,-36.09034004124457
605,cell_229,cell_243,73.43760880332208,7.41568191669014e-17,4.296436185914533,-37.14034964504779
606,cell_229,cell_268,13.013310963695506,2.5420321145035606e-16,2.565972753896988,-35.908397681659615
607,cell_229,cell_314,37.62799708999336,6.350728182709691e-17,3.627748376773499,-37.295377100126316
608,cell_230,cell_237,152.99883832142447,2.812572059806479e-17,5.030430328693183,-38.10984719243193
609,cell_230,cell_263,134.7484220229082,2.592163391218741e-17,4.903409499315405,-38.19145376765985
610,cell_231,cell_276,70.5671512231039,9.918116193206074e-17,4.256564756096805,-36.84958357751368
611,cell_232,cell_241,6.4353632599548,6.715138688660687e-17,1.8618082901082382,-37.23958209757607
612,cell_232,cell_279,17.1658117169093,1.6628374033688143e-16,2.8429197148628877,-36.33283606555353
613,cell_232,cell_297,135.0191522357522,4.756806450600077e-17,4.905416636789037,-37.58437005155827
614,cell_233,cell_236,160.3022840670181,7.856850548008469e-20,5.077061308216542,-43.990316027376544
615,cell_233,cell_272,95.34036379856693,1.4013410710925738e-19,4.557453265571444,-43.41168708084341
616,cell_233,cell_304,212.653721186302,3.3495722608224905e-19,5.35966512065917,-42.54028411253867
617,cell_234,cell_273,53.31211249252891,3.54018781580973e-17,3.9761635566211,-37.87976679984699
618,cell_234,cell_291,242.9934208033044,1.0936849537000043e-17,5.4930343680904965,-39.054393894880405
619,cell_234,cell_319,48.93875850411662,6.7570404508716254e-18,3.8905696899795728,-39.535946682827216
620,cell_234,cell_323,48.686391260966886,1.3486975301193843e-18,3.885399550811296,-41.1473923396585
621,cell_235,cell_237,108.76956329306384,2.949734253378687e-17,4.6892315461401175,-38.062231498205264
622,cell_235,cell_256,20.774182009602747,5.870550448328316e-17,3.033710966180676,-37.373998178315794
623,cell_236,cell_272,190.438065371824,8.984709179908841e-21,5.249327025546635,-46.158762800452216
624,cell_236,cell_280,167.3967648459078,1.7608007038593478e-19,5.120366831977993,-43.18334811591845
625,cell_236,cell_281,191.58107619326643,5.564190780069112e-20,5.255311093400428,-44.33535029811331
626,cell_237,cell_256,116.20246143366892,7.956516715645331e-18,4.7553340269272715,-39.37254036834773
627,cell_237,cell_263,150.98519670655187,8.168605449760453e-18,5.017181796953226,-39.346233471174166
628,cell_237,cell_269,280.0912988700129,2.846395551740559e-18,5.635115617413733,-40.40047819873142
629,cell_238,cell_254,160.84544806912402,8.272794100992589e-19,5.08044395405628,-41.63614445505905
630,cell_238,cell_264,402.07566355768427,3.4203202411226396e-18,5.996640288713457,-40.21679748944689
631,cell_238,cell_265,145.4462583762193,1.313608674749733e-17,4.979806660142949,-38.87116851740604
632,cell_238,cell_266,146.4065968419704,9.012054429133608e-19,4.986387660907995,-41.55055370470644
633,cell_238,cell_283,631.5396409671547,7.843339743063559e-18,6.4481607125316724,-39.38686694260182
634,cell_238,cell_293,313.605427299702,1.3983625038802302e-18,5.748135594766874,-41.11122976191997
635,cell_239,cell_257,54.29698544973718,1.5319384481320268e-17,3.994468708819362,-38.71741268784702
636,cell_239,cell_282,211.5778930080793,2.7624972602915376e-20,5.354593219139062,-45.03556678478721
637,cell_240,cell_247,11.899345470468472,4.990150684062496e-17,2.4764833961231507,-37.53648047438436
638,cell_240,cell_260,223.7228473908453,3.1279901777851698e-18,5.4104079973480115,-40.30614099130894
639,cell_240,cell_285,223.9707061403937,2.4709259229328193e-17,5.411515267144136,-38.23935363292005
640,cell_241,cell_258,316.7756237599509,3.9356721108518165e-17,5.758193711777662,-37.7738649103486
641,cell_241,cell_279,16.5477879536588,1.1965563680757283e-16,2.8062524345007973,-36.66191374984517
642,cell_241,cell_284,311.01168987724566,1.3652285138357567e-17,5.739830499502551,-38.83262475686976
643,cell_242,cell_244,115.0695274918428,1.5707976221804362e-17,4.745536532559819,-38.692363050941616
644,cell_242,cell_252,183.9660134459683,1.4374036536472823e-17,5.214751031015298,-38.7811081130053
645,cell_242,cell_277,194.9366507435364,8.259728848294955e-18,5.272674637800848,-39.33513991398169
646,cell_242,cell_278,212.8411922708687,3.2791484605582412e-18,5.3605463114361624,-40.25894790088622
647,cell_243,cell_259,199.68006166024324,4.602634400251552e-17,5.296716393976304,-37.61731774562447
648,cell_243,cell_268,67.45972299762255,3.594418661324398e-17,4.211530723452862,-37.86456431036112
649,cell_244,cell_250,117.63239020648729,1.5161024801503796e-17,4.767564424467406,-38.72780369691952
650,cell_244,cell_277,196.7717296971543,4.214700230756635e-18,5.282044324386682,-40.00795320459881
651,cell_245,cell_246,130.56230240803873,3.3148808930959175e-17,4.871850525925797,-37.94552488759093
652,cell_245,cell_251,80.6165537500802,2.785605727066876e-17,4.389704009939329,-38.119481234914595
653,cell_245,cell_267,78.61078575325803,9.993680929851094e-18,4.364508913344795,-39.144578687651055
654,cell_245,cell_271,113.1843916915828,1.154927316995932e-17,4.729018273679214,-38.99990916791298
655,cell_245,cell_286,97.21644953754358,1.3538070580644442e-17,4.576939931073293,-38.84102591429921
656,cell_246,cell_249,53.39660066447925,4.662438307627159e-17,3.9777470859713415,-37.604408027624494
657,cell_246,cell_271,81.17176306252178,2.1373330099583845e-17,4.396567441154686,-38.38438778611791
658,cell_246,cell_292,86.71529802598484,8.68811170862155e-19,4.462630316041305,-41.5871611459716
659,cell_247,cell_260,218.2173946443704,1.1919754641961783e-17,5.385491789031725,-38.968334596195504
660,cell_248,cell_255,61.98847523648388,1.0091579043553231e-16,4.126948484484135,-36.83224526288517
661,cell_248,cell_287,94.90828289274523,2.1974365705695783e-17,4.552910982025787,-38.35665509509786
662,cell_248,cell_290,29.233054679282453,1.1727378298056875e-16,3.3753000785990026,-36.682020447216104
663,cell_249,cell_261,87.8994936402018,5.4764583258520195e-17,4.4761940440397465,-37.443487979777764
664,cell_249,cell_292,50.026413564760496,9.350767004379406e-18,3.9125511372371977,-39.21107330140276
665,cell_250,cell_262,198.0397563994105,1.9039439965152818e-17,5.288467800434955,-38.50001905855711
666,cell_251,cell_267,71.4151273987094,1.9306358287699165e-17,4.268509715233877,-38.48609718727855
667,cell_252,cell_267,237.93711323734743,7.166818328742495e-18,5.4720064086613736,-39.477069865501115
668,cell_252,cell_278,227.42210864984568,1.8236219768105044e-17,5.426807800204624,-38.54312196028144
669,cell_253,cell_261,109.78199296564216,7.427751472630247e-17,4.698496517134788,-37.138723396149224
670,cell_253,cell_275,72.47645183350078,7.11748163795995e-17,4.283261706804398,-37.181392620576105
671,cell_254,cell_258,273.34735734139133,5.60617532982227e-17,5.610743357620566,-37.42007785325775
672,cell_254,cell_266,248.3990394719256,5.3704055532843845e-17,5.515036483191644,-37.46304315320276
673,cell_255,cell_259,275.2606318630388,1.218497262093737e-17,5.617718401062225,-38.94632823376628
674,cell_255,cell_274,98.63734565676748,3.827575286734472e-16,4.591449949093857,-35.49912996959826
675,cell_255,cell_290,45.814261515549134,2.471290978695529e-16,3.8245954294517137,-35.93662081036632
676,cell_255,cell_311,110.17776013574856,5.652117547564948e-17,4.702095062701504,-37.411916318775965
677,cell_255,cell_321,148.13804943037638,6.688391507290401e-17,4.998144605429308,-37.2435731680602
678,cell_256,cell_262,216.3518482986221,1.0481323782345231e-17,5.376906009729489,-39.09693668786773
679,cell_256,cell_269,240.71870749924307,1.2013594892824354e-17,5.48362906299549,-38.960492757625154
680,cell_257,cell_264,298.71760760455,6.563647321311707e-18,5.6994986709388655,-39.564985231341886
681,cell_257,cell_282,224.3067744399852,9.574285669588206e-21,5.41301464365583,-46.0952060242896
682,cell_257,cell_289,234.6580137765562,1.864500025768637e-18,5.458129193698837,-40.82353873943541
683,cell_258,cell_284,207.49691124460128,8.350414511942349e-17,5.335116453991775,-37.02163540111936
684,cell_259,cell_268,182.5546046706108,4.690451100258779e-17,5.207049331944633,-37.598417819641874
685,cell_259,cell_274,182.6658314312775,1.018429400540288e-16,5.207658425812942,-36.823099850716034
686,cell_260,cell_270,81.78924985196582,1.4332577978114498e-17,4.404145815069731,-38.783996547457335
687,cell_260,cell_285,163.75586510225892,1.0260398376800495e-17,5.098376691292308,-39.1182400067558
688,cell_261,cell_275,89.29361401911689,1.1419952813846223e-16,4.491929973781337,-36.70858450856682
689,cell_261,cell_292,126.22909085212842,3.2177721997675226e-17,4.838098437426613,-37.97525732421664
690,cell_262,cell_294,114.55809994064712,1.3810474072823321e-17,4.741082117361166,-38.82110437883321
691,cell_263,cell_269,163.00605162040438,8.85738719512304e-18,5.093787326623139,-39.2652798517374
692,cell_263,cell_270,175.60977451691127,9.024341951818738e-18,5.168264343187801,-39.246606086258126
693,cell_263,cell_288,168.0263633613486,1.4803793404145407e-17,5.1241208918617875,-38.751648214873924
694,cell_263,cell_295,131.06743365115923,3.917349352171754e-18,4.8757119514531855,-40.081116434477565
695,cell_264,cell_289,178.84474470873985,1.5856921543603553e-18,5.1865180814809735,-40.98551067143693
696,cell_264,cell_293,382.4794536701368,4.732546740014043e-18,5.946674935928773,-39.8920681934506
697,cell_265,cell_266,58.66919996440253,5.351071901763072e-17,4.071914886649167,-37.466649684589605
698,cell_265,cell_283,623.2845618796587,2.4216865228329995e-17,6.435003175145572,-38.2594823731978
699,cell_266,cell_283,578.644580841477,4.0870853597890416e-17,6.360688439075218,-37.7361144908511
700,cell_266,cell_313,202.8616441866289,1.875855032012413e-17,5.312524190946203,-38.5148820083473
701,cell_266,cell_316,176.64109692915102,1.6522283850526336e-17,5.174119973039733,-38.64182166774476
702,cell_267,cell_286,96.58266413312852,7.83545016877651e-18,4.570399264793962,-39.38787334360564
703,cell_268,cell_314,37.584691040663,6.574552841852751e-17,3.626596814312634,-37.260740013991345
704,cell_269,cell_295,198.0089886991017,4.914809844048355e-18,5.288312427134312,-39.85427860994378
705,cell_269,cell_298,192.99596143812587,6.801713464313864e-18,5.262669263494893,-39.52935711340624
706,cell_269,cell_307,180.81005159563307,3.4309678391069233e-18,5.197447041521316,-40.213689283681276
707,cell_270,cell_285,174.8865982457575,1.321703025574813e-17,5.164137753850028,-38.86502550496579
708,cell_270,cell_288,58.50067465188665,4.392387289673119e-17,4.069038286682194,-37.66407369987042
709,cell_270,cell_303,202.273212937286,1.3402135918345451e-17,5.309619322837356,-38.85111758274684
710,cell_270,cell_315,168.51163024622613,5.82981497895475e-18,5.127004769643288,-39.68354641006236
711,cell_271,cell_286,142.8970734470877,1.4556690942015863e-17,4.962124604999641,-38.76848092742007
712,cell_271,cell_292,124.38639891114504,1.3369846182629843e-17,4.823392840816039,-38.853529787510084
713,cell_272,cell_281,67.27529172843953,3.5681377088116023e-19,4.2087930329609,-42.477072957394945
714,cell_272,cell_304,248.1884055524547,1.126882441003932e-19,5.514188157547436,-43.62966184871287
715,cell_273,cell_276,0.8157541756177497,1.9909760701364512e-16,-0.2036422247749495,-36.15273648191225
716,cell_273,cell_319,68.3821693832854,6.446123792533094e-17,4.225112109114253,-37.28046759313935
717,cell_274,cell_311,58.40024646652941,1.2509310460005695e-16,4.0673201101425605,-36.61747337704333
718,cell_275,cell_292,120.52438919458838,7.593371232627952e-18,4.791852132405692,-39.419256013426875
719,cell_277,cell_278,62.20192917668796,2.2135766760945913e-17,4.130386014966535,-38.3493369681033
720,cell_277,cell_300,125.8463845380679,1.0799700109723641e-17,4.835061992825932,-39.06701330776636
721,cell_278,cell_296,131.5787547300198,2.158100827930461e-17,4.87960556763693,-38.37471799229497
722,cell_278,cell_301,129.80920829015324,1.7382201239494797e-17,4.866065743896652,-38.59108490847968
723,cell_278,cell_308,123.76909502604754,9.264943425921267e-18,4.818417692786067,-39.22029392038879
724,cell_279,cell_284,307.28036534636004,6.749917119275329e-17,5.727760573005831,-37.2344163547156
725,cell_279,cell_297,126.45848188692187,5.427263309430267e-17,4.839914047868563,-37.45251156858095
726,cell_279,cell_305,147.82894100747993,7.899699695007662e-17,4.996055801304034,-37.0771218354385
727,cell_279,cell_306,144.52359101271898,1.1678146188659505e-16,4.97344275383068,-36.68622733281988
728,cell_280,cell_281,39.25554434754718,3.89097387236777e-18,3.670092691514898,-40.087872194801726
729,cell_280,cell_282,195.29301729859324,4.143018475791149e-20,5.274501083524013,-44.63027723727564
730,cell_280,cell_309,288.4358486993876,2.37391697825241e-19,5.664472699694912,-42.88457544256094
731,cell_282,cell_289,94.34720384419064,1.3039442558586677e-20,4.546981635383784,-45.78630814586484
732,cell_282,cell_309,258.1474668167082,1.1998071597084814e-20,5.553530998442757,-45.86954101624356
733,cell_283,cell_293,749.6003928341414,1.407880776897112e-17,6.619540254982428,-38.80186100224731
734,cell_283,cell_316,584.1648506166489,2.3827452260491857e-17,6.370183221448326,-38.27569330161185
735,cell_284,cell_305,264.54298753397063,4.810082719934976e-17,5.578003761850722,-37.5732322994373
736,cell_284,cell_310,550.5582759779845,4.170444282003146e-17,6.310932810647117,-37.71592400831651
737,cell_285,cell_303,89.50499560188042,4.41172091031015e-17,4.494294440503898,-37.65968173846432
738,cell_286,cell_296,114.1940613865496,4.899870333865732e-17,4.737899294000673,-37.554737838608716
739,cell_287,cell_290,102.72273739057022,6.596058536066063e-17,4.632033488638073,-37.25747430176141
740,cell_287,cell_299,32.30183670510348,6.476780071974694e-17,3.475124092547011,-37.27572309650458
741,cell_287,cell_321,143.87032176756057,2.0465170239921078e-17,4.968912350562466,-38.42780724539419
742,cell_287,cell_327,35.205368636110734,5.936264035068933e-17,3.5611985890456803,-37.36286659572155
743,cell_287,cell_331,147.63720442324998,2.2718411930374034e-17,4.994757942892104,-38.32335597991353
744,cell_288,cell_295,231.81570007627525,1.1559964123386319e-17,5.445942659743474,-38.9989839141667
745,cell_288,cell_315,154.02776608537218,2.4744741875671123e-17,5.037132885417336,-38.23791865691654
746,cell_289,cell_309,312.49616880711454,2.482580733526155e-21,5.744592209284071,-47.4449883154087
747,cell_289,cell_318,200.6971584375277,7.289850456531451e-19,5.301797097443607,-41.76263373458405
748,cell_289,cell_326,319.6805351054045,3.810895275676671e-19,5.767322169337055,-42.41125262485929
749,cell_289,cell_330,334.5906478063533,7.971715753412891e-20,5.812907837792569,-43.97580211378409
750,cell_290,cell_321,154.02153928387446,3.7897607693146284e-17,5.03709245811307,-37.81164368534956
751,cell_291,cell_323,251.90211413416296,2.5192707046011497e-17,5.529040576075084,-38.21997712419661
752,cell_291,cell_325,232.45675948820107,2.6354292165088277e-17,5.4487042270349475,-38.17490052165498
753,cell_291,cell_346,784.1276183327711,1.3156064938075954e-17,6.664571785589105,-38.86964880957364
754,cell_293,cell_316,125.8193937685123,9.990992960621744e-18,4.834847495886057,-39.14484769071413
755,cell_293,cell_318,188.0834775090817,2.8833494840207337e-18,5.236885893581736,-40.38757904023836
756,cell_293,cell_337,187.8337768483528,8.505040101675064e-18,5.235557406024654,-39.305872732985556
757,cell_294,cell_298,89.64715060463266,4.1762648004060965e-17,4.495881415994809,-37.71452932226984
758,cell_294,cell_302,128.79673054062604,1.42521153391652e-17,4.858235429346723,-38.78962633334131
759,cell_295,cell_307,92.58071141481896,4.633740996533428e-18,4.5280808198987135,-39.913167141431394
760,cell_295,cell_315,239.64075625689105,5.477696295327291e-18,5.47914095301483,-39.745847045383414
761,cell_295,cell_324,63.27720821675307,3.4471789804669646e-17,4.147525204546114,-37.906390371164896
762,cell_296,cell_301,17.63240649191735,1.77840861460422e-16,2.869738486919673,-36.265642560229146
763,cell_297,cell_306,77.40421155167174,1.553490909852945e-16,4.349041191927655,-36.400856889469054
764,cell_297,cell_328,74.39611246566892,7.012779012811397e-17,4.309403688668348,-37.19621252291829
765,cell_297,cell_329,551.0465099033595,2.1054407343413962e-16,6.31181921557854,-36.096836667702235
766,cell_298,cell_302,86.42778451880254,4.721139959148265e-17,4.4593092041929525,-37.59189629369309
767,cell_298,cell_307,38.536147852568455,3.9647893927809363e-17,3.651596706059413,-37.7664938437975
768,cell_298,cell_344,117.44571764503262,6.912259450056402e-17,4.765976249350652,-37.210650013924344
769,cell_298,cell_349,87.14223927603366,2.883153933312656e-17,4.467541717811884,-38.08506177021917
770,cell_299,cell_303,143.97511824783012,2.1557443048224483e-18,4.969640494700474,-40.67839562490038
771,cell_299,cell_327,30.083039427980182,1.5542857339600264e-16,3.403961538790127,-36.40034538287414
772,cell_299,cell_345,40.756281738382405,1.0530500121477538e-16,3.707609980895644,-36.789670760963595
773,cell_300,cell_302,218.1522871592812,1.8323350519392273e-18,5.385193383856997,-40.84094053574985
774,cell_300,cell_312,146.19776749532386,1.229819290533139e-17,4.9849602769892645,-38.93707934057374
775,cell_300,cell_322,219.741947493794,7.270616082177544e-18,5.392453891952101,-39.46269064285982
776,cell_301,cell_308,36.30972368392485,1.5768787402277532e-16,3.592085575480595,-36.3859140755703
777,cell_302,cell_312,92.23205275310266,1.7557348003628356e-17,4.524307713891442,-38.58105912194157
778,cell_302,cell_342,135.5524862974753,8.719654286511665e-18,4.909358918066943,-39.2809520828001
779,cell_302,cell_349,121.77067425787378,7.414514089987019e-18,4.802139556646345,-39.44309223113296
780,cell_303,cell_315,159.60428233491706,1.6608690951684004e-17,5.072697516328158,-38.63660556422923
781,cell_304,cell_325,92.42680132449838,9.525110751707242e-18,4.5264169942135,-39.19260012547183
782,cell_304,cell_356,190.12619587620776,5.190465804802517e-18,5.247688040506856,-39.79970823029871
783,cell_305,cell_306,112.27716542525032,1.0957566463917818e-16,4.720970505585857,-36.74991636199669
784,cell_305,cell_310,444.7531965626847,5.214846347129999e-17,6.097519513844871,-37.492436956517686
785,cell_305,cell_328,104.57289433149744,2.4317473298520808e-17,4.649884381639023,-38.2553365161675
786,cell_305,cell_332,44.21092130419172,1.604288444259075e-16,3.788971846892488,-36.36868116653585
787,cell_306,cell_328,35.298085127424265,1.251157779264637e-16,3.563828716785869,-36.61729214185903
788,cell_307,cell_324,45.780084715292254,3.12910665136806e-17,3.8238491650096518,-38.003199031983684
