,cell_1,cell_2,tension,relative_adhesion,log_tension,log_adhesion
27,cell_11,cell_12,118.43403347919732,1.1019396795417033e-17,4.774356126071181,-39.04687460892418
28,cell_11,cell_16,101.73707503121904,3.82080384330062e-17,4.622391789533921,-37.80348575023421
29,cell_11,cell_23,67.5128674724718,7.477653781847345e-17,4.212318208932847,-37.13202750364414
30,cell_12,cell_16,30.391476651923146,3.9947441986024154e-17,3.4141621958082347,-37.75896703411795
31,cell_12,cell_28,117.09615890994152,1.4025621355171965e-17,4.762995468271843,-38.80564592006636
32,cell_13,cell_24,189.88459612307983,1.9220273972446957e-16,5.24641649879927,-36.18798092290844
33,cell_13,cell_42,166.88632768955384,1.285336428451936e-16,5.1173129081364,-36.59034099179948
34,cell_13,cell_46,282.9980721310169,3.120160151917086e-18,5.645440085362143,-40.308647342646154
35,cell_14,cell_20,349.3768938525698,2.0641165031569832e-16,5.856151264581812,-36.116659196550394
36,cell_14,cell_47,105.69489364158612,6.028115741806919e-17,4.660556581790461,-37.347512099620964
37,cell_14,cell_48,261.11888390589326,4.143071724982646e-17,5.5649757975091525,-37.7225091056235
38,cell_15,cell_19,105.62019777383048,8.368466804038727e-17,4.659849619780636,-37.01947589071065
39,cell_15,cell_27,254.2740993661837,2.0582380056311597e-17,5.538412816537768,-38.42209630117902
40,cell_16,cell_23,110.731990437212,2.1026705237358624e-17,4.707112781139644,-38.40073836609752
41,cell_16,cell_28,107.34259252249966,1.0211131537564763e-17,4.676025518893199,-39.12305322145501
42,cell_16,cell_30,111.1666296918745,6.503467835519919e-18,4.711030244080687,-39.57419612610187
43,cell_17,cell_21,67.78772144640538,8.385289493578797e-17,4.216381078935295,-37.017467661046204
44,cell_17,cell_36,118.28804127217484,5.649194368416727e-18,4.773122677727294,-39.7150187285621
45,cell_17,cell_37,87.46713141710971,3.0828278705152045e-17,4.4712630818455175,-38.01809926536814
46,cell_18,cell_33,298.77865108705214,7.520026178565906e-17,5.699703001867559,-37.126376961750815
47,cell_18,cell_38,252.20740939829008,1.290673156719106e-16,5.530251802156718,-36.58619757872143
48,cell_18,cell_45,124.23403228957535,2.090490666070389e-16,4.822167143958309,-36.10396268102708
49,cell_18,cell_55,134.36089600128372,6.365749375540883e-17,4.900529433382795,-37.29301462203458
50,cell_19,cell_21,57.9517239783817,3.605505465683985e-17,4.059610318754502,-37.8614846075957
51,cell_19,cell_27,122.961700503208,7.55122494418654e-17,4.811872928861516,-37.122236786534906
52,cell_20,cell_34,179.09326924735527,1.2915190639942957e-16,5.18790672738536,-36.58554239333387
53,cell_20,cell_48,159.64157209208997,9.528037588423082e-17,5.072931127865006,-36.88970780380496
54,cell_20,cell_66,186.47925629136324,7.953096151085311e-18,5.228320006577996,-39.372970368077
55,cell_21,cell_37,84.88063360605159,5.1334870950201805e-17,4.441245959005148,-37.508161407020545
56,cell_22,cell_36,201.99709800814463,4.806190899718004e-18,5.308253331001695,-39.876626816244226
57,cell_22,cell_59,139.611580060204,1.2360097105696446e-17,4.938864138608627,-38.93205836544621
58,cell_22,cell_60,196.79226014517587,2.130906147727636e-18,5.282148655314156,-40.689984363169174
59,cell_23,cell_26,111.6073570406963,7.926482468837218e-17,4.714986971078095,-37.073737216315564
60,cell_23,cell_30,119.35067920960095,2.446953405693982e-17,4.782066043674393,-38.249102838019624
61,cell_23,cell_35,185.41980104994843,1.5560650626574727e-17,5.222622449208508,-38.70178634196954
62,cell_24,cell_38,166.91700361167335,1.0219794388463329e-16,5.117496704517857,-36.81962011487126
