,cell_1,cell_2,tension,type,distance_to_boundary,relative_adhesion,Cdh1,Cdh2,Cdh3,Cdh4,Cdh15,Cdh6,Cdh7,Cdh8,Cdh9,Cdh10,Cdh11,Cdh12,Cdh18,Cdh20,Cdh22,Cdh24,Cdh13,log_tension,log_adhesion
262,cell_147,cell_195,25.039097371496943,Hindbrain_awayfrom_boundary,2,4.517395866126755e-17,0.0,4.261000200073628e-17,0.0,9.986439346797432e-19,2.448557825172153e-22,0.0,0.0,0.0,0,5.485227592576526e-22,4.587034367500813e-19,0,0,7.501993597568136e-19,2.6015110352184274e-21,2.4115458915781527e-19,1.1186045060982344e-19,3.2204384981179928,-37.63601088889731
270,cell_150,cell_159,228.30223190391985,heterotypic,0,2.08742123248744e-17,4.715441635461331e-25,1.8646691353214138e-17,0.0,5.637292498079356e-19,7.37258990083998e-21,4.80612440847242e-19,0.0,0.0,0,1.3951006252741973e-21,2.48562016468828e-19,0,0,1.4416951870542376e-19,7.750617107411974e-19,0.0,6.617873019358357e-21,5.430670329676837,-38.408017136807956
274,cell_153,cell_197,11.459384370002605,Midbrain_awayfrom_boundary,3,2.5708093027513255e-16,2.1256010431989726e-24,2.501129106313817e-16,0.0,3.8305527424036335e-19,4.3627502195240473e-20,2.5192681859817106e-18,0.0,4.4339473504145006e-24,0,8.038049996962599e-25,1.1161234165029395e-18,0,0,1.0538694071017483e-18,7.035545286008981e-19,1.145729385321227e-18,2.784580453374583e-21,2.4388089899485674,-35.89714073477511
275,cell_153,cell_200,259.464907472303,Midbrain_awayfrom_boundary,4,2.2044218169339574e-17,0.0,2.1600835073759776e-17,0.0,2.5255564785677806e-20,6.284388243146796e-21,0.0,0.0,4.2775869759965805e-24,0,1.755964068993973e-25,7.649652131392544e-20,0,0,3.2066458212182063e-19,3.983571490209849e-21,0.0,1.0694014441634164e-20,5.558621462140759,-38.35348132092663
276,cell_155,cell_170,154.46326776621606,Midbrain_awayfrom_boundary,1,1.0065181555215053e-16,0.0,1.0008982062983262e-16,0.0,1.7738576663330463e-20,9.89019910709437e-22,1.1043044921507794e-19,0.0,3.904942698853561e-23,0,0.0,1.6846829779493424e-19,0,0,1.3363539041017079e-19,1.1302667896051786e-19,0.0,1.766745993616967e-20,5.039956318985026,-36.834864483696975
277,cell_155,cell_197,46.26697423373943,Midbrain_awayfrom_boundary,2,1.2422549427392298e-16,0.0,1.2293785759495085e-16,0.0,2.98714885215167e-20,4.103281065736885e-20,1.1678552953024166e-19,0.0,4.4247000769896566e-23,0,4.904696420455117e-23,4.618454579472935e-19,0,0,4.855404662993979e-19,9.971358626965741e-20,4.6406691755921607e-20,6.347354025767526e-21,3.8344284070858006,-36.624433257552035
278,cell_155,cell_214,198.64953276220533,Midbrain_awayfrom_boundary,2,7.14446043714671e-17,0.0,7.088456302088341e-17,0.0,6.605429678680406e-20,5.131515156805221e-21,8.088922171024391e-21,0.0,1.60604837217506e-21,0,1.396805463809724e-20,1.705334920553075e-19,0,0,2.2000273118475066e-19,7.319803751345216e-20,0.0,1.4582527052766148e-21,5.291542130192427,-37.177609288513054
279,cell_155,cell_230,258.8475285188287,Midbrain_awayfrom_boundary,2,7.15132199734189e-18,0.0,7.128153723712775e-18,0.0,7.991778162451735e-24,1.5308168528216388e-21,0.0,0.0,2.213629764811051e-22,0,2.67092152765464e-23,1.3941175506137517e-20,0,0,5.158368981120094e-23,7.320498223039179e-21,5.974892503374341e-23,8.386462350434582e-24,5.556239195374296,-39.4792344395447
283,cell_159,cell_168,136.90100583742506,heterotypic,0,4.8015201491814627e-17,0.0,4.5834051704140507e-17,0.0,6.767791737428926e-19,1.2999252582603393e-20,5.742863333824102e-19,0.0,2.6057168258624604e-24,0,9.777348285777963e-23,2.55929138268026e-19,0,0,1.7340294943309062e-19,4.87505186019299e-19,0.0,1.4737504610853541e-22,4.919258079509378,-37.57501401537694
285,cell_162,cell_198,720.2406413009071,Midbrain_awayfrom_boundary,5,5.585364639205612e-17,0.0,5.422721021136188e-17,0.0,5.890800453338952e-20,1.8441310379804457e-22,0.0,0.0,0.0,0,0.0,1.9537409824598513e-19,0,0,2.0202266744631673e-20,1.334269677076603e-18,0.0,1.7497720989840318e-20,6.57958538019873,-37.42379686148367
294,cell_167,cell_195,220.574137816025,Hindbrain_awayfrom_boundary,3,1.0863713855311639e-17,0.0,1.0575105894418103e-17,0.0,7.192585555837634e-20,4.167269177093228e-23,8.19638603576808e-23,0.0,0.0,0,4.978898756816785e-24,4.7638555940502735e-20,0,0,1.0889011810947632e-19,2.77807400735638e-23,4.4157047388305065e-20,1.5839987705917538e-20,5.396233864298647,-39.061103442220144
295,cell_167,cell_196,627.4615679048388,Hindbrain_awayfrom_boundary,3,5.915556743433215e-18,0.0,5.659968252442277e-18,0.0,3.919502870624079e-20,1.5468482287872206e-21,1.1793797056899461e-23,0.0,0.0,0,6.020561598396508e-27,4.4936230814559496e-20,0,0,1.0119459877987413e-19,6.491967293374513e-21,1.8284421803138474e-20,4.392759554734517e-20,6.441682422763513,-39.66894605689639
297,cell_168,cell_171,89.8252707376708,heterotypic,0,6.180491945447971e-17,0.0,5.898883722300457e-17,0.0,8.735516769620108e-19,1.6818210254872572e-20,7.413872317993469e-19,0.0,3.3714663751176734e-24,0,1.2650611787449836e-22,3.308425848087413e-19,0,0,2.241729497973724e-19,6.289890191962827e-19,0.0,1.9068107226409853e-22,4.497866347052049,-37.32254870977402
298,cell_168,cell_194,113.9792465468856,heterotypic,0,5.802949244269053e-20,0.0,4.813003287005209e-20,0.0,2.727426388820983e-22,8.806524452870008e-24,5.4232481980363485e-21,0.0,0.0,0,2.5794229279136706e-26,2.122992962629129e-21,0,0,2.1320951879116195e-22,1.8435493308044583e-21,9.027582335433123e-24,5.857022477646977e-24,4.73601638398744,-44.29333558117475
300,cell_168,cell_219,174.7444288174526,heterotypic,0,2.4187334505571617e-17,0.0,2.307151383168782e-17,0.0,1.824851234489912e-19,9.024421550520426e-23,3.796852956292846e-19,0.0,0.0,0,1.8030337134723593e-23,6.861077562858772e-20,0,0,8.253975745894674e-21,4.76670066549646e-19,0.0,7.16232875448145e-24,5.163324499732767,-38.26070254527314
302,cell_169,cell_194,122.50011592649932,Hindbrain_awayfrom_boundary,1,2.9643773481197236e-18,1.0970166913255739e-24,2.3451053568117763e-18,0.0,5.4012069988893146e-20,3.897283193922235e-23,9.03526603177221e-20,0.0,0.0,0,3.6028356099252934e-23,2.1755741021692876e-19,0,0,1.6743851686955243e-20,2.3042103230687445e-19,1.687413331848057e-21,8.421455253996183e-21,4.8081119763231035,-40.35986466413051
303,cell_169,cell_195,25.92515048445121,Hindbrain_awayfrom_boundary,2,2.160437725959821e-17,0.0,1.9554668018531005e-17,0.0,1.2629043327117623e-18,9.786314268765408e-24,1.0711560845399081e-21,0.0,0.0,0,2.8322024071343615e-20,2.682481385881577e-19,0,0,2.4110009457636537e-19,1.2971031720833198e-21,2.340379483578311e-19,1.271865719085157e-20,3.2552135587063127,-38.3736357288263
304,cell_169,cell_228,102.79587912082624,Hindbrain_awayfrom_boundary,2,2.7199192028938367e-17,1.4684505921234971e-24,2.4877200787789347e-17,0.0,1.0196947397771124e-18,5.163506543163683e-22,8.98546728905059e-20,0.0,0.0,0,0.0,2.5335551097922264e-19,0,0,2.5721740689441264e-19,4.492896485284352e-19,2.479870124832822e-19,4.074430491141016e-21,4.632745265844299,-38.14334440585051
305,cell_170,cell_199,143.9613225962483,Midbrain_awayfrom_boundary,1,6.629982616343216e-17,0.0,6.381781253284273e-17,0.0,2.0102187651379617e-19,4.724957385154222e-22,5.690848053602178e-19,0.0,5.447009300633643e-22,0,0.0,2.662688921287304e-19,0,0,1.2101935420283156e-19,1.25392576036824e-18,0.0,6.967574534704649e-20,4.969544670416809,-37.25234439867379
306,cell_170,cell_214,266.28337321022207,Midbrain_awayfrom_boundary,1,2.6142532203942288e-17,0.0,2.5696899272854575e-17,0.0,1.5042308356578316e-19,3.99028313819359e-23,4.173250335288652e-20,0.0,4.318106205836645e-23,0,0.0,4.487236429840598e-20,0,0,3.865533481801136e-20,1.6932557119648113e-19,0.0,5.409899627040305e-22,5.584561054559063,-38.182968099541355
311,cell_175,cell_182,541.5911106350924,Hindbrain_awayfrom_boundary,5,8.491660435693004e-18,1.1972879519687267e-23,8.347290898162894e-18,0.0,7.125229205720547e-20,2.2528910148834968e-21,2.2569508565666155e-21,0.0,0.0,0,0.0,1.5958469648092547e-20,0,0,2.4798825789916713e-20,6.784436881468038e-23,6.1821582548984155e-25,2.7769672699286427e-20,6.294511308308073,-39.307447117227525
312,cell_175,cell_196,839.7766244200382,Hindbrain_awayfrom_boundary,4,1.2648800143385096e-17,4.046844481943706e-21,1.1888251951219293e-17,0.0,2.390540815910948e-19,2.7225008046643754e-21,1.5955524638609885e-23,0.0,0.0,0,2.522532195187727e-25,2.770096815123323e-19,0,0,1.44346469506181e-19,1.387749871579305e-20,2.779930864714648e-22,7.919691468946327e-20,6.733135933164008,-38.90896931354316
313,cell_175,cell_211,658.3112781258393,Hindbrain_awayfrom_boundary,5,6.838253120611189e-18,0.0,6.414452201595168e-18,0.0,1.4086679915204545e-19,1.6697600378287502e-21,0.0,0.0,0.0,0,0.0,8.876118332681748e-20,0,0,9.994895201501635e-20,1.5892010471021625e-20,3.069158655164904e-22,7.6355298147775e-20,6.489677886524919,-39.523999366599895
314,cell_175,cell_212,681.3272925847149,Hindbrain_awayfrom_boundary,5,9.194327946746942e-18,1.7926412132473097e-21,8.796117459434297e-18,0.0,1.2718157071508209e-19,1.879966047561278e-21,2.2410763859051795e-22,0.0,0.0,0,1.1184684470313195e-25,1.360625752688403e-19,0,0,8.562332954430037e-20,1.0095988482069436e-20,2.6989127101330587e-22,3.5080305285095046e-20,6.524042796546781,-39.22794490749658
335,cell_194,cell_224,196.53543899253205,Hindbrain_awayfrom_boundary,1,3.31646200167626e-19,4.349755527194521e-24,2.418996530953669e-19,0.0,1.27859662325331e-20,2.71462144213386e-24,7.80991616116406e-22,0.0,0.0,0,0.0,3.1387818852579615e-20,0,0,4.68339938092851e-21,3.0981614660079896e-20,0.0,9.119691953052237e-21,5.280842766155043,-42.5502182143258
336,cell_194,cell_228,132.4483354647427,Hindbrain_awayfrom_boundary,1,1.6955926221633383e-19,7.57230124508402e-27,1.317850506938397e-19,0.0,1.7013810671885262e-21,1.5469900542470475e-23,1.398218451431033e-20,0.0,0.0,0,0.0,1.3460316091023905e-20,0,0,1.1311620415232734e-21,7.339310533269624e-21,3.6576053258240104e-23,1.0780374907649995e-22,4.8861926483664995,-43.22108445756575
337,cell_195,cell_196,425.7987398815545,Hindbrain_awayfrom_boundary,3,4.004978522469929e-17,0.0,3.545482367273053e-17,0.0,2.003413428563074e-18,2.063317222231756e-22,2.1362756504287107e-23,0.0,0.0,0,7.383354881842177e-23,1.2546021752461385e-18,0,0,1.0792684812118917e-18,2.152854708316315e-21,1.4881692817584402e-19,1.0640615603596059e-19,6.053966793041084,-37.756408363072005
338,cell_195,cell_228,99.99133481440684,Hindbrain_awayfrom_boundary,2,5.30001971651311e-17,0.0,4.963910658339768e-17,0.0,1.7051565724127846e-18,1.6760628627558292e-22,7.080883642128747e-21,0.0,0.0,0,0.0,7.164800637169496e-19,0,0,7.053492243418909e-19,1.786441687844087e-21,2.1804531017664535e-19,7.024479468891016e-21,4.605083530377671,-37.476236040250804
339,cell_195,cell_235,213.0063101654524,Hindbrain_awayfrom_boundary,3,3.8999116719597043e-17,0.0,3.542412329953853e-17,0.0,1.3186291086397302e-18,2.219099583019593e-22,4.235591458756408e-21,0.0,0.0,0,3.502961709555222e-22,9.779735358511317e-19,0,0,9.747191971936e-19,2.5500964012663985e-21,2.1197964398836666e-19,8.433404039641317e-20,5.361321790460525,-37.78299267623511
340,cell_195,cell_259,104.28734441766991,Hindbrain_awayfrom_boundary,3,3.801042975381337e-17,0.0,3.463008190680512e-17,0.0,9.166556345040928e-19,1.7984043770485322e-22,7.36221762782004e-23,0.0,0.0,0,0.0,5.261945102357154e-19,0,0,1.6994369592264301e-18,2.411570030187288e-21,2.3472859818599246e-19,6.671122118495532e-22,4.647150016367268,-37.80867108462005
341,cell_196,cell_212,389.39986663371167,Hindbrain_awayfrom_boundary,4,3.547645404692225e-17,1.0590370417770482e-20,3.03718583731908e-17,0.0,1.2630014798373518e-18,1.1580244571122084e-20,9.453523069357401e-23,0.0,0.0,0,8.66784437209401e-26,1.2732229659808964e-18,0,0,1.3057232193511552e-18,8.229884571326639e-19,1.3103849041665163e-19,2.8635582411469914e-19,5.964606750446288,-37.87766246375372
342,cell_196,cell_235,391.2553106497297,Hindbrain_awayfrom_boundary,4,2.2101166357571807e-17,5.846414274297683e-21,1.858583941024674e-17,0.0,7.186800781083449e-19,8.270185161843181e-21,6.117871627322721e-22,0.0,0.0,0,4.252763986943347e-25,9.2761527904092e-19,0,0,9.129724982656493e-19,6.183109946602613e-19,8.801321587732524e-20,2.350060694972967e-19,5.9693603153078785,-38.350901290401026
343,cell_197,cell_200,252.5714168190365,Midbrain_awayfrom_boundary,3,7.494231041042664e-17,0.0,7.322020874405106e-17,0.0,9.877230876472619e-20,2.4867753182254888e-20,0.0,0.0,1.6961546348500232e-23,0,6.963008409841111e-25,2.986384338708615e-19,0,0,1.2421509134484345e-18,1.527756915264268e-20,0.0,4.2377030109477666e-20,5.53169404761131,-37.129813050866055
344,cell_197,cell_226,227.1337245568483,Midbrain_awayfrom_boundary,3,6.946265242176705e-17,2.6795875712838374e-25,6.690342920229323e-17,0.0,3.5892641016325587e-19,1.5922794998244864e-20,0.0,0.0,1.2614122319094093e-22,0,2.0409126134982405e-24,4.121255854957941e-19,0,0,3.515360573029934e-19,1.0989232233337976e-18,3.048392426770384e-19,1.682145540812363e-20,5.425538938997168,-37.20574244098626
345,cell_197,cell_230,264.2313017963921,Midbrain_awayfrom_boundary,3,6.227018194796033e-17,4.0562126502319504e-25,6.178559748274775e-17,0.0,5.633354981615227e-22,9.10852791360618e-21,0.0,0.0,1.243902768163387e-22,0,2.4547312937705084e-24,1.8551051564128524e-19,0,0,6.030852808982263e-22,2.808403581327116e-19,7.810774032683672e-21,2.0618083856222657e-23,5.576824862725079,-37.3150489830927
346,cell_198,cell_200,67.28446431451464,Midbrain_awayfrom_boundary,4,2.7691912085500997e-17,0.0,2.7431017573232782e-17,0.0,1.1596219964466485e-20,1.7207835101900798e-22,0.0,0.0,1.0351305765622168e-22,0,0.0,1.3538305778922835e-19,0,0,3.460372913818655e-20,1.7488441833368973e-20,0.0,6.154747213428823e-20,4.208929367721887,-38.1253912858076
347,cell_198,cell_225,286.5424377391338,Midbrain_awayfrom_boundary,5,1.2533840358883344e-17,0.0,1.2423162554149942e-17,0.0,1.7216427402393005e-20,4.617358088193007e-24,2.5258551809980933e-24,0.0,1.6852343921342228e-21,0,0.0,7.571445764249015e-20,0,0,4.0476633001980874e-21,7.92350179491099e-21,0.0,4.083376988006987e-21,5.65788664992933,-38.9180994588171
348,cell_198,cell_243,309.1943495513865,Midbrain_awayfrom_boundary,5,2.8757951760092835e-17,0.0,2.7735375833970668e-17,0.0,2.646048905536336e-22,1.316406132717595e-24,1.5915358924371862e-22,0.0,0.0,0,0.0,1.5691255746365816e-19,0,0,2.3089594617089593e-22,8.629111267002948e-19,0.0,2.09627112611343e-21,5.73397004213292,-38.08761736193173
349,cell_199,cell_214,107.69640989295289,Midbrain_awayfrom_boundary,1,9.149361838353745e-17,5.673142778834143e-25,8.743259987967175e-17,0.0,1.4547584280279086e-18,4.730225310144766e-21,7.923238518559217e-20,0.0,4.323759488128041e-20,0,2.2737111509892206e-21,5.201634487615166e-19,0,0,3.844292729292129e-19,1.5610983457814595e-18,0.0,1.1094524523307761e-20,4.679316249279471,-36.93026244848582
351,cell_199,cell_264,166.87621623051558,Midbrain_awayfrom_boundary,1,8.624228788073439e-17,2.2056559007182906e-25,7.940772365706504e-17,0.0,1.8422939737541983e-18,1.892060002360232e-20,6.694047571848751e-21,0.0,1.9806859094601731e-19,0,0.0,5.35192728906456e-19,0,0,3.992970112370053e-19,3.69827709357654e-18,8.295239500375727e-21,1.2752471758773023e-19,5.117252317400707,-36.98937103785473
352,cell_200,cell_226,281.2389726267535,Midbrain_awayfrom_boundary,4,2.3137482950209684e-17,0.0,2.2497209164250425e-17,0.0,6.510657475339264e-20,6.3227775225325205e-21,0.0,0.0,3.354547801826044e-22,0,1.2290118765757908e-24,7.809805580216723e-20,0,0,2.955971135554483e-19,1.651560908104322e-20,0.0,1.782969714526178e-19,5.6392047443117495,-38.30507773288339
353,cell_200,cell_236,280.1934400844633,Midbrain_awayfrom_boundary,4,4.2047818169897684e-17,0.0,4.0679012606202404e-17,0.0,1.171753987257716e-19,1.3275368669440908e-20,0.0,0.0,9.81593875304554e-24,0,1.5442675344829577e-24,1.948858405692316e-19,0,0,6.175485342475406e-19,3.4233123787833486e-20,0.0,3.916759374891747e-19,5.635480222081612,-37.70772417538607
354,cell_200,cell_243,350.06039138018343,Midbrain_awayfrom_boundary,4,2.6794551795905413e-18,0.0,2.6698860720532807e-18,0.0,3.9300299888508505e-23,7.218374196463847e-24,0.0,0.0,0.0,0,2.05818225966275e-26,6.2807011031688194e-21,0,0,6.528389787976155e-22,1.1290714552938233e-21,0.0,1.4599567440927597e-21,5.8581056863994965,-40.46091819123407
370,cell_211,cell_212,204.02029698489108,Hindbrain_awayfrom_boundary,5,1.8037736460401342e-17,0.0,1.4868755195104978e-17,0.0,6.861114796303738e-19,6.5700753591506245e-21,0.0,0.0,1.2471027902137543e-21,0,0.0,3.764200434114412e-19,0,0,8.328442334600139e-19,8.765112643234875e-19,1.3388276189192803e-19,2.5539430442975538e-19,5.318219483918891,-38.554065640501
372,cell_211,cell_253,161.43938277262376,Hindbrain_awayfrom_boundary,5,7.181606198421574e-18,0.0,6.373518043346431e-18,0.0,1.1710798198127396e-19,2.3405796998488874e-21,0.0,0.0,1.2351765666326056e-21,0,0.0,4.244939615601507e-20,0,0,2.154806071133307e-19,3.53383093724454e-19,7.269805344489915e-20,3.393266388688392e-21,5.084129733336244,-39.47500861133528
375,cell_212,cell_235,1.538615327833009,Hindbrain_awayfrom_boundary,4,3.941961291767555e-17,6.4250175693982654e-21,3.436833524038159e-17,0.0,9.472534933096816e-19,1.4167937161267875e-20,2.1338177836283722e-20,0.0,0.0,0,4.678072610159112e-25,1.1290203650853371e-18,0,0,1.3417460283704617e-18,1.1208831023489922e-18,2.1227711728110393e-19,2.581659705241642e-19,0.43088287418793325,-37.77226819165645
376,cell_212,cell_253,169.0804483612682,Hindbrain_awayfrom_boundary,5,2.5526682220267922e-17,6.021144273929008e-23,2.3769850499157178e-17,0.0,2.8090592097048975e-19,7.00004350981649e-21,3.119953849957694e-21,0.0,3.238110343569919e-20,0,0.0,1.7279499222721006e-19,0,0,4.910906129731225e-19,5.953522318534425e-19,1.6998477894181069e-19,4.141871906454859e-21,5.130374627465053,-38.206807407204
377,cell_214,cell_230,165.7904961378417,Midbrain_awayfrom_boundary,2,6.476049308308537e-17,5.435040340190131e-25,6.42109144535674e-17,0.0,2.4482379080250493e-21,2.2394560240892676e-21,0.0,0.0,8.877058549848216e-21,0,1.3742370546149673e-21,1.346345803576499e-19,0,0,5.411697546622801e-22,3.994540339875037e-19,0.0,9.312377543763528e-24,5.110724919814854,-37.2758359311055
378,cell_214,cell_250,138.75830914512116,Midbrain_awayfrom_boundary,2,6.747996291834069e-17,9.434510440384387e-23,6.448347554749414e-17,0.0,2.118061061305492e-18,3.3177955508341502e-21,1.4244800093133156e-20,0.0,2.4447893868889438e-20,0,5.3848852739077507e-20,1.9889931890835488e-19,0,0,1.742300522738311e-19,4.0798787814805995e-19,0.0,1.3553728544735537e-21,4.932733636564068,-37.23470096573594
379,cell_214,cell_264,165.7795833305466,Midbrain_awayfrom_boundary,1,2.163936716154529e-17,1.42494573997669e-25,2.0299999011174237e-17,0.0,8.848109592850089e-19,1.0109234270872022e-21,3.1561015786210186e-22,0.0,9.920801927616056e-21,0,0.0,5.70304179134868e-20,0,0,8.065526869693689e-20,3.049976888510184e-19,0.0,6.263376174636997e-22,5.110659094772277,-38.37201746426335
387,cell_219,cell_244,169.5603471929387,heterotypic,0,1.625235561708723e-17,9.181664445662173e-27,1.5216299477598785e-17,0.0,2.959574740723716e-19,2.2366679223211022e-23,6.544784209702553e-20,0.0,0.0,0,1.0597118248173667e-24,7.118661734960666e-20,0,0,1.6805363058830728e-22,6.0319970719569365e-19,0.0,7.300957044393124e-23,5.1332088940934435,-38.658293814571394
395,cell_224,cell_228,151.9560769052341,Hindbrain_awayfrom_boundary,1,4.5163759057409035e-18,9.842298418886879e-24,3.819020340354623e-18,0.0,4.043896104458623e-19,6.079627894457642e-23,1.3112502912812204e-21,0.0,0.0,0,0.0,6.175816288109799e-20,0,0,1.2125754988888084e-19,1.0111003644760737e-19,0.0,7.458316854187455e-21,5.023591511358334,-39.93882179242011
396,cell_224,cell_251,254.42935654591187,Hindbrain_awayfrom_boundary,1,2.8511067673445468e-18,0.0,2.3251353006875127e-18,0.0,4.935270735455434e-19,3.7976570014648734e-23,2.63380270830547e-22,0.0,0.0,0,0.0,2.045768397623946e-20,0,0,2.7252460440089637e-21,2.651340855794721e-21,0.0,6.308765394602486e-21,5.539023220036091,-40.39882441557736
397,cell_225,cell_243,292.9475057491127,Midbrain_awayfrom_boundary,5,4.1146133937771625e-17,0.0,4.099989997772389e-17,0.0,1.9953322062799088e-21,6.624981864030325e-24,6.656271017625566e-22,0.0,0.0,0,7.706661865080055e-25,1.2014283658874196e-19,0,0,2.6125239164059474e-21,1.749686664499359e-20,0.0,3.313377941502195e-21,5.679993431699944,-37.729401701662795
398,cell_226,cell_230,131.76211293010357,Midbrain_awayfrom_boundary,3,1.3283534977426405e-16,2.9738699178873055e-25,1.2976587582026678e-16,0.0,3.106216638331625e-21,1.9375155588359742e-20,0.0,0.0,2.0585192615659227e-20,0,3.6248671214907006e-23,4.0545948596737057e-19,0,0,1.2170822147815647e-21,2.6062988781620277e-18,1.2670596609053568e-20,7.248001434732493e-22,4.880998121943779,-36.55742128421303
399,cell_226,cell_236,1.5372285700496906,Midbrain_awayfrom_boundary,4,2.691930456499943e-16,4.407814735117231e-25,2.4215914462645383e-16,0.0,2.9283025033118056e-18,5.82949384553394e-20,0.0,0.0,5.006408059603794e-22,0,3.1042253775147033e-23,1.8433194371572158e-18,0,0,1.203973052825322e-18,1.886929782089519e-17,1.0645754237121934e-18,1.0656057233422103e-18,0.4299811653084709,-35.85110290985121
400,cell_226,cell_273,127.11682330846976,Midbrain_awayfrom_boundary,4,1.2482267599199176e-16,3.298524446259812e-23,1.178684875122339e-16,0.0,2.8234519711742148e-18,2.7001021694407366e-20,0.0,0.0,6.721387039363361e-20,0,9.310298809459544e-22,3.8892304547753343e-19,0,0,5.271757974203073e-19,2.8492109516395126e-18,2.4555511685508948e-21,2.67792255664263e-19,4.845106532209399,-36.61963753580891
401,cell_228,cell_251,151.3912194794356,Hindbrain_awayfrom_boundary,1,4.2326572429909995e-17,0.0,4.01082118659878e-17,0.0,1.8068468437522138e-18,5.902830974334484e-21,1.274825933050316e-19,0.0,0.0,0,0.0,2.3919703692352846e-19,0,0,1.7950805895514552e-20,1.706406610316263e-20,1.8823248820475436e-21,2.0340620863581344e-21,5.01986734380923,-37.70111659523684
402,cell_228,cell_259,114.50395962803192,Hindbrain_awayfrom_boundary,2,4.631672122357585e-17,8.050092902029576e-23,4.2319436060450566e-17,0.0,7.153739617281316e-19,9.137848362263047e-21,5.917006126106482e-21,0.0,0.0,0,0.0,4.783842894659169e-19,0,0,1.7358807343705807e-18,8.127286107820526e-19,2.3957639596357054e-19,2.058153976455479e-22,4.740609404300563,-37.61102862846216
403,cell_228,cell_291,235.73364692220576,Hindbrain_awayfrom_boundary,2,5.759295884969533e-17,0.0,5.3537181859977314e-17,0.0,7.81370561746802e-19,1.0774091113316617e-20,0.0,0.0,0.0,0,0.0,5.632025900544878e-19,0,0,1.1324396867623032e-18,1.2839230841480132e-18,2.7080445542518484e-19,1.3262520467901091e-20,5.462702552923977,-37.39313135585595
404,cell_230,cell_250,53.66000026436196,Midbrain_awayfrom_boundary,3,2.171330893012986e-16,1.507092202404921e-22,2.151407386034423e-16,0.0,7.954643467547262e-21,3.1669033638842824e-20,0.0,0.0,1.0786737662462332e-19,0,3.293837828115643e-21,5.203644340744477e-19,0,0,1.3068300197796194e-21,1.3190600786521798e-18,4.343439434245134e-22,2.4941038703900414e-22,3.9826678499240895,-36.06602119360046
405,cell_230,cell_273,7.896251802777252,Midbrain_awayfrom_boundary,3,1.0294776600516439e-16,5.1765045750142175e-23,1.0191546652821989e-16,0.0,4.536183791804109e-21,1.601299904975891e-20,0.0,0.0,6.874273416812601e-20,0,1.160937184108672e-21,1.8159935685414255e-19,0,0,9.431350161502896e-22,7.5884635295760655e-19,6.595171516294088e-23,3.4006116190714556e-22,2.066388191538773,-36.812309940458604
413,cell_235,cell_253,170.16392499834558,Hindbrain_awayfrom_boundary,4,4.944642766894085e-18,1.0423406728403196e-23,4.5624399128020606e-18,0.0,5.0148414763919414e-20,1.5676510271567844e-21,6.343517912016364e-21,0.0,0.0,0,0.0,3.9436379002558387e-20,0,0,1.0752774951132854e-19,1.4029280037030289e-19,3.581046407034054e-20,1.0654540276735884e-21,5.136762237141854,-39.84822695270288
414,cell_235,cell_259,244.364878023922,Hindbrain_awayfrom_boundary,3,7.302593719541186e-18,1.858278631811416e-21,6.2496908216619106e-18,0.0,1.146017190867893e-19,2.5053666328832782e-21,7.329295371334165e-22,0.0,0.0,0,0.0,1.3515713474926725e-19,0,0,5.033740945799778e-19,2.4591918299036638e-19,4.824271249712596e-20,5.114791739219329e-22,5.4986625100308455,-39.458302084797275
415,cell_235,cell_262,141.29076432532943,Hindbrain_awayfrom_boundary,4,4.256081899558927e-17,0.0,3.707428845390997e-17,0.0,3.695694583636053e-19,1.7960968158384313e-20,4.740157526104444e-19,0.0,0.0,0,7.210800541114367e-24,9.470764525569933e-19,0,0,1.403647491481402e-18,1.709540317657998e-18,3.173236820246028e-19,2.4738920802532486e-19,4.950819925383931,-37.695597585727164
416,cell_236,cell_243,144.14574324832674,Midbrain_awayfrom_boundary,5,6.860193065667646e-17,0.0,6.549733869816081e-17,0.0,4.049899204099548e-21,1.5408940122873487e-22,0.0,0.0,0.0,0,1.2036505576669685e-24,3.428815563470318e-19,0,0,6.170359348667077e-21,2.7311349451094708e-18,0.0,2.0199905454593425e-20,4.970824893633315,-37.218210995873676
421,cell_244,cell_251,148.49298411705055,heterotypic,0,3.262554015465824e-17,0.0,3.093727682069772e-17,0.0,1.5107613653013643e-18,2.6820465511491737e-21,2.770600589520551e-20,0.0,0.0,0,0.0,1.2609653728618074e-19,0,0,2.218711106164563e-22,1.7148747039613113e-20,1.889195804754007e-23,3.627868818339329e-21,5.000537712123648,-37.9614362519224
423,cell_244,cell_274,188.9682452934476,heterotypic,0,1.0938773639194878e-16,3.915508193393863e-26,1.0470699244800019e-16,0.0,2.5669241053625555e-18,7.818076624322188e-21,4.643579749632234e-21,0.0,0.0,0,1.9155080800115146e-22,4.721968117591551e-19,0,0,7.816512026264656e-21,1.5704262892588763e-18,2.0664452041860312e-21,4.866053400052698e-20,5.2415789866232725,-36.75163288898237
