,contractility
cell_378,0.022621431238718945
cell_379,0.031603322621030716
cell_380,0.015306808252109672
cell_381,0.035827427155618416
cell_382,0.01418545049556911
cell_383,0.003200478634215231
cell_384,0.06581051193428274
cell_385,0.01057680210526026
cell_386,0.033373869687213835
cell_387,0.022688357388490725
cell_388,0.016708211550054954
cell_389,0.0239972603701204
cell_390,0.05703349758583667
cell_391,0.00803301075336773
cell_392,0.020191724376280456
cell_393,0.031132949133490972
cell_394,0.004423116958537959
cell_395,0.018049439473841924
cell_396,0.030490005404658276
cell_397,0.017518338428306225
cell_398,0.017981246952047027
cell_399,0.017518338428306225
cell_400,0.0791568871820493
cell_401,0.02105429724393476
cell_402,0.019205192849787132
cell_403,0.03612923613774856
cell_404,0.03502713158068496
cell_405,0.021482302900320015
cell_406,0.012301232339106124
cell_407,0.022351650317804048
cell_408,0.007595794096972623
cell_409,0.02633937248707496
cell_410,0.01818224346779773
cell_411,0.04453587826896216
cell_412,0.024489237197027933
cell_413,0.023764584016244816
cell_414,0.021304700857036004
cell_415,0.01818224346779773
cell_416,0.028812503516888157
cell_417,0.04223812122777738
cell_418,0.03145817544974079
cell_419,0.011262819846209408
cell_420,0.021304700857036004
cell_421,0.030918666939508163
cell_422,0.027966566102975873
cell_423,0.024357862777666255
cell_424,0.03617922173344851
cell_425,0.016737996391801166
cell_426,0.02633937248707496
cell_427,0.035192193090620924
cell_428,0.017691930207926705
cell_429,0.02969227302349351
cell_430,0.07246299833961292
cell_431,0.025718059021690883
cell_432,0.031565617661192744
cell_433,0.012301232339106124
cell_434,0.05136789782770058
cell_435,0.038599210768915065
cell_436,0.034107949893314345
cell_437,0.008685990043884477
cell_438,0.02969227302349351
cell_439,0.034107949893314345
cell_440,0.026125463088035292
cell_441,0.020655614330213515
cell_442,0.013803331578275922
cell_443,0.02148351792394544
cell_444,0.020470436082117308
cell_445,0.04215841122792188
cell_446,0.01875321848385344
cell_447,0.012918823181321095
cell_448,0.017387194524185724
cell_449,0.034107949893314345
cell_450,0.01673473979934282
cell_451,0.02855217091204403
cell_452,0.021142521433774628
cell_453,0.008152925403232054
cell_454,0.01561253418659613
cell_455,0.0323042474558217
cell_456,0.029939101820540187
cell_457,0.010212769762607534
cell_458,0.004968825783848437
cell_459,0.02328045703108704
cell_460,0.03026109401769957
cell_461,0.04215841122792188
cell_462,0.031695286469428
cell_463,0.04442436670875958
cell_464,0.01561253418659613
cell_465,0.004301602249102741
cell_466,0.022242003512902897
cell_467,0.018907007759006743
cell_468,0.0323042474558217
cell_469,0.014397086950165137
cell_470,0.04215841122792188
cell_471,0.010578352919179279
cell_472,0.02306961042907392
cell_473,0.03603179630377304
cell_474,0.03603179630377304
cell_475,0.04169784306310109
cell_476,0.013419387855632098
cell_477,0.0323042474558217
cell_478,0.023929070696432676
cell_479,0.00931840598694891
cell_480,0.018076953626819634
cell_481,0.03957254307131087
cell_482,0.028614914646192834
cell_483,0.028614914646192834
cell_484,0.0587500230767676
cell_485,0.004228755557061062
cell_486,0.008152925403232054
cell_487,0.01629788498416203
cell_488,0.00973615343153816
cell_489,0.04538825563386537
cell_490,0.021288396619270962
cell_491,0.04169784306310109
cell_492,0.018633590822686875
cell_493,0.04169784306310109
cell_494,0.06138503113957673
cell_495,0.03821208959397572
cell_496,0.01738442665636602
cell_497,0.04684994329516742
cell_498,0.014140049412654357
cell_499,0.021288396619270962
cell_500,0.02423837195618574
cell_501,0.004178189713941377
cell_502,0.00845592705016245
cell_503,0.02822661585395118
cell_504,0.041428792108524744
cell_505,0.023216526449700018
cell_506,0.02880017569049854
cell_507,0.037212526191162644
cell_508,0.013426168513840495
cell_509,0.01585918486156943
cell_510,0.02899890504050794
cell_511,0.034145124822135824
cell_512,0.0399240013748595
cell_513,0.00845592705016245
cell_514,0.02822661585395118
cell_515,0.004178189713941377
cell_516,0.0587500230767676
cell_517,0.013426168513840495
cell_518,0.015200704685269078
cell_519,0.03149699692380845
cell_520,0.013189205209846126
cell_521,0.034145124822135824
cell_522,0.010906032895873469
cell_523,0.039758921679786785
cell_524,0.035732624623079454
cell_525,0.019301430596581497
cell_526,0.01230655927201537
cell_527,0.025319309596856174
cell_528,0.01738442665636602
cell_529,0.03149699692380845
cell_530,0.013189205209846126
cell_531,0.01738442665636602
cell_532,0.021943875452428794
cell_533,0.015877626689593534
cell_534,0.01757876965001898
cell_535,0.0029227314289987563
cell_536,0.04039260291915792
cell_537,0.025384255325822423
cell_538,0.02822661585395118
cell_539,0.026574770785089224
cell_540,0.034145124822135824
cell_541,0.014992769715258642
cell_542,0.012065123460449795
cell_543,0.012763401703326753
cell_544,0.02899890504050794
cell_545,0.019301430596581497
cell_546,0.02822661585395118
cell_547,0.024377091318709194
cell_548,0.022422838406138488
cell_549,0.019749998471799323
cell_550,0.026574770785089224
cell_551,0.019417540028277863
cell_552,0.031893070501515346
cell_553,0.012065123460449795
cell_554,0.014395509877327154
cell_555,0.018493542111560835
cell_556,0.03183999668846492
cell_557,0.020388652220821982
cell_558,0.027123657266660182
cell_559,0.035732624623079454
cell_560,0.03712608424015698
cell_561,0.013089949832280387
cell_562,0.022384157083553652
cell_563,0.021670376075829306
cell_564,0.015303700966875373
cell_565,0.018493542111560835
cell_566,0.034764356825755315
cell_567,0.021580806018745888
cell_568,0.023996711928481133
cell_569,0.022126089784110122
cell_570,0.033989533156734246
cell_571,0.019417540028277863
cell_572,0.010682821806624452
cell_573,0.014395509877327154
cell_574,0.035944387881638735
cell_575,0.014044181937062175
cell_576,0.010682821806624452
cell_577,0.032804247027387295
cell_578,0.018675482853726104
cell_579,0.026651288446974668
cell_580,0.025071119585215636
cell_581,0.029174433160700015
cell_582,0.013987022298175543
cell_583,0.0
cell_584,0.03183999668846492
cell_585,0.03158805500132286
cell_586,0.034475255844412224
cell_587,0.014692611913409535
cell_588,0.008826107155080953
cell_589,0.009981643555170304
cell_590,0.03158805500132286
cell_591,0.027059198745578245
cell_592,0.026704777827001716
cell_593,0.00949040239028953
cell_594,0.0273648025853805
cell_595,0.0231701419360507
cell_596,0.0148298601512153
cell_597,0.01601514688536141
cell_598,0.009843960282432583
cell_599,0.019520942771909078
cell_600,0.007680287236654453
cell_601,0.020388772726190968
cell_602,0.0493098836091583
cell_603,0.015547964026859023
cell_604,0.02452802813953942
cell_605,0.013987022298175543
cell_606,0.023450795642930858
cell_607,0.012507210387636093
cell_608,0.01761946472720107
cell_609,0.044127876959564744
cell_610,0.01601514688536141
cell_611,0.01648457799682236
cell_612,0.01756774692150199
cell_613,0.01582595452362209
cell_614,0.007680287236654453
cell_615,0.0273648025853805
cell_616,0.04284371638641233
cell_617,0.03158805500132286
cell_618,0.024003603322823017
cell_619,0.0167975932302751
cell_620,0.011462585456991397
cell_621,0.012588084337597191
cell_622,0.005061880030669283
cell_623,0.022904927128351883
cell_624,0.013051986734956814
cell_625,0.043390239429560086
cell_626,0.0273648025853805
cell_627,0.013861006544713452
cell_628,0.04206093288601361
cell_629,0.009843960282432583
cell_630,0.028817812859152376
cell_631,0.019043420122165762
cell_632,0.05028377673535159
cell_633,0.008826107155080953
cell_634,0.016901874232817613
cell_635,0.015641814648600247
cell_636,0.027525496023653263
cell_637,0.002375045576723333
cell_638,0.029232308208377435
cell_639,0.0273648025853805
cell_640,0.03438053099950236
cell_641,0.013495749623522018
cell_642,0.00432844661416652
cell_643,0.021956228982005364
cell_644,0.043390239429560086
cell_645,0.019652574423887365
cell_646,0.01672930091275411
cell_647,0.00432844661416652
cell_648,0.01648808483229672
cell_649,0.017191659412454215
cell_650,0.02576241471638054
cell_651,0.025479651955178352
cell_652,0.03507250144672444
cell_653,0.027715954628607344
cell_654,0.015919970936284417
cell_655,0.031077667224350514
cell_656,0.029796708531842034
cell_657,0.029232308208377435
cell_658,0.028455531351837884
cell_659,0.019473969198107233
cell_660,0.03271020572740766
cell_661,0.021956228982005364
cell_662,0.006415539574237087
cell_663,0.048786531957213074
cell_664,0.011462585456991397
cell_665,0.006633884476217336
cell_666,0.028768673333601676
cell_667,0.00750264360435515
cell_668,0.030228775983330913
cell_669,0.01654301523544246
cell_670,0.011462585456991397
cell_671,0.03756169124932228
cell_672,0.01654301523544246
cell_673,0.002375045576723333
cell_674,0.026155256403732844
cell_675,0.030228775983330913
cell_676,0.02613363286361643
cell_677,0.006331132484733462
cell_678,0.027715954628607344
cell_679,0.029770923811521265
cell_680,0.024728942833228858
cell_681,0.021956228982005364
cell_682,0.0274100057516325
cell_683,0.028768673333601676
cell_684,0.010880623956071743
cell_685,0.03758122728984757
cell_686,0.013301189557147304
cell_687,0.01826831763876189
cell_688,0.04037672322797069
cell_689,0.008164587643834943
cell_690,0.02419722770909789
cell_691,0.030228775983330913
cell_692,0.03159643947537731
cell_693,0.006713462469296138
cell_694,0.02641596392849498
cell_695,0.02209976039154367
cell_696,0.022643095485682056
cell_697,0.030894043672670585
cell_698,0.030894043672670585
cell_699,0.0692228616707157
cell_700,0.010880623956071743
cell_701,0.03329949220206335
cell_702,0.024728942833228858
cell_703,0.12164233182334912
cell_704,0.0165759081551664
cell_705,0.011593656733039767
cell_706,0.054695282498813946
cell_707,0.017925826363520678
cell_708,0.028925209137702017
cell_709,0.01974802933619011
cell_710,0.07586048852782852
cell_711,0.0165759081551664
cell_712,0.03699714878641576
cell_713,0.02599203773711454
cell_714,0.025470425047420836
cell_715,0.024728942833228858
cell_716,0.019999338686811984
cell_717,0.008164587643834943
cell_718,0.026689668628399166
cell_719,0.008132410415352929
cell_720,0.017925826363520678
cell_721,0.022630442199211218
cell_722,0.03145346404185298
cell_723,0.01697169872094209
cell_724,0.0364268703522219
cell_725,0.036647667223887126
cell_726,0.011593656733039767
cell_727,0.017925826363520678
cell_728,0.027207775436270537
cell_729,0.028925209137702017
cell_730,0.04156531961294196
cell_731,0.029528425786081107
cell_732,0.02018983139230732
cell_733,0.017925826363520678
cell_734,0.002632000238688964
cell_735,0.054695282498813946
cell_736,0.06712298172538067
cell_737,0.02928490768153748
cell_738,0.024722469987546743
cell_739,0.02928490768153748
cell_740,0.0486611522157219
cell_741,0.02725075192745185
cell_742,0.036775245848512654
cell_743,0.017925826363520678
cell_744,0.02647950786934753
cell_745,0.031238429222819525
cell_746,0.05035315917157622
cell_747,0.034588160522995584
cell_748,0.054695282498813946
cell_749,0.01399105869251279
cell_750,0.03356637237377541
cell_751,0.0204200469160406
cell_752,0.04454041453079531
cell_753,0.026689668628399166
cell_754,0.05144466325768371
cell_755,0.0364268703522219
cell_756,0.037701819810758916
cell_757,0.044180148309884905
cell_758,0.02857867325359756
cell_759,0.011013960115096718
cell_760,0.031945535014192006
cell_761,0.056625128462626226
cell_762,0.02472494302272861
cell_763,0.06324091441995412
cell_764,0.03288720307106276
cell_765,0.025087942916541855
cell_766,0.012210065715686643
cell_767,0.01995234532970923
cell_768,0.007346673689688898
cell_769,0.02472494302272861
cell_770,0.016220392270443557
cell_771,0.020784661050107588
cell_772,0.030745540125305563
cell_773,0.021674058382051352
cell_774,0.010397473106158904
cell_775,0.03220739656260885
cell_776,0.044180148309884905
cell_777,0.03598592333232349
cell_778,0.02878654709070103
cell_779,0.03687978852356192
cell_780,0.02840583294743258
cell_781,0.03598592333232349
cell_782,0.025407709292107842
cell_783,0.044180148309884905
cell_784,0.031805390677089
cell_785,0.022984820060774614
cell_786,0.011729556927481406
cell_787,0.030683084712249994
cell_788,0.010217730732021929
cell_789,0.02550661579513077
cell_790,0.02565225939840879
cell_791,0.03196327793300565
cell_792,0.055702630483534826
cell_793,0.02519498320669571
cell_794,0.024434462230415722
cell_795,0.00909583117148245
cell_796,0.034348910321653554
cell_797,0.029358734461391874
cell_798,0.034160822548642236
cell_799,0.04170756874206054
cell_800,0.05227676505957419
cell_801,0.036590675997548255
cell_802,0.012552833113996395
cell_803,0.03485973026316751
cell_804,0.022084719151645477
cell_805,0.03923431256839314
cell_806,0.011597412310836006
cell_807,0.0013218421087887028
cell_808,0.02519498320669571
cell_809,0.00909583117148245
cell_810,0.028320921165105612
cell_811,0.02965953196000054
cell_812,0.04074814498729411
cell_813,0.01887171611838362
cell_814,0.04282034662394093
cell_815,0.053596942659339675
cell_816,0.0323566788024955
cell_817,0.02606011050771434
cell_818,0.030731168562132566
cell_819,0.018118496729846723
cell_820,0.021422039293463323
cell_821,0.031231874330513647
cell_822,0.03260740252041925
cell_823,0.037561303601312976
cell_824,0.018595216379646073
cell_825,0.018555980085260892
cell_826,0.04164197460754409
cell_827,0.04282034662394093
cell_828,0.03546319484632998
cell_829,0.0397678494772775
cell_830,0.03878237751261742
cell_831,0.03480317665447931
cell_832,0.025431322152899026
cell_833,0.030133264618186238
cell_834,0.014489818791466318
cell_835,0.042492760592443335
cell_836,0.02555558850084902
cell_837,0.050116494468590136
cell_838,0.03636468252681855
cell_839,0.015071899308449847
cell_840,0.050116494468590136
cell_841,0.029459413552725088
cell_842,0.012346730475922354
cell_843,0.0397678494772775
cell_844,0.008055954993076916
cell_845,0.008055954993076916
cell_846,0.023441749770782488
cell_847,0.03907278211099712
cell_848,0.027201036800368915
cell_849,0.04059719881346017
cell_850,0.01788660521465894
cell_851,0.028037939899103862
cell_852,0.026307194970312545
cell_853,0.020407462332176
cell_854,0.0027729118641184433
cell_855,0.026604932256215685
cell_856,0.040695976346844805
cell_857,0.03045765768649142
cell_858,0.01657357510902204
cell_859,0.03646209896082604
cell_860,0.0202490541078475
cell_861,0.041775919275368265
cell_862,0.0180941481736052
cell_863,0.0338808953645539
cell_864,0.024665254459998755
cell_865,0.02886308994622047
cell_866,0.021678053754276897
cell_867,0.01792540105423869
cell_868,0.026320643285722114
cell_869,0.04118804159051356
cell_870,0.021218083311828787
cell_871,0.02886308994622047
cell_872,0.008472377699190167
cell_873,0.016064470490482607
cell_874,0.017571630258500053
cell_875,0.020917996104235802
cell_876,0.019531554852245312
cell_877,0.02708276382813474
cell_878,0.025849954746902784
cell_879,0.005322888724643836
cell_880,0.029182696594349956
cell_881,0.025849954746902784
cell_882,0.028860055340289237
cell_883,0.008383594877182233
cell_884,0.0018837154550502505
cell_885,0.005322888724643836
cell_886,0.020427403609801373
cell_887,0.009131101109485966
cell_888,0.01981132164136582
cell_889,0.0036394846288835647
cell_890,0.029812361422110484
cell_891,0.03609028779386591
cell_892,0.009047010914841728
cell_893,0.01687803715125704
cell_894,0.01806125165220253
cell_895,0.029864046600527317
cell_896,0.010543304496321163
cell_897,0.028790222050828942
cell_898,0.00911879011080529
cell_899,0.031879602419142845
cell_900,0.017064627072330113
cell_901,0.015416194325598301
cell_902,0.018721457849865963
cell_903,0.009047010914841728
cell_904,0.024497639576184563
cell_905,0.0029037539395699607
cell_906,0.004356961321763047
cell_907,0.01851968743405098
cell_908,0.0
cell_909,0.015325625843904634
cell_910,0.017336363868503343
cell_911,0.018721457849865963
cell_912,0.004443078129604695
cell_913,0.02116893664440548
cell_914,0.01851968743405098
cell_915,0.007468585908246674
cell_916,0.009047010914841728
cell_917,0.0038471891533840264
