,pressure,perimeter,feret_d,area,centroid_x,centroid_y,stresstensor_eigval1,stresstensor_eigval2,stresstensor_orientation,stresstensor_anisotropy,inertiatensor_eigval1,inertiatensor_eigval2,inertiatensor_orientation,inertiatensor_anisotropy,moments_hu_1,moments_hu_3,bbox_x,bbox_y,celltype,celltype_conf,cluster,cluster_conf,phenograph_clusters,boundary_annotation
cell_25,0.6031148423547013,619.0660171779821,238.0525152146056,11779,3934.9589099244417,2361.320485609984,0.0468761374023343,0.005440026799145,1.421811160589024,0.7920326582738572,3038.334819308247,367.2606709053307,1.4830277615770726,0.7843192640108304,0.2891243306064673,0.0045599936056104,85,235,Forebrain/Midbrain/Hindbrain,1.0,4.0,1.0,1,Hindbrain
cell_26,0.4071201132410095,894.1492782986674,268.8810145770802,32749,1741.1063543925006,2385.516443250176,0.0069450147401947,0.0026302931566242,0.0826222892032932,0.4506091741450903,3411.972862910848,2407.415117270549,0.0277212190669944,0.1726225763020848,0.1776966618883445,0.0010245762081012,239,227,Low quality,1.0,4.0,1.0,7,Other
cell_27,0.8271556299120184,778.7645019878171,244.62420158275427,28679,2080.998117089159,2366.368143938073,0.0276481077438365,0.0093382687137194,0.4131855767500874,0.4950427909889672,2954.717834776512,1896.96901046302,0.9376329050512304,0.2180167141973217,0.169172106602027,0.0002868117938773,205,207,Forebrain/Midbrain/Hindbrain,1.0,5.0,1.0,0,Midbrain
cell_28,0.4555359019498257,1111.4812767608817,417.4793408062248,39955,2991.541409085221,2498.3629082718057,0.0051322279270417,0.0017119978875972,1.042518227502467,0.4997248968800846,9258.820635688437,1182.7296100562137,1.385912439870571,0.7734570859268292,0.2613327554935464,0.0002218451557195,181,417,Forebrain/Midbrain/Hindbrain,1.0,6.0,1.0,0,Midbrain
cell_29,0.735640331708439,959.8122292025696,341.1231449198368,31089,3503.122744379041,2441.3315642188554,0.0010061672204284,0.0006074535120241,1.008580749260898,0.2470925790587159,7541.247467966982,953.9579051065048,1.4025330213652432,0.7754126326056383,0.2732543784963648,0.0009565029369132,151,325,Forebrain/Midbrain/Hindbrain,1.0,6.0,1.0,1,Midbrain
cell_30,0.1983202657409691,1164.7127701597078,394.5072876386442,41031,6767.554044502936,2427.403353561941,0.0057571014599899,0.0024745497455941,0.7112307788620114,0.3987719635361942,9741.494900348544,1318.349666073539,0.6473214647253375,0.7615970716123667,0.2695485015335255,0.0029000764760923,357,289,Neural crest,1.0,2.0,1.0,5,Other
cell_31,0.5674027349426198,680.4568901432422,206.1892334725555,15457,5738.806689525782,2398.464579155075,0.0031601949439669,0.0002311966121521,0.4414405296825729,0.8636567861148589,2115.0626312612685,940.9669505068912,0.2382287496994933,0.3841898938933268,0.1977116893166953,0.0023588040572552,203,151,Forebrain/Midbrain/Hindbrain,1.0,6.0,1.0,2,Other
cell_32,1.0354124741743544,701.1787155501902,247.135590314305,21403,3848.902163248143,2460.9954679250573,0.0344315087163417,0.0180765880432926,0.8133295858232137,0.311474261729896,2864.5573224497416,1077.8538203914643,1.1655133680772405,0.4532007031541212,0.18419899746957,5.12025427447088e-05,149,231,Forebrain/Midbrain/Hindbrain,1.0,6.0,1.0,1,Hindbrain
cell_33,0.8732138287937483,705.906637611548,219.16432191394657,24443,1287.2535695291083,2417.064762917809,0.0369313138096156,0.0014196088489909,0.2158927880658956,0.9259674213510828,2648.3138924443974,1499.2091962255568,0.6022582869021309,0.2770580589069947,0.1696814257116538,0.0002973948645932,207,181,Low quality,1.0,4.0,1.0,4,Other
cell_34,0.4553527669559641,989.0965004500316,371.9489212244068,27589,2887.3591648845554,2528.1726775164016,0.0100377340755862,0.0056779746644806,0.2558708167552111,0.2774141136880741,7517.971898614798,707.9956753991464,1.252062048617156,0.8278632467174503,0.2981611357430115,0.0009924652757096,187,349,Forebrain/Midbrain/Hindbrain,1.0,6.0,1.0,0,Midbrain
cell_35,1.911274527108028,653.8416664540925,223.9575852700685,14537,4060.1752768796864,2423.087844809796,0.0312367569882906,0.0147038192211507,0.0760396660237693,0.3598765869145153,3175.047562926181,486.344210939709,0.6648106277848971,0.7343391579065021,0.2518670821948057,0.000302553608448,189,169,Forebrain/Midbrain/Hindbrain,1.0,4.0,1.0,1,Hindbrain
cell_36,0.2019288932665754,1049.3330444827411,384.37611788455325,27939,5576.493539496761,2503.494470095565,0.0030982211772785,0.0001001005465336,1.3172421405819712,0.937404329409131,10027.455948840448,620.1611984987194,1.40143805130341,0.8835117397785669,0.3811022995575779,0.0042025318165921,149,369,Forebrain/Midbrain/Hindbrain,1.0,4.0,0.7083841729126721,1,Hindbrain
cell_37,0.1626179545240176,825.0548698896889,257.6703320136022,28473,6314.005373511748,2420.242580690479,0.0126645218092518,0.0027832291340468,0.1198011150703606,0.6396589841119564,3720.163982277004,1443.3289293594091,0.1095725978109894,0.440948615962372,0.1813469922957332,4.555568839722065e-05,255,163,Endothelium,1.0,5.0,1.0,6,Hindbrain
cell_38,0.2988155952180792,812.9604614807104,241.03319273494265,27119,2375.047199380508,2446.991481986799,0.0116572979677965,0.0017931883139558,0.1104426425892372,0.7333645376987441,2583.177714412471,2017.271808694277,0.8828532231227971,0.1230110020500843,0.1696393496480971,0.0004651001829982,241,215,Forebrain/Midbrain/Hindbrain,1.0,6.0,1.0,0,Midbrain
cell_39,0.1981670106547255,1079.19090885901,374.1724201487865,43425,5480.777846862407,2552.8802763385147,0.0022013164353931,7.967323333916346e-06,0.0666893687710029,0.9927874151046068,9411.676900640796,1431.0823036278434,1.3693748320707344,0.7360298653382532,0.2496893311288114,0.0007589149115642,205,369,Forebrain/Midbrain/Hindbrain,1.0,6.0,0.6666991141828092,1,Hindbrain
cell_40,0.3262773851840634,968.717820793591,292.8019808676164,37543,1440.1703113762885,2478.200756465919,0.0196092917841224,0.0073804352509364,0.4024623905424684,0.453093005249776,3846.6961379803342,2849.208209769617,0.0214091692907103,0.1489698592462579,0.1783529379045348,0.001100396331117,287,237,Forebrain/Midbrain/Hindbrain,1.0,6.0,1.0,0,Midbrain
cell_41,0.254579379025834,994.1259377015544,369.4116944548453,33727,5885.493847659145,2527.335072790346,0.0092974409741847,0.0022063307431128,0.5172869392929574,0.6164161116314079,7541.345234257562,1068.1118421437104,1.1564899296961746,0.7518747505992148,0.2552689855724278,0.0002295561992471,207,329,Forebrain/Midbrain/Hindbrain,1.0,6.0,1.0,2,Other
cell_42,1.3494941745074087,665.5218613006978,208.94257584322065,21853,3719.198142131515,2465.376058207112,0.0255252361894833,0.0233992572201948,0.5128705332373942,0.0434542868228855,2392.49348933745,1321.8890484479562,1.151340612269444,0.2882321435658619,0.1699712871361097,0.0001072036351926,169,187,Forebrain/Midbrain/Hindbrain,1.0,6.0,1.0,1,Hindbrain
cell_43,0.1958055466209453,1060.5168106668143,377.6413642597961,27123,6651.457766471261,2477.211370423626,0.0097213819356333,0.0006897979036715,1.1367884875939425,0.8674890042591726,10483.41393967738,604.2678648742644,0.4416803701366727,0.8910019469306553,0.4087926042307872,0.0032032763043702,355,207,Neural crest,0.9999999999999998,2.0,0.9999999999999998,0,Hindbrain
cell_44,0.4635202693930638,912.8416664540924,315.41242841714404,35581,3242.6137826368004,2513.99199010708,0.0044741553232268,0.0007516659445996,0.8116874142018952,0.712326194840464,5783.626806900824,1586.4629409470576,1.3601300890297432,0.569486126974148,0.2071355427854158,0.0016873683298096,177,305,Forebrain/Midbrain/Hindbrain,1.0,6.0,1.0,1,Midbrain
cell_45,0.5864708901382534,779.0548698896889,200.0024999843752,19723,5680.617350301678,2483.406936064493,0.0087775677306416,0.0068243833982242,0.5944533026908392,0.1251884662555926,2328.905247988353,1423.0309216548658,0.5157718647855699,0.2414418277322743,0.1902315149644181,0.0018894143225697,195,177,Forebrain/Midbrain/Hindbrain,1.0,6.0,1.0,2,Other
cell_46,0.1906209897740178,818.4924240491749,304.11346566701053,19997,2651.623293494024,2525.831024653698,0.0069087484755209,0.0021317190979614,0.9197572513874924,0.52840512271418,5758.53723376413,567.7300714414159,1.539132565509136,0.82051657192093,0.3163608193831847,0.0061653717615421,139,303,Forebrain/Midbrain/Hindbrain,1.0,6.0,1.0,0,Midbrain
cell_47,0.1342230617169395,1236.3452377915603,480.0468727114051,39109,5363.047584954869,2622.6022143240684,0.0012156019865939,0.0008865875627377,0.0802959708243747,0.1565103508200722,11535.098088180472,1073.8726114702004,1.5343139710863338,0.8296653014666848,0.3224058579777206,0.0016142036021098,169,477,Forebrain/Midbrain/Hindbrain,1.0,4.0,0.6127767235926628,1,Hindbrain
cell_48,0.2076235652222055,1139.5462479183377,399.5860357920432,49171,6025.636757438328,2577.154460962762,0.0051120089830296,0.0024497726957241,1.013357665246768,0.3520646853354067,8487.906259357202,2010.6944807862487,1.4408387821410182,0.6169595300261366,0.2135120445006904,0.0004206227778062,189,391,Forebrain/Midbrain/Hindbrain,1.0,6.0,1.0,2,Other
