,cell_1,cell_2,tension,relative_adhesion
1604,cell_591,cell_596,72.62460153178897,1.520393429092824e-16
1605,cell_591,cell_599,103.37329459885736,9.617311228084497e-17
1606,cell_591,cell_604,261.86867665002296,1.0101843205452585e-16
1607,cell_591,cell_615,182.6575389699193,2.251312243312963e-17
1608,cell_592,cell_594,61.83637521184401,9.925255784891924e-18
1609,cell_592,cell_595,2.440614814181253,1.906392588283769e-17
1610,cell_592,cell_606,33.08085799514043,5.604745299770303e-18
1611,cell_593,cell_596,11.00334147781807,1.0524176235834816e-16
1612,cell_593,cell_609,11.470575200021427,4.2752524267769853e-17
1613,cell_594,cell_606,50.61913635999026,3.548625733008284e-18
1614,cell_594,cell_608,14.735036996521828,2.8343250112095035e-17
1615,cell_594,cell_612,38.14892572360833,4.803688758869227e-17
1616,cell_595,cell_600,43.96806592037568,2.574070982533826e-17
1617,cell_595,cell_606,33.37276280240813,1.3023103712121681e-17
1618,cell_595,cell_614,33.340641921510574,7.04273917772277e-18
1619,cell_596,cell_604,352.67133503224403,2.6719881095725384e-17
1620,cell_596,cell_609,0.4855591064783541,1.3209554982855805e-16
1621,cell_597,cell_598,498.220285282003,3.615569663888404e-17
1622,cell_597,cell_601,427.5031916834872,3.1234342655829215e-17
1623,cell_597,cell_605,427.4979376126006,5.4803895008286755e-18
1624,cell_597,cell_610,398.7667718211411,5.5939039356762636e-18
1625,cell_598,cell_603,226.31089140727897,7.19693568563901e-18
1626,cell_598,cell_607,59.572787584049365,1.1122938198536102e-16
1627,cell_598,cell_610,123.7843671902144,2.331618439382236e-18
1628,cell_599,cell_600,25.44384209092909,5.590753995396306e-17
1629,cell_599,cell_615,149.57848872034606,5.603922132715708e-17
1630,cell_599,cell_624,117.69978508627618,1.7364948165659955e-17
1631,cell_599,cell_629,31.750762228290714,2.2992704843536818e-17
1632,cell_600,cell_614,41.077053580103296,4.780982831610687e-18
1633,cell_600,cell_623,35.71431677936734,4.629539241947043e-18
1634,cell_600,cell_629,30.52036424510558,1.4285096150961415e-17
1635,cell_600,cell_635,18.04909256021121,1.453508985310047e-17
1636,cell_601,cell_602,70.49176713299433,2.3440411474412995e-17
1637,cell_601,cell_605,0.1251765179940179,2.8445170485226894e-17
1638,cell_602,cell_605,70.51714560529278,5.231369198325037e-18
1639,cell_603,cell_607,213.77147428690404,1.8469508211228216e-17
1640,cell_603,cell_618,209.11171510886,6.600524600495645e-18
1641,cell_603,cell_619,192.0097073005769,7.600137779221543e-18
1642,cell_604,cell_609,352.8224419013887,3.6728891626678904e-17
1643,cell_604,cell_615,391.2571045242709,6.748557513172949e-17
1644,cell_605,cell_610,24.516382180005245,4.007758819876966e-18
1645,cell_605,cell_622,166.29709890785088,8.777054798035327e-18
1646,cell_606,cell_608,44.9032667000148,3.03606912353124e-17
1647,cell_606,cell_614,6.50013856998065,2.2908698635362702e-17
1648,cell_607,cell_610,117.4178147691478,6.609265364147601e-18
1649,cell_607,cell_618,86.3266898849458,2.9112826104290594e-16
1650,cell_608,cell_612,36.09673535436917,5.415654687147776e-17
1651,cell_608,cell_614,47.36193176890703,1.6536439311325301e-18
1652,cell_609,cell_613,126.1255077923985,5.626356678567857e-17
1653,cell_609,cell_615,246.5983569802725,1.3703705332638215e-17
1654,cell_609,cell_616,133.37704094156277,8.614297052553189e-17
1655,cell_609,cell_617,99.60844565656194,1.038091194572797e-16
1656,cell_610,cell_618,90.78286761740578,2.3584608684119596e-17
1657,cell_610,cell_622,137.09069372061475,6.914518967949486e-18
1658,cell_611,cell_613,108.90440313663304,9.449639968443655e-18
1659,cell_611,cell_620,143.08794663491406,1.1702777753788629e-19
1660,cell_611,cell_621,261.99261074396225,1.997955131089904e-18
1661,cell_611,cell_628,202.2971505468385,1.7070547147083818e-18
1662,cell_612,cell_614,51.6848511901722,2.89971472678724e-17
1663,cell_612,cell_631,59.414704970587735,2.321713976035604e-16
1664,cell_613,cell_616,75.12771695602335,8.539645430575922e-17
1665,cell_613,cell_620,70.45158492397468,9.177956957620065e-19
1666,cell_614,cell_623,18.764160986624347,9.797400290217688e-18
1667,cell_614,cell_631,23.903580137394137,2.570298650942862e-17
1668,cell_614,cell_636,27.985202031805084,5.367152664845159e-18
1669,cell_615,cell_617,171.63741669033365,5.190845683492333e-17
1670,cell_615,cell_624,201.00158451322304,2.2849190781533853e-17
1671,cell_616,cell_617,74.80218517496246,6.33021284345234e-17
1672,cell_616,cell_620,81.8724310397489,3.3900457216111645e-19
1673,cell_616,cell_627,40.19841948485049,6.724308041107214e-17
1674,cell_616,cell_630,80.64627682791416,3.0823184055990043e-17
1675,cell_617,cell_624,174.84664362126134,2.2100284975539003e-17
1676,cell_617,cell_630,71.45350588328141,4.1883418812944983e-17
1677,cell_618,cell_619,131.39489624057074,1.2635213202900644e-17
1678,cell_618,cell_622,265.6435810907183,5.72455671987456e-17
1679,cell_618,cell_625,64.23045713487186,5.092542044489095e-16
1680,cell_618,cell_632,262.8397825409576,5.377612643055643e-17
1681,cell_618,cell_637,64.37336338261363,2.2895167049018625e-17
1682,cell_618,cell_638,44.65103288069242,3.140625033423616e-16
1683,cell_618,cell_643,63.652069811505214,5.924153073604048e-17
1684,cell_619,cell_625,163.6151216864161,2.6304638235896063e-17
1685,cell_619,cell_637,163.56329475592136,1.6271043304990874e-17
1686,cell_619,cell_639,323.8067863313492,1.6879014292991898e-17
1687,cell_620,cell_627,54.39642168255752,5.261700863991116e-19
1688,cell_620,cell_628,144.8091463150939,2.013702522001007e-19
1689,cell_621,cell_626,325.0838548486965,5.936999246838495e-19
1690,cell_621,cell_628,73.02428714338961,1.2303062091711443e-18
1691,cell_622,cell_632,8.50106214246464,1.050830251387949e-16
1692,cell_623,cell_635,29.35621232991225,5.979610494892177e-18
1693,cell_623,cell_636,23.55350654541689,1.274818639027228e-17
1694,cell_623,cell_651,27.83950319392919,5.502868164919934e-18
1695,cell_624,cell_629,127.78959703610973,1.315473236773599e-17
1696,cell_624,cell_630,184.5042118313616,4.595292283283095e-19
1697,cell_624,cell_634,92.2362648407812,1.9202696977477605e-17
1698,cell_625,cell_637,0.3606565758087258,3.176619551478614e-16
1699,cell_626,cell_628,265.48337899232644,6.821366502043465e-19
1700,cell_626,cell_644,209.5516720461881,1.2127783448234465e-18
1701,cell_626,cell_649,259.83340306565674,4.077314267540884e-19
1702,cell_627,cell_628,121.51466643955372,6.822347627516531e-18
1703,cell_627,cell_630,82.31189611283123,6.977050565921949e-18
1704,cell_627,cell_640,104.82330675111548,2.0377567782986567e-17
1705,cell_628,cell_640,73.46920945525649,5.6165328686848126e-18
1706,cell_628,cell_644,80.70284829290395,1.1313780406259653e-17
1707,cell_629,cell_634,113.06176655287452,1.3005936648740876e-17
1708,cell_629,cell_635,29.07001474605089,2.780038219618113e-17
1709,cell_629,cell_652,30.50770141923452,1.3087233964178493e-17
1710,cell_630,cell_634,141.65301970246793,1.6968254307267245e-17
1711,cell_630,cell_640,108.99502075891692,5.207605228728843e-18
1712,cell_630,cell_645,94.86003660319736,7.925444436194095e-18
1713,cell_631,cell_636,9.113720661857524,6.544209033883807e-17
1714,cell_631,cell_642,128.10608207205672,3.705618842516629e-17
1715,cell_631,cell_653,128.1443363422272,5.725899112042886e-17
1716,cell_631,cell_662,91.69284339888364,2.151657287662846e-17
1717,cell_632,cell_643,289.78016202639645,2.248652553629382e-16
1718,cell_633,cell_646,629.1369942954452,2.744051339620035e-18
1719,cell_633,cell_647,283.78648951642344,4.095416760743905e-18
1720,cell_633,cell_667,543.8720666108545,2.5077451987782083e-18
1721,cell_633,cell_674,337.72637922984313,2.875684925763287e-18
1722,cell_634,cell_645,135.7059822708617,7.122893131748279e-18
1723,cell_634,cell_652,132.33010630681815,1.634377328575749e-17
1724,cell_634,cell_655,154.47030660470736,6.081833942620312e-18
1725,cell_635,cell_651,12.2779400561148,1.0529822683024886e-17
1726,cell_635,cell_652,1.8980365775548744,2.076752846195217e-17
1727,cell_635,cell_658,20.82744402608824,1.0102935028942496e-17
1728,cell_636,cell_651,32.88975581024324,5.586318705887094e-18
1729,cell_636,cell_653,124.44839278398145,2.3159637306866815e-17
1730,cell_636,cell_665,92.3939237260408,1.0098721337831756e-17
1731,cell_636,cell_673,63.83564088502059,2.296089475231027e-18
1732,cell_637,cell_638,59.93530320619377,1.2983271083667538e-16
1733,cell_637,cell_639,453.8101690690462,5.81140113275996e-17
1734,cell_637,cell_654,80.17774745408612,6.600159746876897e-18
1735,cell_637,cell_657,40.25906651331387,2.1537755899422284e-16
1736,cell_638,cell_643,40.29569023580349,6.925225025701855e-17
1737,cell_638,cell_654,30.732510129210496,2.2350486572521314e-16
1738,cell_639,cell_657,462.8251906008422,1.597631354944187e-17
1739,cell_639,cell_661,364.4912838007744,3.9895994258742886e-17
1740,cell_640,cell_644,54.28257854487519,9.348869405479953e-18
1741,cell_640,cell_645,43.678341639190094,8.723409969549011e-18
1742,cell_640,cell_656,79.4184145377775,1.695305271974672e-17
1743,cell_640,cell_659,56.85250719713627,3.4910833718924905e-18
1744,cell_641,cell_648,30.991138672798293,6.134284562736753e-18
1745,cell_641,cell_650,50.707288602583496,3.958102105900683e-18
1746,cell_641,cell_663,35.041344597915014,4.873567227847273e-18
1747,cell_642,cell_662,168.4198056284358,2.5370106515617792e-17
1748,cell_642,cell_664,264.1853576069254,1.115687851450586e-17
1749,cell_643,cell_654,35.460902475251245,5.713147415918752e-17
1750,cell_644,cell_649,67.68743983685484,2.8157128640112203e-17
1751,cell_644,cell_656,38.061086427919456,1.9035786459670777e-17
1752,cell_645,cell_655,61.14314871273743,9.122969903177199e-18
1753,cell_645,cell_659,67.95962256199769,5.586074062215435e-18
1754,cell_646,cell_648,25.35443824857885,3.721777537528524e-18
1755,cell_646,cell_660,109.26977465007374,8.197147021270173e-18
1756,cell_646,cell_667,387.727860757957,1.7210311223740024e-18
1757,cell_647,cell_664,210.98557897109683,4.394579798497107e-18
1758,cell_647,cell_674,261.7855951083913,8.096682311982608e-18
1759,cell_648,cell_660,112.66850769072548,8.002909787771858e-18
1760,cell_648,cell_663,18.64211538564633,8.902351392314942e-18
1761,cell_649,cell_656,60.25332633402606,1.2151309006868331e-17
1762,cell_649,cell_669,41.06562454742559,2.0978885891287896e-18
1763,cell_649,cell_671,48.738226259773725,2.4445558001862267e-17
1764,cell_650,cell_663,42.07773628009463,7.754684445556316e-18
1765,cell_650,cell_679,38.90075494223131,5.665591989436663e-18
1766,cell_651,cell_658,9.400635701481049,8.419009656986122e-18
1767,cell_651,cell_665,67.19375656922233,7.517111670159389e-18
1768,cell_652,cell_655,60.33342577420109,2.008773687242785e-17
1769,cell_652,cell_658,21.674955004069112,2.3327393499834183e-17
1770,cell_652,cell_680,122.77914211536708,4.538781896446901e-18
1771,cell_653,cell_662,151.17803144647894,8.407109989536423e-18
1772,cell_653,cell_673,125.72989081972251,6.318208563083009e-18
1773,cell_653,cell_676,154.27671980040896,2.292895325564633e-18
1774,cell_654,cell_657,60.49825761417271,1.1748918143903653e-16
1775,cell_654,cell_675,33.909620762950546,8.897000916616191e-17
1776,cell_654,cell_677,47.253899233333584,4.4528896511040194e-17
1777,cell_655,cell_659,60.33393426680394,9.1999069992955e-18
1778,cell_655,cell_680,146.53449109211752,4.556897423696705e-18
1779,cell_656,cell_659,32.97004065852585,8.424872968516556e-18
1780,cell_656,cell_669,57.14789504385973,3.472152880470081e-17
1781,cell_657,cell_661,259.7591189711122,2.184543041382017e-17
1782,cell_657,cell_675,78.02953643105323,1.589438738527999e-16
1783,cell_658,cell_665,75.29636179834004,5.148820140342279e-19
1784,cell_658,cell_672,68.65637371679492,6.8015213147790015e-18
1785,cell_658,cell_680,133.79140157391353,3.268928766413359e-18
1786,cell_658,cell_688,77.32516950053562,1.2514449765776411e-18
1787,cell_659,cell_669,49.24411175235346,2.0391143451572857e-17
1788,cell_659,cell_680,133.14652086208844,2.2490441634708824e-18
1789,cell_659,cell_689,67.38873823560924,1.413545448352379e-18
1790,cell_660,cell_667,408.1730767289579,7.687693112619331e-18
1791,cell_660,cell_686,224.94003572702297,5.613817726089986e-18
1792,cell_661,cell_675,233.02135838378703,2.817348141139812e-17
1793,cell_661,cell_681,219.08549434190323,2.1441577355385445e-17
1794,cell_661,cell_683,223.6410291937314,2.6514457659896414e-17
1795,cell_662,cell_664,257.706919567404,1.7527881702782723e-17
1796,cell_662,cell_676,6.652889568709069,1.8373576977650106e-17
1797,cell_662,cell_696,200.7219105982896,7.739178356236964e-18
1798,cell_663,cell_679,52.1003391706588,1.0032604810657668e-17
1799,cell_663,cell_682,120.67102854571276,6.616792451826292e-18
1800,cell_663,cell_686,118.7483994726216,8.515302269423377e-19
1801,cell_664,cell_674,191.5276114684241,1.444510149327864e-17
1802,cell_664,cell_696,204.87349778283647,9.467472192242859e-18
1803,cell_665,cell_672,39.653194091195786,5.64094516247096e-18
1804,cell_665,cell_673,111.95094747531954,4.9288706010314674e-18
1805,cell_666,cell_671,35.86675003260941,3.794276372924457e-18
1806,cell_666,cell_693,81.24645911385083,1.1662339216361042e-18
1807,cell_666,cell_694,120.8156900174452,1.8713206224571427e-18
1808,cell_667,cell_674,549.7128867286605,5.013217635382358e-18
1809,cell_667,cell_686,441.7748189473966,2.20603155298164e-18
1810,cell_667,cell_698,319.8981486496268,4.607207487569455e-18
1811,cell_667,cell_707,420.10569926432174,2.3193510698571516e-19
1812,cell_667,cell_708,447.7370247993617,1.7714935194976813e-18
1813,cell_668,cell_670,23.85497320671173,1.118875193410548e-17
1814,cell_668,cell_690,131.7376638554896,4.624542864099703e-18
1815,cell_669,cell_671,20.10699220020742,4.05699485755626e-17
1816,cell_669,cell_689,82.58811963658394,2.5737813703597293e-18
1817,cell_669,cell_692,23.530427694127496,1.8721241785744312e-17
1818,cell_670,cell_691,130.2217559925254,2.4415993503432047e-18
1819,cell_671,cell_692,18.798552642884367,7.46974511303025e-18
1820,cell_671,cell_693,64.12971612176965,2.8515148082536e-17
1821,cell_672,cell_688,125.44573716734182,5.141865876018339e-20
1822,cell_672,cell_697,92.24046835471948,6.387735638444776e-18
1823,cell_673,cell_676,35.63961200208812,1.7352290174894753e-18
1824,cell_673,cell_684,34.3790923826241,2.4269610848030392e-18
1825,cell_673,cell_700,45.321176019203456,4.6263520507316554e-18
1826,cell_674,cell_696,344.54212464135725,1.4785122626204013e-17
1827,cell_674,cell_698,361.9977497636119,1.1186474835679529e-17
1828,cell_674,cell_701,371.94500696499216,3.217291304687256e-18
1829,cell_675,cell_677,45.7830843606918,2.6744583175917303e-17
1830,cell_675,cell_683,26.31932399196739,2.8393204794500283e-16
1831,cell_676,cell_684,5.178239476684009,6.652721510747972e-18
1832,cell_677,cell_678,40.30318587852411,1.865556926265321e-17
1833,cell_677,cell_683,35.66005983562339,4.331715168119016e-17
1834,cell_677,cell_695,78.39278210844608,6.476454266597533e-18
1835,cell_677,cell_699,36.60941830666356,1.8393632554602823e-16
1836,cell_678,cell_685,169.44651788709257,7.175959441983841e-18
1837,cell_678,cell_695,85.47703879708317,1.8539569610154048e-17
1838,cell_679,cell_682,69.90108656371486,1.8882296483922077e-17
1839,cell_680,cell_688,115.6909092646505,8.944990284712682e-19
1840,cell_680,cell_689,121.50894522103228,1.7090082354984872e-18
1841,cell_681,cell_683,295.0379750508312,2.0817909817157156e-17
1842,cell_681,cell_702,337.1947730565784,4.363350804687138e-18
1843,cell_682,cell_686,106.6909829421835,8.29618345479642e-17
1844,cell_682,cell_690,161.44568799640513,2.1121529066777932e-17
1845,cell_682,cell_714,167.3262503760153,1.0594927834477355e-16
1846,cell_682,cell_723,183.29093637151576,3.072266040162566e-17
1847,cell_683,cell_699,24.80362323878252,3.9663406580482553e-16
1848,cell_683,cell_702,116.49317975779248,3.7781458031851264e-17
1849,cell_684,cell_700,51.20840982600077,8.79103192234718e-18
1850,cell_684,cell_703,141.38160049747287,3.455101707620603e-19
1851,cell_684,cell_717,163.84196009780848,1.8411744142989625e-18
1852,cell_684,cell_722,142.83474485611245,1.2079503254392865e-18
1853,cell_685,cell_695,138.09968532150415,3.1669814243731913e-17
1854,cell_685,cell_704,159.65609409532422,1.1047560883104998e-16
1855,cell_685,cell_709,536.4766288272938,6.311389893984155e-17
1856,cell_686,cell_707,163.2875020156775,1.0660392065214247e-16
1857,cell_686,cell_723,173.42408756743038,3.98621413245796e-17
1858,cell_687,cell_694,92.77499456011368,2.9775032702925336e-18
1859,cell_687,cell_706,51.83831604050302,2.100015645544699e-18
1860,cell_687,cell_710,105.43426087107495,5.516912678531026e-19
1861,cell_688,cell_689,82.43502532982353,2.420527834817684e-19
1862,cell_688,cell_697,67.24280612858237,2.1616714899474837e-18
1863,cell_688,cell_713,44.44931395823524,5.807842732787402e-20
1864,cell_688,cell_721,69.3354805017669,2.8742067658791775e-18
1865,cell_689,cell_692,79.03744749692692,3.1797843695386585e-18
1866,cell_689,cell_713,93.37321681560836,4.038509248935178e-20
1867,cell_689,cell_730,247.6631190069106,6.455112737807134e-19
1868,cell_689,cell_731,151.59786962677117,2.437435406737676e-19
1869,cell_690,cell_711,44.04752625498378,2.53400776719556e-17
1870,cell_690,cell_714,83.53734290844618,2.758780419365788e-17
1871,cell_691,cell_705,70.07496327161029,4.305891366366581e-18
1872,cell_691,cell_712,162.6726055791298,2.103555002126082e-18
1873,cell_692,cell_693,46.48253343160401,2.381535751619175e-17
1874,cell_692,cell_719,710.483391524453,1.3800854835617862e-17
1875,cell_692,cell_731,119.7653815244289,6.0361960211074595e-18
1876,cell_693,cell_694,49.39719139673306,1.3295028415481841e-17
1877,cell_693,cell_706,20.128046803678423,3.001871651683756e-17
1878,cell_693,cell_719,696.161484588065,2.011417280588167e-17
1879,cell_694,cell_706,55.71839397938079,8.408122757271114e-18
1880,cell_695,cell_699,32.607782869230576,7.535818501727695e-17
1881,cell_695,cell_704,127.17803315401876,3.62017820718158e-17
1882,cell_696,cell_701,60.82960986466227,8.03985325303495e-18
1883,cell_696,cell_703,92.3136388470059,2.4746741535059793e-18
1884,cell_697,cell_720,43.6850645377967,1.8130201497087147e-17
1885,cell_697,cell_732,54.7265274055391,2.447093905379821e-17
1886,cell_697,cell_737,40.867724616166015,1.4663779422294364e-19
1887,cell_698,cell_701,45.97481854588626,7.449436804368581e-17
1888,cell_698,cell_708,137.2840488460075,3.4311558575414943e-17
1889,cell_698,cell_726,68.27506062460309,5.189384983778506e-17
1890,cell_699,cell_702,90.44513219350024,8.382802615745114e-17
1891,cell_699,cell_704,84.31437903884618,3.0641567415259166e-16
1892,cell_699,cell_716,85.07968778537193,5.143900303936972e-16
1893,cell_700,cell_717,119.60206418723564,1.7045099222313175e-18
1894,cell_700,cell_718,4.506151227772017,6.724607730311402e-18
1895,cell_700,cell_727,182.7940224607812,3.0696108915414253e-18
1896,cell_701,cell_703,68.22269865689192,1.0907809927386211e-17
1897,cell_701,cell_726,97.62535789833392,4.4584593250586484e-17
1898,cell_702,cell_716,182.48754278385027,2.2722963369182367e-17
1899,cell_703,cell_722,3.4579775245255244,1.864678378644013e-17
1900,cell_703,cell_726,69.52090210901905,6.669513828728315e-18
1901,cell_703,cell_735,245.47221617674987,7.211757087023377e-18
1902,cell_704,cell_709,325.84031159491127,2.1614142890733686e-16
1903,cell_704,cell_716,104.8729194699266,1.1880373180435745e-16
1904,cell_704,cell_729,0.2071551436632034,2.336927834009377e-16
1905,cell_705,cell_711,14.57687261565554,9.848280487622689e-18
1906,cell_705,cell_712,127.2783101840871,1.2946993306229455e-17
1907,cell_706,cell_710,64.74849796016558,1.3445042294772299e-17
1908,cell_706,cell_719,687.6119480514213,2.537588668064809e-17
1909,cell_706,cell_733,149.33759476473372,1.398495932118547e-18
1910,cell_707,cell_708,161.43205079462922,5.367026152709923e-17
1911,cell_707,cell_723,80.28723274563046,6.254791163746266e-17
1912,cell_707,cell_744,122.73235260881532,6.563302388369799e-17
1913,cell_708,cell_726,165.88687587106782,2.7260599432777135e-17
1914,cell_708,cell_744,224.27108399816456,1.5860385270412815e-17
1915,cell_708,cell_749,220.2161117824916,8.011088584733484e-18
1916,cell_709,cell_715,0.768975325882614,3.4135430673757863e-16
1917,cell_709,cell_729,325.83792912806393,4.2535662342326015e-17
1918,cell_710,cell_724,126.66624801490784,1.5105099791721346e-17
1919,cell_710,cell_733,126.610404016917,6.3810184962565935e-18
1920,cell_711,cell_712,123.34362313398856,5.739730897129678e-17
1921,cell_711,cell_714,33.996336093445194,2.5970058010442478e-17
1922,cell_711,cell_741,12.162850309211084,7.815770683762006e-17
1923,cell_711,cell_745,109.75150307103404,1.632759455973572e-17
1924,cell_712,cell_728,166.90520299254285,5.1944211906003256e-17
1925,cell_712,cell_745,146.7312140702533,5.528577448134754e-17
1926,cell_713,cell_721,65.81462129199778,8.490036866439437e-19
1927,cell_713,cell_730,211.31572165531404,2.0151608530677167e-20
1928,cell_714,cell_723,44.78313091998808,1.5551974370880633e-16
1929,cell_714,cell_741,33.1855849936355,1.3454933140930978e-16
1930,cell_714,cell_755,51.06200588831908,1.1402561001348627e-16
1931,cell_715,cell_729,326.0330051977707,7.163014007677789e-17
1932,cell_715,cell_736,364.8556110030613,1.9057800118693468e-16
1933,cell_716,cell_729,104.85472601146212,4.688215820826417e-17
1934,cell_716,cell_739,39.21137102323465,1.3346980716582051e-16
1935,cell_716,cell_748,117.0329604866432,9.071124911845943e-17
1936,cell_717,cell_718,121.77017995118932,8.60893909917304e-19
1937,cell_717,cell_722,258.95283268305894,7.042380948857601e-19
1938,cell_717,cell_734,318.3694545917178,3.279584571515536e-18
1939,cell_718,cell_727,181.3249410837745,4.282216908605164e-18
1940,cell_718,cell_734,213.98876426804668,1.9519988917930977e-18
1941,cell_718,cell_738,1051.3132988450168,3.333088939606312e-18
1942,cell_719,cell_731,666.3626401105697,5.0425155353962206e-17
1943,cell_719,cell_733,701.0151650177702,8.252703646425969e-17
1944,cell_720,cell_727,171.56518149466655,4.3457218211385825e-18
1945,cell_720,cell_737,3.4165412519481846,4.469296860632678e-18
1946,cell_721,cell_730,227.64391490044537,5.558857553633829e-18
1947,cell_721,cell_740,86.92740186116872,1.929294730386039e-17
1948,cell_722,cell_734,347.1822110385602,2.3763320929397022e-18
1949,cell_722,cell_735,246.70321640734008,2.0728972876849085e-17
1950,cell_722,cell_758,327.2416653088737,4.755224714263534e-17
1951,cell_723,cell_744,116.31398902300222,7.543330244839061e-17
1952,cell_723,cell_755,92.21090314678236,2.592276463588496e-17
1953,cell_724,cell_733,0.2284536972350064,1.0759782689832096e-16
1954,cell_724,cell_743,16.80301602742066,4.2462770571794565e-17
1955,cell_724,cell_776,242.8185866713964,3.770858764704187e-17
1956,cell_724,cell_790,25.52152734235973,2.5313991814837345e-17
1957,cell_725,cell_742,146.91436188216554,8.501605569579264e-18
1958,cell_725,cell_756,131.48583500113753,7.787796633752849e-18
1959,cell_725,cell_760,132.04424173310684,6.530584419397136e-18
1960,cell_726,cell_735,200.5142556040951,2.327269947225819e-17
1961,cell_726,cell_749,153.7035506842255,3.226326121796109e-17
1962,cell_726,cell_768,129.33600216708723,1.0553493834151042e-17
1963,cell_726,cell_770,194.12701251254583,6.276622022323279e-17
1964,cell_727,cell_737,167.23908896336624,6.736289072192722e-18
1965,cell_727,cell_738,1169.5340776495327,7.946677271956999e-18
1966,cell_728,cell_745,93.21766463510296,1.6543865575390883e-17
1967,cell_729,cell_736,103.44250816549312,1.0307266240302976e-16
1968,cell_729,cell_739,87.88178785199557,1.0703702872518414e-16
1969,cell_730,cell_731,241.3587565890037,6.096166335040508e-18
1970,cell_731,cell_733,88.27240800492802,4.79809508885914e-17
1971,cell_731,cell_765,174.37820316236596,2.156320090973077e-17
1972,cell_732,cell_737,71.3305181040903,6.947900187409178e-18
1973,cell_732,cell_740,44.36833030677482,2.7404448856730775e-17
1974,cell_733,cell_765,222.09442712748267,2.4853911728913488e-17
1975,cell_733,cell_776,242.6234433038305,1.353857676593495e-16
1976,cell_734,cell_738,904.069733614164,1.610351372418665e-17
1977,cell_734,cell_758,504.9356095471681,1.7250573009761798e-18
1978,cell_735,cell_758,545.3015380100695,1.659336512332044e-17
1979,cell_735,cell_768,197.0907631852036,3.207556308443792e-17
1980,cell_736,cell_739,44.89118031081399,2.9076572158473965e-17
1981,cell_736,cell_747,78.00656810180331,6.9151606209668e-17
1982,cell_737,cell_738,1025.6929590761213,5.609335164942712e-18
1983,cell_737,cell_740,54.75719847522112,2.189036411278244e-19
1984,cell_737,cell_763,47.66823100775019,2.7570253784211555e-18
1985,cell_737,cell_766,45.20847957254594,4.69421909503689e-18
1986,cell_737,cell_773,46.410081725881895,2.5682553834920407e-18
1987,cell_738,cell_758,1225.9949198576187,4.221654756406445e-18
1988,cell_739,cell_747,40.84468244928933,8.680192457417204e-18
1989,cell_739,cell_748,74.75292125360049,2.858781315477273e-17
1990,cell_739,cell_753,0.3758954993051106,1.2389291387140596e-16
1991,cell_740,cell_762,86.43690288077626,1.295751352204451e-17
1992,cell_740,cell_763,64.11352253932758,2.3182270533377463e-17
1993,cell_741,cell_755,28.33443250553257,8.56333255833402e-17
1994,cell_741,cell_780,26.884467717266283,3.870193470341835e-17
1995,cell_742,cell_756,50.56554453451468,3.7968313318204016e-17
1996,cell_742,cell_785,182.3398181804725,1.818390865512857e-17
1997,cell_743,cell_785,139.48370094050722,8.496026908331199e-17
1998,cell_743,cell_790,25.274550791404607,8.69932928902555e-17
1999,cell_743,cell_831,220.2610556528864,2.6918162217652125e-18
2000,cell_744,cell_749,120.34669962623808,4.9376247511366165e-17
2001,cell_744,cell_755,117.5208319824374,1.130973573900164e-17
2002,cell_744,cell_771,79.33572862218021,6.954733507578214e-17
2003,cell_744,cell_774,102.5234768013066,2.917737517721103e-17
2004,cell_745,cell_787,91.79664901116044,3.01034110448552e-17
2005,cell_745,cell_809,111.69737004658296,4.6118374765643675e-17
2006,cell_746,cell_750,111.01800266154936,3.3926082423862603e-16
2007,cell_746,cell_813,61.51784579515504,2.209569749574345e-16
2008,cell_746,cell_845,88.96931196223744,9.712818575792155e-17
2009,cell_746,cell_850,43.07464753803547,9.428095279090598e-17
2010,cell_747,cell_752,148.83827073419857,4.8007816475712396e-17
2011,cell_747,cell_753,40.45730009734081,2.5160007269511764e-17
2012,cell_747,cell_778,116.54892354496846,5.16895415229042e-18
2013,cell_747,cell_779,116.81704832652171,1.506387907858932e-17
2014,cell_748,cell_753,74.83643742949992,3.508940721471524e-17
2015,cell_748,cell_754,46.154496657808494,1.4109574013479384e-16
2016,cell_748,cell_789,154.7345693553581,5.71613457462103e-17
2017,cell_748,cell_793,90.52533066518454,1.523246615019316e-17
2018,cell_749,cell_770,268.43812534558816,5.175352106951115e-17
2019,cell_749,cell_771,57.21936424857476,2.8406779838422794e-17
2020,cell_749,cell_798,71.36929806056321,6.483469645875662e-17
2021,cell_749,cell_826,92.34940285216636,2.046470452796297e-17
2022,cell_750,cell_757,190.16264095306323,4.9939170370415936e-17
2023,cell_750,cell_791,160.06824612910998,9.397761900200097e-17
2024,cell_750,cell_813,81.34855871374998,4.0869229287880657e-17
2025,cell_751,cell_759,770.598183275635,6.58966655046435e-17
2026,cell_751,cell_797,742.1143498200673,3.045904384792702e-17
2027,cell_751,cell_801,815.1902076387768,2.9796702989832826e-17
2028,cell_752,cell_779,103.2573566664878,9.803968422398838e-18
2029,cell_752,cell_782,66.35945115494088,3.7883022790548636e-17
2030,cell_752,cell_797,101.39881013782892,3.5954219975049225e-18
2031,cell_753,cell_778,78.76960075456527,4.302405801533155e-17
2032,cell_753,cell_793,21.256035096595685,1.3233816262023981e-16
2033,cell_754,cell_767,599.2418562582935,6.812578209208023e-17
2034,cell_754,cell_777,245.95667148183392,3.7106107428717233e-17
